Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,Variant,seriousness,customer,product,responsible_section,seriousness_2,service_level,service_type,support_section,workgroup
Case 1226,Closed,Value 5,2011/11/30 09:20:33.000,Variant 8,8,Variant 8,Value 1,Value 91,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2794,Assign seriousness,Value 1,2011/10/28 08:49:47.000,Variant 2,2,Variant 2,Value 1,Value 293,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2794,Take in charge ticket,Value 1,2011/10/28 08:50:08.000,Variant 2,2,Variant 2,Value 1,Value 293,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2794,Wait,Value 1,2011/10/28 10:38:36.000,Variant 2,2,Variant 2,Value 1,Value 293,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2794,Resolve ticket,Value 1,2011/11/16 15:12:54.000,Variant 2,2,Variant 2,Value 1,Value 293,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2794,Closed,Value 5,2011/12/17 13:30:28.000,Variant 2,2,Variant 2,Value 1,Value 293,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1074,Assign seriousness,Value 1,2011/10/28 10:45:32.000,Variant 2,2,Variant 2,Value 1,Value 27,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1074,Take in charge ticket,Value 13,2011/11/02 16:41:16.000,Variant 2,2,Variant 2,Value 1,Value 27,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1074,Wait,Value 13,2011/11/10 14:21:37.000,Variant 2,2,Variant 2,Value 1,Value 27,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1074,Resolve ticket,Value 13,2011/11/17 13:49:37.000,Variant 2,2,Variant 2,Value 1,Value 27,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1074,Closed,Value 5,2011/12/07 11:10:25.000,Variant 2,2,Variant 2,Value 1,Value 27,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4550,Assign seriousness,Value 1,2011/10/28 10:58:43.000,Variant 1,1,Variant 1,Value 1,Value 227,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4550,Take in charge ticket,Value 9,2011/10/31 15:40:46.000,Variant 1,1,Variant 1,Value 1,Value 227,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4550,Resolve ticket,Value 9,2011/11/04 08:38:52.000,Variant 1,1,Variant 1,Value 1,Value 227,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4550,Closed,Value 5,2011/12/11 12:00:33.000,Variant 1,1,Variant 1,Value 1,Value 227,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 329,Assign seriousness,Value 1,2011/10/28 11:03:05.000,Variant 9,9,Variant 9,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 329,Take in charge ticket,Value 12,2011/11/02 08:42:11.000,Variant 9,9,Variant 9,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 329,Resolve ticket,Value 12,2011/11/02 08:43:41.000,Variant 9,9,Variant 9,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 329,Take in charge ticket,Value 1,2011/11/16 11:49:39.000,Variant 9,9,Variant 9,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 329,Resolve ticket,Value 12,2011/11/17 08:53:58.000,Variant 9,9,Variant 9,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 329,Closed,Value 5,2011/12/02 08:54:09.000,Variant 9,9,Variant 9,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2859,Assign seriousness,Value 1,2011/10/31 09:49:21.000,Variant 1,1,Variant 1,Value 1,Value 33,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2859,Take in charge ticket,Value 9,2011/10/31 15:22:16.000,Variant 1,1,Variant 1,Value 1,Value 33,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2859,Resolve ticket,Value 9,2011/11/03 10:05:13.000,Variant 1,1,Variant 1,Value 1,Value 33,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2859,Closed,Value 5,2011/12/16 09:50:28.000,Variant 1,1,Variant 1,Value 1,Value 33,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3119,Assign seriousness,Value 1,2011/10/31 11:06:04.000,Variant 23,23,Variant 23,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 3119,Assign seriousness,Value 12,2011/10/31 11:09:37.000,Variant 23,23,Variant 23,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 3119,Assign seriousness,Value 12,2011/10/31 11:09:37.000,Variant 23,23,Variant 23,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 3119,Take in charge ticket,Value 16,2011/11/02 09:39:15.000,Variant 23,23,Variant 23,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 3119,Resolve ticket,Value 16,2011/11/02 17:39:08.000,Variant 23,23,Variant 23,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 3119,Closed,Value 5,2011/12/14 11:11:52.000,Variant 23,23,Variant 23,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 204,Assign seriousness,Value 1,2011/10/31 15:30:39.000,Variant 1,1,Variant 1,Value 1,Value 108,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 204,Take in charge ticket,Value 1,2011/10/31 15:30:50.000,Variant 1,1,Variant 1,Value 1,Value 108,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 204,Resolve ticket,Value 1,2011/11/02 13:41:11.000,Variant 1,1,Variant 1,Value 1,Value 108,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 204,Closed,Value 5,2011/12/14 15:40:32.000,Variant 1,1,Variant 1,Value 1,Value 108,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 71,Assign seriousness,Value 4,2011/11/02 08:20:14.000,Variant 1,1,Variant 1,Value 1,Value 49,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 71,Take in charge ticket,Value 4,2011/11/02 08:20:41.000,Variant 1,1,Variant 1,Value 1,Value 49,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 71,Resolve ticket,Value 4,2011/11/02 09:49:41.000,Variant 1,1,Variant 1,Value 1,Value 49,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 71,Closed,Value 5,2011/12/07 08:30:27.000,Variant 1,1,Variant 1,Value 1,Value 49,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 3175,Assign seriousness,Value 1,2011/11/02 08:53:44.000,Variant 2,2,Variant 2,Value 1,Value 63,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3175,Take in charge ticket,Value 2,2011/11/03 11:48:59.000,Variant 2,2,Variant 2,Value 1,Value 63,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3175,Wait,Value 2,2011/11/17 17:07:00.000,Variant 2,2,Variant 2,Value 1,Value 63,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3175,Resolve ticket,Value 2,2011/11/18 15:28:58.000,Variant 2,2,Variant 2,Value 1,Value 63,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3175,Closed,Value 5,2011/12/03 16:30:21.000,Variant 2,2,Variant 2,Value 1,Value 63,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2967,Assign seriousness,Value 1,2011/11/02 17:01:36.000,Variant 2,2,Variant 2,Value 1,Value 150,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2967,Take in charge ticket,Value 9,2011/11/02 17:06:35.000,Variant 2,2,Variant 2,Value 1,Value 150,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2967,Wait,Value 9,2011/11/02 17:23:23.000,Variant 2,2,Variant 2,Value 1,Value 150,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2967,Resolve ticket,Value 9,2011/11/03 09:22:55.000,Variant 2,2,Variant 2,Value 1,Value 150,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2967,Closed,Value 5,2011/12/11 09:37:20.000,Variant 2,2,Variant 2,Value 1,Value 150,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2008,Assign seriousness,Value 1,2011/11/03 10:27:56.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2008,Take in charge ticket,Value 12,2011/11/04 10:57:29.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2008,Resolve ticket,Value 12,2011/11/04 10:58:05.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2008,Closed,Value 5,2011/12/17 10:30:23.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1335,Assign seriousness,Value 2,2011/11/03 10:52:15.000,Variant 1,1,Variant 1,Value 1,Value 63,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1335,Take in charge ticket,Value 2,2011/11/03 10:52:31.000,Variant 1,1,Variant 1,Value 1,Value 63,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1335,Resolve ticket,Value 2,2011/11/03 15:53:26.000,Variant 1,1,Variant 1,Value 1,Value 63,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1335,Closed,Value 5,2011/12/17 11:01:03.000,Variant 1,1,Variant 1,Value 1,Value 63,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2404,Take in charge ticket,Value 13,2011/11/03 11:42:56.000,Variant 11,11,Variant 11,Value 1,Value 13,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 2404,Resolve ticket,Value 13,2011/11/03 13:57:12.000,Variant 11,11,Variant 11,Value 1,Value 13,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 2404,Closed,Value 5,2011/12/10 11:51:45.000,Variant 11,11,Variant 11,Value 1,Value 13,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 4242,Wait,Value 1,2011/11/03 11:54:14.000,Variant 218,218,Variant 218,Value 1,Value 53,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4242,Resolve ticket,Value 1,2011/11/04 16:50:51.000,Variant 218,218,Variant 218,Value 1,Value 53,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4242,Closed,Value 5,2011/12/21 12:01:52.000,Variant 218,218,Variant 218,Value 1,Value 53,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2509,Assign seriousness,Value 1,2011/11/03 13:13:40.000,Variant 5,5,Variant 5,Value 1,Value 18,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2509,Resolve ticket,Value 1,2011/11/03 16:06:53.000,Variant 5,5,Variant 5,Value 1,Value 18,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2509,Closed,Value 5,2011/12/06 13:20:58.000,Variant 5,5,Variant 5,Value 1,Value 18,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1983,Assign seriousness,Value 1,2011/11/03 13:17:12.000,Variant 1,1,Variant 1,Value 1,Value 69,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1983,Take in charge ticket,Value 9,2011/11/04 09:13:50.000,Variant 1,1,Variant 1,Value 1,Value 69,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1983,Resolve ticket,Value 9,2011/11/18 08:52:26.000,Variant 1,1,Variant 1,Value 1,Value 69,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1983,Closed,Value 5,2011/12/06 13:21:08.000,Variant 1,1,Variant 1,Value 1,Value 69,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4512,Assign seriousness,Value 1,2011/11/03 14:18:03.000,Variant 25,25,Variant 25,Value 1,Value 247,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4512,Wait,Value 1,2011/11/04 15:30:03.000,Variant 25,25,Variant 25,Value 1,Value 247,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4512,Resolve ticket,Value 1,2011/11/08 11:51:28.000,Variant 25,25,Variant 25,Value 1,Value 247,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4512,Closed,Value 5,2011/12/23 10:50:25.000,Variant 25,25,Variant 25,Value 1,Value 247,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3584,Assign seriousness,Value 2,2011/11/03 16:03:49.000,Variant 1,1,Variant 1,Value 1,Value 63,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3584,Take in charge ticket,Value 2,2011/11/03 16:04:03.000,Variant 1,1,Variant 1,Value 1,Value 63,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3584,Resolve ticket,Value 2,2011/11/18 16:30:37.000,Variant 1,1,Variant 1,Value 1,Value 63,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3584,Closed,Value 5,2011/12/21 16:10:42.000,Variant 1,1,Variant 1,Value 1,Value 63,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2758,Assign seriousness,Value 4,2011/11/03 16:30:45.000,Variant 2,2,Variant 2,Value 1,Value 22,Value 5,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2758,Take in charge ticket,Value 2,2011/11/07 11:50:20.000,Variant 2,2,Variant 2,Value 1,Value 22,Value 5,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2758,Wait,Value 2,2011/11/23 16:13:48.000,Variant 2,2,Variant 2,Value 1,Value 22,Value 5,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2758,Resolve ticket,Value 2,2011/11/28 16:34:36.000,Variant 2,2,Variant 2,Value 1,Value 22,Value 5,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2758,Closed,Value 5,2011/12/13 16:34:48.000,Variant 2,2,Variant 2,Value 1,Value 22,Value 5,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2098,Assign seriousness,Value 1,2011/11/03 16:38:17.000,Variant 77,77,Variant 77,Value 1,Value 63,Value 15,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2098,Take in charge ticket,Value 1,2011/11/03 16:38:28.000,Variant 77,77,Variant 77,Value 1,Value 63,Value 15,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2098,Wait,Value 1,2011/11/09 15:22:07.000,Variant 77,77,Variant 77,Value 1,Value 63,Value 15,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2098,Wait,Value 2,2011/11/11 10:03:14.000,Variant 77,77,Variant 77,Value 1,Value 63,Value 15,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2098,Wait,Value 2,2011/11/11 10:03:15.000,Variant 77,77,Variant 77,Value 1,Value 63,Value 15,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2098,Wait,Value 2,2011/11/16 08:23:39.000,Variant 77,77,Variant 77,Value 1,Value 63,Value 15,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2098,Resolve ticket,Value 2,2011/12/02 08:15:58.000,Variant 77,77,Variant 77,Value 1,Value 63,Value 15,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2098,Closed,Value 5,2011/12/17 08:16:40.000,Variant 77,77,Variant 77,Value 1,Value 63,Value 15,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4028,Assign seriousness,Value 1,2011/11/03 16:51:30.000,Variant 2,2,Variant 2,Value 1,Value 231,Value 12,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4028,Take in charge ticket,Value 13,2011/11/07 11:47:37.000,Variant 2,2,Variant 2,Value 1,Value 231,Value 12,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4028,Wait,Value 13,2011/11/18 09:30:26.000,Variant 2,2,Variant 2,Value 1,Value 231,Value 12,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4028,Resolve ticket,Value 13,2011/11/28 14:10:20.000,Variant 2,2,Variant 2,Value 1,Value 231,Value 12,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4028,Closed,Value 5,2011/12/13 14:10:42.000,Variant 2,2,Variant 2,Value 1,Value 231,Value 12,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2531,Assign seriousness,Value 1,2011/11/04 08:21:54.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2531,Take in charge ticket,Value 12,2011/11/04 11:15:31.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2531,Resolve ticket,Value 12,2011/11/04 11:21:19.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2531,Closed,Value 5,2011/12/18 08:31:00.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1927,Assign seriousness,Value 2,2011/11/04 08:33:34.000,Variant 1,1,Variant 1,Value 1,Value 132,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1927,Take in charge ticket,Value 2,2011/11/04 08:33:42.000,Variant 1,1,Variant 1,Value 1,Value 132,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1927,Resolve ticket,Value 2,2011/11/04 14:14:59.000,Variant 1,1,Variant 1,Value 1,Value 132,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1927,Closed,Value 5,2011/12/18 08:40:36.000,Variant 1,1,Variant 1,Value 1,Value 132,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4153,Assign seriousness,Value 1,2011/11/04 09:17:14.000,Variant 3,3,Variant 3,Value 1,Value 78,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4153,Take in charge ticket,Value 9,2011/11/04 13:29:36.000,Variant 3,3,Variant 3,Value 1,Value 78,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4153,Wait,Value 9,2011/11/04 16:07:38.000,Variant 3,3,Variant 3,Value 1,Value 78,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4153,Take in charge ticket,Value 4,2011/11/09 09:49:30.000,Variant 3,3,Variant 3,Value 1,Value 78,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4153,Resolve ticket,Value 4,2011/11/09 13:46:00.000,Variant 3,3,Variant 3,Value 1,Value 78,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4153,Closed,Value 5,2011/12/09 12:00:37.000,Variant 3,3,Variant 3,Value 1,Value 78,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1669,Assign seriousness,Value 4,2011/11/04 09:55:52.000,Variant 1,1,Variant 1,Value 1,Value 54,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1669,Take in charge ticket,Value 4,2011/11/04 09:56:06.000,Variant 1,1,Variant 1,Value 1,Value 54,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1669,Resolve ticket,Value 4,2011/11/07 10:33:29.000,Variant 1,1,Variant 1,Value 1,Value 54,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1669,Closed,Value 5,2011/12/14 10:00:32.000,Variant 1,1,Variant 1,Value 1,Value 54,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3555,Assign seriousness,Value 1,2011/11/04 10:29:10.000,Variant 2,2,Variant 2,Value 1,Value 213,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3555,Take in charge ticket,Value 1,2011/11/04 10:29:22.000,Variant 2,2,Variant 2,Value 1,Value 213,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3555,Wait,Value 1,2011/11/07 10:21:41.000,Variant 2,2,Variant 2,Value 1,Value 213,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3555,Resolve ticket,Value 1,2011/12/02 13:32:44.000,Variant 2,2,Variant 2,Value 1,Value 213,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3555,Closed,Value 5,2011/12/17 13:32:53.000,Variant 2,2,Variant 2,Value 1,Value 213,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3223,Assign seriousness,Value 1,2011/11/04 11:04:10.000,Variant 19,19,Variant 19,Value 1,Value 22,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3223,Take in charge ticket,Value 13,2011/11/10 11:13:25.000,Variant 19,19,Variant 19,Value 1,Value 22,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3223,Create SW anomaly,Value 2,2011/11/18 16:32:10.000,Variant 19,19,Variant 19,Value 1,Value 22,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3223,Resolve ticket,Value 13,2011/11/25 16:52:24.000,Variant 19,19,Variant 19,Value 1,Value 22,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3223,Closed,Value 5,2011/12/29 11:31:54.000,Variant 19,19,Variant 19,Value 1,Value 22,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1790,Assign seriousness,Value 1,2011/11/04 16:54:52.000,Variant 1,1,Variant 1,Value 1,Value 156,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1790,Take in charge ticket,Value 4,2011/11/07 11:46:09.000,Variant 1,1,Variant 1,Value 1,Value 156,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1790,Resolve ticket,Value 4,2011/11/07 13:47:26.000,Variant 1,1,Variant 1,Value 1,Value 156,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1790,Closed,Value 5,2011/12/18 17:00:27.000,Variant 1,1,Variant 1,Value 1,Value 156,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2469,Assign seriousness,Value 1,2011/11/07 08:21:25.000,Variant 1,1,Variant 1,Value 1,Value 74,Value 11,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2469,Take in charge ticket,Value 13,2011/11/07 08:40:19.000,Variant 1,1,Variant 1,Value 1,Value 74,Value 11,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2469,Resolve ticket,Value 13,2011/11/10 11:26:36.000,Variant 1,1,Variant 1,Value 1,Value 74,Value 11,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2469,Closed,Value 5,2011/12/23 08:31:06.000,Variant 1,1,Variant 1,Value 1,Value 74,Value 11,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1627,Assign seriousness,Value 9,2011/11/07 09:21:13.000,Variant 1,1,Variant 1,Value 1,Value 51,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1627,Take in charge ticket,Value 9,2011/11/07 09:21:26.000,Variant 1,1,Variant 1,Value 1,Value 51,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1627,Resolve ticket,Value 9,2011/11/07 10:16:59.000,Variant 1,1,Variant 1,Value 1,Value 51,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1627,Closed,Value 5,2011/12/08 09:31:17.000,Variant 1,1,Variant 1,Value 1,Value 51,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3867,Assign seriousness,Value 9,2011/11/07 09:25:24.000,Variant 2,2,Variant 2,Value 1,Value 107,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3867,Take in charge ticket,Value 9,2011/11/07 09:25:36.000,Variant 2,2,Variant 2,Value 1,Value 107,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3867,Wait,Value 9,2011/11/07 14:47:34.000,Variant 2,2,Variant 2,Value 1,Value 107,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3867,Resolve ticket,Value 9,2011/11/08 09:55:12.000,Variant 2,2,Variant 2,Value 1,Value 107,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3867,Closed,Value 5,2011/12/15 14:40:21.000,Variant 2,2,Variant 2,Value 1,Value 107,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1822,Assign seriousness,Value 2,2011/11/07 10:47:07.000,Variant 1,1,Variant 1,Value 1,Value 11,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1822,Take in charge ticket,Value 2,2011/11/07 10:47:27.000,Variant 1,1,Variant 1,Value 1,Value 11,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1822,Resolve ticket,Value 2,2011/11/07 15:00:23.000,Variant 1,1,Variant 1,Value 1,Value 11,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1822,Closed,Value 5,2011/12/08 10:50:25.000,Variant 1,1,Variant 1,Value 1,Value 11,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2071,Assign seriousness,Value 13,2011/11/07 13:47:18.000,Variant 15,15,Variant 15,Value 1,Value 250,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2071,Take in charge ticket,Value 2,2011/11/07 13:59:33.000,Variant 15,15,Variant 15,Value 1,Value 250,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2071,Wait,Value 2,2011/11/16 15:59:39.000,Variant 15,15,Variant 15,Value 1,Value 250,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2071,Take in charge ticket,Value 2,2011/12/02 08:18:09.000,Variant 15,15,Variant 15,Value 1,Value 250,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2071,Wait,Value 2,2011/12/02 14:52:14.000,Variant 15,15,Variant 15,Value 1,Value 250,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2071,Resolve ticket,Value 2,2011/12/22 11:12:07.000,Variant 15,15,Variant 15,Value 1,Value 250,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
