"'NotChainSuccession(Assign seriousness, Take in charge ticket)'","'NotCoExistence(Assign seriousness, Wait)'","'NotCoExistence(Closed, Wait)'","'NotCoExistence(Resolve ticket, Wait)'","'NotCoExistence(Take in charge ticket, Wait)'","'NotCoExistence(Wait, Assign seriousness)'","'NotCoExistence(Wait, Closed)'","'NotCoExistence(Wait, Resolve ticket)'","'ChainResponse(Wait, Take in charge ticket)'","'NotCoExistence(Wait, Take in charge ticket)'"
12.824120603,8.955752212,8.741071429,8.888000000,8.100000000,8.955752212,8.741071429,8.888000000,3.666666667,8.100000000
12.824120603,9.578947368,9.345132743,9.523809524,8.648648649,9.578947368,9.345132743,9.523809524,3.692307692,8.648648649
12.824120603,10.173913043,9.921052632,10.133858268,9.169642857,10.173913043,9.921052632,10.133858268,3.714285714,9.169642857
12.444444444,10.173913043,9.921052632,10.111111111,9.135135135,10.173913043,9.921052632,10.111111111,3.714285714,9.135135135
12.444444444,9.368421053,9.345132743,9.504000000,8.618181818,9.368421053,9.345132743,9.504000000,3.692307692,8.618181818
12.444444444,9.368421053,9.345132743,9.504000000,8.618181818,9.368421053,9.345132743,9.504000000,3.692307692,8.618181818
12.444444444,9.368421053,9.345132743,9.483870968,8.618181818,9.368421053,9.345132743,9.483870968,3.692307692,8.618181818
12.444444444,9.368421053,9.345132743,9.483870968,8.618181818,9.368421053,9.345132743,9.483870968,3.692307692,8.618181818
12.444444444,9.368421053,9.345132743,9.483870968,8.618181818,9.368421053,9.345132743,9.483870968,3.692307692,8.618181818
12.444444444,9.368421053,9.345132743,9.483870968,8.618181818,9.368421053,9.345132743,9.483870968,3.692307692,8.618181818
12.444444444,8.761061947,8.741071429,8.853658537,8.073394495,8.761061947,8.741071429,8.853658537,3.666666667,8.073394495
12.824120603,9.286956522,9.263157895,9.408000000,8.464285714,9.286956522,9.263157895,9.408000000,4.285714286,8.464285714
12.824120603,9.286956522,9.263157895,9.408000000,8.464285714,9.286956522,9.263157895,9.408000000,4.285714286,8.464285714
12.824120603,9.286956522,9.263157895,9.408000000,8.464285714,9.286956522,9.263157895,9.408000000,4.285714286,8.464285714
12.444444444,9.263157895,9.263157895,9.408000000,8.464285714,9.263157895,9.263157895,9.408000000,4.285714286,8.464285714
12.444444444,9.834782609,9.834782609,10.007936508,8.973451327,9.834782609,9.834782609,10.007936508,4.333333333,8.973451327
12.444444444,9.834782609,9.834782609,10.007936508,8.973451327,9.834782609,9.834782609,10.007936508,4.333333333,8.973451327
12.444444444,9.263157895,9.263157895,9.408000000,8.464285714,9.263157895,9.263157895,9.408000000,4.285714286,8.464285714
11.939698492,9.286956522,9.263157895,9.408000000,8.464285714,9.286956522,9.263157895,9.408000000,4.285714286,8.464285714
12.678391960,9.310344828,9.263157895,9.387096774,8.432432432,9.310344828,9.263157895,9.387096774,4.285714286,8.432432432
12.320000000,9.310344828,9.263157895,9.365853659,8.464285714,9.310344828,9.263157895,9.365853659,4.285714286,8.464285714
12.320000000,9.888888889,9.834782609,9.959677419,8.973451327,9.888888889,9.834782609,9.959677419,4.333333333,8.973451327
12.460000000,9.862068966,9.834782609,9.959677419,9.008771930,9.862068966,9.834782609,9.959677419,4.333333333,9.008771930
12.460000000,10.410256410,10.379310345,10.528000000,9.495652174,10.410256410,10.379310345,10.528000000,4.375000000,9.495652174
12.075376884,10.379310345,10.379310345,10.528000000,9.495652174,10.379310345,10.379310345,10.528000000,4.375000000,9.495652174
11.294416244,10.315789474,10.379310345,10.555555556,9.495652174,10.315789474,10.379310345,10.555555556,4.375000000,9.495652174
10.909090909,10.315789474,10.379310345,10.555555556,9.534482759,10.315789474,10.379310345,10.555555556,4.375000000,9.534482759
10.909090909,10.315789474,10.379310345,10.582677165,9.534482759,10.315789474,10.379310345,10.582677165,4.375000000,9.534482759
10.909090909,10.315789474,10.379310345,10.582677165,9.534482759,10.315789474,10.379310345,10.582677165,4.375000000,9.534482759
11.294416244,10.315789474,10.379310345,10.582677165,9.495652174,10.315789474,10.379310345,10.582677165,4.375000000,9.495652174
11.294416244,10.315789474,10.379310345,10.555555556,9.495652174,10.315789474,10.379310345,10.555555556,4.375000000,9.495652174
10.897959184,9.778761062,9.834782609,9.984000000,9.088495575,9.778761062,9.834782609,9.984000000,4.333333333,9.088495575
10.897959184,9.778761062,9.834782609,9.984000000,9.088495575,9.778761062,9.834782609,9.984000000,4.333333333,9.088495575
10.897959184,10.315789474,10.379310345,10.555555556,9.578947368,10.315789474,10.379310345,10.555555556,4.375000000,9.578947368
10.897959184,10.315789474,10.379310345,10.555555556,9.578947368,10.315789474,10.379310345,10.555555556,4.375000000,9.578947368
10.897959184,10.315789474,10.379310345,10.555555556,9.578947368,10.315789474,10.379310345,10.555555556,4.375000000,9.578947368
10.897959184,10.315789474,10.379310345,10.555555556,9.578947368,10.315789474,10.379310345,10.555555556,4.375000000,9.578947368
11.282051282,10.315789474,10.379310345,10.555555556,9.539823009,10.315789474,10.379310345,10.555555556,4.375000000,9.539823009
10.886597938,9.778761062,9.834782609,9.984000000,9.135135135,9.778761062,9.834782609,9.984000000,3.466666667,9.135135135
10.886597938,9.778761062,9.834782609,9.984000000,9.135135135,9.778761062,9.834782609,9.984000000,3.466666667,9.135135135
10.886597938,9.778761062,9.834782609,9.984000000,9.135135135,9.778761062,9.834782609,9.984000000,3.466666667,9.135135135
10.886597938,9.778761062,9.834782609,9.984000000,9.135135135,9.778761062,9.834782609,9.984000000,3.466666667,9.135135135
10.886597938,9.778761062,9.834782609,9.984000000,9.135135135,9.778761062,9.834782609,9.984000000,3.466666667,9.135135135
10.487046632,9.778761062,9.834782609,9.984000000,9.100000000,9.778761062,9.834782609,9.984000000,3.466666667,9.100000000
10.487046632,9.778761062,9.834782609,9.984000000,9.100000000,9.778761062,9.834782609,9.984000000,3.466666667,9.100000000
10.083333333,9.214285714,9.263157895,9.463414634,8.666666667,9.214285714,9.263157895,9.463414634,3.428571429,8.666666667
10.487046632,9.214285714,9.263157895,9.483870968,8.697247706,9.214285714,9.263157895,9.483870968,3.428571429,8.697247706
10.487046632,9.214285714,9.263157895,9.483870968,8.697247706,9.214285714,9.263157895,9.483870968,3.428571429,8.697247706
10.487046632,9.214285714,9.263157895,9.483870968,8.697247706,9.214285714,9.263157895,9.483870968,3.428571429,8.697247706
10.875000000,9.214285714,9.263157895,9.483870968,8.666666667,9.214285714,9.263157895,9.483870968,3.428571429,8.666666667
11.000000000,9.982142857,9.834782609,10.088000000,9.218181818,9.982142857,9.834782609,10.088000000,3.466666667,9.218181818
11.398963731,9.982142857,9.834782609,10.133858268,9.252252252,9.982142857,9.834782609,10.133858268,3.466666667,9.252252252
11.398963731,9.982142857,9.834782609,10.111111111,9.252252252,9.982142857,9.834782609,10.111111111,3.466666667,9.252252252
11.398963731,9.982142857,9.834782609,10.111111111,9.252252252,9.982142857,9.834782609,10.111111111,3.466666667,9.252252252
11.398963731,9.982142857,9.834782609,10.111111111,9.252252252,9.982142857,9.834782609,10.111111111,3.466666667,9.252252252
11.398963731,9.982142857,9.834782609,10.111111111,9.252252252,9.982142857,9.834782609,10.111111111,3.466666667,9.252252252
11.398963731,9.982142857,9.834782609,10.111111111,9.252252252,9.982142857,9.834782609,10.111111111,3.466666667,9.252252252
11.398963731,9.982142857,9.834782609,10.111111111,9.252252252,9.982142857,9.834782609,10.111111111,3.466666667,9.252252252
11.398963731,9.982142857,9.834782609,10.111111111,9.252252252,9.982142857,9.834782609,10.111111111,3.466666667,9.252252252
11.398963731,9.982142857,9.834782609,10.111111111,9.252252252,9.982142857,9.834782609,10.111111111,3.466666667,9.252252252
11.398963731,9.982142857,9.834782609,10.133858268,9.252252252,9.982142857,9.834782609,10.133858268,3.466666667,9.252252252
11.916666667,9.954954955,9.834782609,10.133858268,9.252252252,9.954954955,9.834782609,10.133858268,3.466666667,9.252252252
11.916666667,9.954954955,9.834782609,10.133858268,9.252252252,9.954954955,9.834782609,10.133858268,3.466666667,9.252252252
12.298429319,9.954954955,9.834782609,10.133858268,9.218181818,9.954954955,9.834782609,10.133858268,3.466666667,9.218181818
11.905263158,9.381818182,9.263157895,9.543307087,8.777777778,9.381818182,9.263157895,9.543307087,2.571428571,8.777777778
11.905263158,8.779816514,8.663716814,8.904761905,8.224299065,8.779816514,8.663716814,8.904761905,2.538461538,8.224299065
11.905263158,8.224299065,8.108108108,8.306451613,7.809523810,8.224299065,8.108108108,8.306451613,1.818181818,7.809523810
11.905263158,8.224299065,8.108108108,8.306451613,7.809523810,8.224299065,8.108108108,8.306451613,1.818181818,7.809523810
11.518324607,8.224299065,8.108108108,8.306451613,7.830188679,8.224299065,8.108108108,8.306451613,1.818181818,7.830188679
11.905263158,8.224299065,8.108108108,8.320000000,7.809523810,8.224299065,8.108108108,8.320000000,1.818181818,7.809523810
11.905263158,8.224299065,8.108108108,8.320000000,7.809523810,8.224299065,8.108108108,8.320000000,1.818181818,7.809523810
11.518324607,8.224299065,8.108108108,8.320000000,7.830188679,8.224299065,8.108108108,8.320000000,1.818181818,7.830188679
11.518324607,8.224299065,8.108108108,8.306451613,7.830188679,8.224299065,8.108108108,8.306451613,1.818181818,7.830188679
11.125000000,8.224299065,8.108108108,8.306451613,7.850467290,8.224299065,8.108108108,8.306451613,1.818181818,7.850467290
11.125000000,8.224299065,8.108108108,8.306451613,7.850467290,8.224299065,8.108108108,8.306451613,1.818181818,7.850467290
10.717277487,8.224299065,8.108108108,8.292682927,7.830188679,8.224299065,8.108108108,8.292682927,1.818181818,7.830188679
11.528497409,8.861111111,8.741071429,8.959677419,8.275229358,8.861111111,8.741071429,8.959677419,2.750000000,8.275229358
11.528497409,8.861111111,8.741071429,8.959677419,8.275229358,8.861111111,8.741071429,8.959677419,2.750000000,8.275229358
11.134020619,8.861111111,8.741071429,8.976000000,8.300000000,8.861111111,8.741071429,8.976000000,2.750000000,8.300000000
11.538461538,9.467889908,9.345132743,9.619047619,8.785714286,9.467889908,9.345132743,9.619047619,3.692307692,8.785714286
11.538461538,9.467889908,9.345132743,9.619047619,8.785714286,9.467889908,9.345132743,9.619047619,3.692307692,8.785714286
11.538461538,8.861111111,8.741071429,8.992063492,8.225225225,8.861111111,8.741071429,8.992063492,3.666666667,8.225225225
11.538461538,8.861111111,8.741071429,8.992063492,8.225225225,8.861111111,8.741071429,8.992063492,3.666666667,8.225225225
11.538461538,8.861111111,8.741071429,8.992063492,8.225225225,8.861111111,8.741071429,8.992063492,3.666666667,8.225225225
11.538461538,8.861111111,8.741071429,8.992063492,8.225225225,8.861111111,8.741071429,8.992063492,3.666666667,8.225225225
11.142857143,8.861111111,8.741071429,8.976000000,8.250000000,8.861111111,8.741071429,8.976000000,3.666666667,8.250000000
10.733333333,8.861111111,8.741071429,8.959677419,8.225225225,8.861111111,8.741071429,8.959677419,3.666666667,8.225225225
10.319587629,8.861111111,8.741071429,8.888000000,8.300000000,8.861111111,8.741071429,8.888000000,2.750000000,8.300000000
9.907692308,9.467889908,9.345132743,9.504000000,8.892857143,9.467889908,9.345132743,9.504000000,2.769230769,8.892857143
9.381443299,9.467889908,9.345132743,9.504000000,8.864864865,9.467889908,9.345132743,9.504000000,2.769230769,8.864864865
9.381443299,9.467889908,9.345132743,9.504000000,8.864864865,9.467889908,9.345132743,9.504000000,2.769230769,8.864864865
9.381443299,9.467889908,9.345132743,9.504000000,8.864864865,9.467889908,9.345132743,9.504000000,2.769230769,8.864864865
9.381443299,9.467889908,9.345132743,9.504000000,8.864864865,9.467889908,9.345132743,9.504000000,2.769230769,8.864864865
8.964102564,9.467889908,9.345132743,9.504000000,8.892857143,9.467889908,9.345132743,9.504000000,2.769230769,8.892857143
9.807106599,9.467889908,9.345132743,9.504000000,8.947368421,9.467889908,9.345132743,9.504000000,2.769230769,8.947368421
9.807106599,9.467889908,9.345132743,9.504000000,8.947368421,9.467889908,9.345132743,9.504000000,2.769230769,8.947368421
9.807106599,9.467889908,9.345132743,9.504000000,8.947368421,9.467889908,9.345132743,9.504000000,2.769230769,8.947368421
9.807106599,9.467889908,9.345132743,9.504000000,8.947368421,9.467889908,9.345132743,9.504000000,2.769230769,8.947368421
9.807106599,10.045454545,9.921052632,10.111111111,9.495652174,10.045454545,9.921052632,10.111111111,2.785714286,9.495652174
9.807106599,10.045454545,9.921052632,10.111111111,9.495652174,10.045454545,9.921052632,10.111111111,2.785714286,9.495652174
10.222222222,10.594594595,10.469565217,10.692913386,9.931623932,10.594594595,10.469565217,10.692913386,3.733333333,9.931623932
10.222222222,10.045454545,9.921052632,10.111111111,9.413793103,10.045454545,9.921052632,10.111111111,3.714285714,9.413793103
10.222222222,10.045454545,9.921052632,10.111111111,9.413793103,10.045454545,9.921052632,10.111111111,3.714285714,9.413793103
10.222222222,10.045454545,9.921052632,10.111111111,9.413793103,10.045454545,9.921052632,10.111111111,3.714285714,9.413793103
9.708542714,10.072072072,9.921052632,10.111111111,9.413793103,10.072072072,9.921052632,10.111111111,3.714285714,9.413793103
9.708542714,10.072072072,9.921052632,10.111111111,9.413793103,10.072072072,9.921052632,10.111111111,3.714285714,9.413793103
10.111111111,10.625000000,10.469565217,10.609375000,10.137931034,10.625000000,10.469565217,10.609375000,3.733333333,10.137931034
10.111111111,10.625000000,10.469565217,10.609375000,10.137931034,10.625000000,10.469565217,10.609375000,3.733333333,10.137931034
10.507614213,10.625000000,10.469565217,10.609375000,10.104347826,10.625000000,10.469565217,10.609375000,3.733333333,10.104347826
10.897959184,10.625000000,10.469565217,10.609375000,10.070175439,10.625000000,10.469565217,10.609375000,3.733333333,10.070175439
11.282051282,10.625000000,10.469565217,10.609375000,10.035398230,10.625000000,10.469565217,10.609375000,3.733333333,10.035398230
10.886597938,10.163636364,10.008849558,10.111111111,9.690909091,10.163636364,10.008849558,10.111111111,3.000000000,9.690909091
10.886597938,10.163636364,10.008849558,10.111111111,9.690909091,10.163636364,10.008849558,10.111111111,3.000000000,9.690909091
10.886597938,10.163636364,10.008849558,10.111111111,9.690909091,10.163636364,10.008849558,10.111111111,3.000000000,9.690909091
11.269430052,10.163636364,10.008849558,10.111111111,9.660550459,10.163636364,10.008849558,10.111111111,3.000000000,9.660550459
11.269430052,9.577981651,9.428571429,9.504000000,9.111111111,9.577981651,9.428571429,9.504000000,3.000000000,9.111111111
11.269430052,9.577981651,9.428571429,9.504000000,9.111111111,9.577981651,9.428571429,9.504000000,3.000000000,9.111111111
11.269430052,10.163636364,10.008849558,10.111111111,9.660550459,10.163636364,10.008849558,10.111111111,3.000000000,9.660550459
11.645833333,10.163636364,10.008849558,10.111111111,9.629629630,10.163636364,10.008849558,10.111111111,3.000000000,9.629629630
11.645833333,10.163636364,10.008849558,10.111111111,9.629629630,10.163636364,10.008849558,10.111111111,3.000000000,9.629629630
11.645833333,10.163636364,10.008849558,10.111111111,9.629629630,10.163636364,10.008849558,10.111111111,3.000000000,9.629629630
11.645833333,9.577981651,9.428571429,9.504000000,9.084112150,9.577981651,9.428571429,9.504000000,3.000000000,9.084112150
11.139896373,9.600000000,9.428571429,9.504000000,9.084112150,9.600000000,9.428571429,9.504000000,3.000000000,9.084112150
11.139896373,8.981651376,8.819819820,8.870967742,8.509433962,8.981651376,8.819819820,8.870967742,3.000000000,8.509433962
11.907692308,9.428571429,9.345132743,9.428571429,8.917431193,9.428571429,9.345132743,9.428571429,3.692307692,8.917431193
12.285714286,9.921052632,9.921052632,10.007936508,9.454545455,9.921052632,9.921052632,10.007936508,3.714285714,9.454545455
12.285714286,9.921052632,9.921052632,10.007936508,9.454545455,9.921052632,9.921052632,10.007936508,3.714285714,9.454545455
12.285714286,9.921052632,9.921052632,9.984000000,9.454545455,9.921052632,9.921052632,9.984000000,3.714285714,9.454545455
11.923857868,9.921052632,9.921052632,9.984000000,9.486486486,9.921052632,9.921052632,9.984000000,3.714285714,9.486486486
11.923857868,9.921052632,9.921052632,9.984000000,9.486486486,9.921052632,9.921052632,9.984000000,3.714285714,9.486486486
11.923857868,9.921052632,9.921052632,9.984000000,9.486486486,9.921052632,9.921052632,9.984000000,3.714285714,9.486486486
11.923857868,9.921052632,9.921052632,9.984000000,9.486486486,9.921052632,9.921052632,9.984000000,3.714285714,9.486486486
12.285714286,9.921052632,9.921052632,9.984000000,9.454545455,9.921052632,9.921052632,9.984000000,3.714285714,9.454545455
12.285714286,9.345132743,9.345132743,9.387096774,8.917431193,9.345132743,9.345132743,9.387096774,3.692307692,8.917431193
12.285714286,9.345132743,9.345132743,9.387096774,8.917431193,9.345132743,9.345132743,9.387096774,3.692307692,8.917431193
12.285714286,9.345132743,9.345132743,9.387096774,8.917431193,9.345132743,9.345132743,9.387096774,3.692307692,8.917431193
12.285714286,9.345132743,9.345132743,9.387096774,8.917431193,9.345132743,9.345132743,9.387096774,3.692307692,8.917431193
11.923857868,9.345132743,9.345132743,9.387096774,8.945454545,9.345132743,9.345132743,9.387096774,3.692307692,8.945454545
11.923857868,9.345132743,9.345132743,9.387096774,8.945454545,9.345132743,9.345132743,9.387096774,3.692307692,8.945454545
12.303030303,9.345132743,9.345132743,9.387096774,8.972972973,9.345132743,9.345132743,9.387096774,3.692307692,8.972972973
12.303030303,9.345132743,9.345132743,9.387096774,8.972972973,9.345132743,9.345132743,9.387096774,3.692307692,8.972972973
12.303030303,9.921052632,9.921052632,9.984000000,9.517857143,9.921052632,9.921052632,9.984000000,3.714285714,9.517857143
12.659898477,9.921052632,9.921052632,9.984000000,9.486486486,9.921052632,9.921052632,9.984000000,3.714285714,9.486486486
12.659898477,10.469565217,10.469565217,10.555555556,10.000000000,10.469565217,10.469565217,10.555555556,3.733333333,10.000000000
12.659898477,10.469565217,10.469565217,10.555555556,10.000000000,10.469565217,10.469565217,10.555555556,3.733333333,10.000000000
13.030303030,10.469565217,10.469565217,10.555555556,10.035398230,10.469565217,10.469565217,10.555555556,3.733333333,10.035398230
12.659898477,10.469565217,10.469565217,10.528000000,10.000000000,10.469565217,10.469565217,10.528000000,3.733333333,10.000000000
12.659898477,10.469565217,10.469565217,10.528000000,10.000000000,10.469565217,10.469565217,10.528000000,3.733333333,10.000000000
12.659898477,10.469565217,10.469565217,10.528000000,10.000000000,10.469565217,10.469565217,10.528000000,3.733333333,10.000000000
12.303030303,10.991379310,10.991379310,11.071428571,10.526315789,10.991379310,10.991379310,11.071428571,3.750000000,10.526315789
11.804020101,10.258620690,10.469565217,10.528000000,10.035398230,10.258620690,10.469565217,10.528000000,3.733333333,10.035398230
11.424242424,10.258620690,10.469565217,10.471544715,10.000000000,10.258620690,10.469565217,10.471544715,3.733333333,10.000000000
11.424242424,10.769230769,10.991379310,11.008064516,10.486725664,10.769230769,10.991379310,11.008064516,3.750000000,10.486725664
11.424242424,10.769230769,10.991379310,11.008064516,10.486725664,10.769230769,10.991379310,11.008064516,3.750000000,10.486725664
11.424242424,10.769230769,10.991379310,11.008064516,10.486725664,10.769230769,10.991379310,11.008064516,3.750000000,10.486725664
11.424242424,10.769230769,10.991379310,11.008064516,10.486725664,10.769230769,10.991379310,11.008064516,3.750000000,10.486725664
11.804020101,11.159663866,11.389830508,11.428571429,10.758620690,11.159663866,11.389830508,11.428571429,4.444444444,10.758620690
11.804020101,11.159663866,11.389830508,11.428571429,10.758620690,11.159663866,11.389830508,11.428571429,4.444444444,10.758620690
11.804020101,11.159663866,11.389830508,11.428571429,10.758620690,11.159663866,11.389830508,11.428571429,4.444444444,10.758620690
11.804020101,11.159663866,11.389830508,11.428571429,10.758620690,11.159663866,11.389830508,11.428571429,4.444444444,10.758620690
11.804020101,11.159663866,11.389830508,11.428571429,10.758620690,11.159663866,11.389830508,11.428571429,4.444444444,10.758620690
11.310000000,11.200000000,11.389830508,11.464566929,10.758620690,11.200000000,11.389830508,11.464566929,4.444444444,10.758620690
11.310000000,11.200000000,11.389830508,11.464566929,10.758620690,11.200000000,11.389830508,11.464566929,4.444444444,10.758620690
10.945273632,11.200000000,11.389830508,11.464566929,10.803418803,11.200000000,11.389830508,11.464566929,4.444444444,10.803418803
11.440000000,11.159663866,11.389830508,11.428571429,10.803418803,11.159663866,11.389830508,11.428571429,4.444444444,10.803418803
11.440000000,11.159663866,11.389830508,11.428571429,10.803418803,11.159663866,11.389830508,11.428571429,4.444444444,10.803418803
11.055276382,11.616666667,11.857142857,11.913385827,11.188034188,11.616666667,11.857142857,11.913385827,4.473684211,11.188034188
11.055276382,11.616666667,11.857142857,11.913385827,11.188034188,11.616666667,11.857142857,11.913385827,4.473684211,11.188034188
11.055276382,11.616666667,11.857142857,11.913385827,11.188034188,11.616666667,11.857142857,11.913385827,4.473684211,11.188034188
10.680000000,11.616666667,11.857142857,11.873015873,11.237288136,11.616666667,11.857142857,11.873015873,4.473684211,11.237288136
10.680000000,11.616666667,11.857142857,11.913385827,11.237288136,11.616666667,11.857142857,11.913385827,4.473684211,11.237288136
10.680000000,11.616666667,11.857142857,11.913385827,11.237288136,11.616666667,11.857142857,11.913385827,4.473684211,11.237288136
10.680000000,11.616666667,11.857142857,11.913385827,11.237288136,11.616666667,11.857142857,11.913385827,4.473684211,11.237288136
10.680000000,11.616666667,11.857142857,11.913385827,11.237288136,11.616666667,11.857142857,11.913385827,4.473684211,11.237288136
11.069651741,11.661157025,11.857142857,11.913385827,11.237288136,11.661157025,11.857142857,11.913385827,4.473684211,11.237288136
11.069651741,11.661157025,11.857142857,11.913385827,11.237288136,11.661157025,11.857142857,11.913385827,4.473684211,11.237288136
10.286432161,11.200000000,11.389830508,11.428571429,10.991304348,11.200000000,11.389830508,11.428571429,3.555555556,10.991304348
10.680000000,11.661157025,11.857142857,11.913385827,11.333333333,11.661157025,11.857142857,11.913385827,3.578947368,11.333333333
10.680000000,11.661157025,11.857142857,11.873015873,11.333333333,11.661157025,11.857142857,11.873015873,3.578947368,11.333333333
10.286432161,11.200000000,11.389830508,11.392000000,10.991304348,11.200000000,11.389830508,11.392000000,2.666666667,10.991304348
10.666666667,11.200000000,11.389830508,11.392000000,10.947368421,11.200000000,11.389830508,11.392000000,2.666666667,10.947368421
10.666666667,11.200000000,11.389830508,11.354838710,10.947368421,11.200000000,11.389830508,11.354838710,2.666666667,10.947368421
11.167512690,11.159663866,11.389830508,11.392000000,10.947368421,11.159663866,11.389830508,11.392000000,2.666666667,10.947368421
11.167512690,11.159663866,11.389830508,11.392000000,10.947368421,11.159663866,11.389830508,11.392000000,2.666666667,10.947368421
11.540816327,11.159663866,11.389830508,11.392000000,10.902654867,11.159663866,11.389830508,11.392000000,2.666666667,10.902654867
11.540816327,11.159663866,11.389830508,11.392000000,10.902654867,11.159663866,11.389830508,11.392000000,2.666666667,10.902654867
11.540816327,11.159663866,11.389830508,11.392000000,10.902654867,11.159663866,11.389830508,11.392000000,2.666666667,10.902654867
11.540816327,10.677966102,10.897435897,10.975609756,10.446428571,10.677966102,10.897435897,10.975609756,2.647058824,10.446428571
11.540816327,10.170940171,10.379310345,10.442622951,9.963963964,10.170940171,10.379310345,10.442622951,2.625000000,9.963963964
11.555555556,10.203389831,10.379310345,10.442622951,10.000000000,10.203389831,10.379310345,10.442622951,2.625000000,10.000000000
11.555555556,10.203389831,10.379310345,10.442622951,10.000000000,10.203389831,10.379310345,10.442622951,2.625000000,10.000000000
11.555555556,10.203389831,10.379310345,10.442622951,10.000000000,10.203389831,10.379310345,10.442622951,2.625000000,10.000000000
11.555555556,10.203389831,10.379310345,10.442622951,10.000000000,10.203389831,10.379310345,10.442622951,2.625000000,10.000000000
11.555555556,10.714285714,10.897435897,10.975609756,10.486725664,10.714285714,10.897435897,10.975609756,2.647058824,10.486725664
10.775510204,10.714285714,10.897435897,10.975609756,10.405405405,10.714285714,10.897435897,10.975609756,2.647058824,10.405405405
10.775510204,10.714285714,10.897435897,10.975609756,10.405405405,10.714285714,10.897435897,10.975609756,2.647058824,10.405405405
10.775510204,10.714285714,10.897435897,11.008064516,10.405405405,10.714285714,10.897435897,11.008064516,2.647058824,10.405405405
10.775510204,11.200000000,11.389830508,11.520000000,10.857142857,11.200000000,11.389830508,11.520000000,2.666666667,10.857142857
10.775510204,10.714285714,10.897435897,11.008064516,10.405405405,10.714285714,10.897435897,11.008064516,2.647058824,10.405405405
10.775510204,10.714285714,10.897435897,11.008064516,10.405405405,10.714285714,10.897435897,11.008064516,2.647058824,10.405405405
10.379487179,10.714285714,10.897435897,11.008064516,10.500000000,10.714285714,10.897435897,11.008064516,1.764705882,10.500000000
10.379487179,10.714285714,10.897435897,11.008064516,10.500000000,10.714285714,10.897435897,11.008064516,1.764705882,10.500000000
10.379487179,10.203389831,10.379310345,10.471544715,10.018348624,10.203389831,10.379310345,10.471544715,1.750000000,10.018348624
10.379487179,10.203389831,10.379310345,10.471544715,10.018348624,10.203389831,10.379310345,10.471544715,1.750000000,10.018348624
10.379487179,10.203389831,10.379310345,10.471544715,10.018348624,10.203389831,10.379310345,10.471544715,1.750000000,10.018348624
10.379487179,10.714285714,10.897435897,11.008064516,10.500000000,10.714285714,10.897435897,11.008064516,1.764705882,10.500000000
9.989795918,10.203389831,10.379310345,10.557377049,9.800000000,10.203389831,10.379310345,10.557377049,1.750000000,9.800000000
9.989795918,10.714285714,10.897435897,11.097560976,10.270270270,10.714285714,10.897435897,11.097560976,1.764705882,10.270270270
10.000000000,11.107438017,11.294117647,11.520000000,10.573913043,11.107438017,11.294117647,11.520000000,2.526315789,10.573913043
9.603015075,11.107438017,11.294117647,11.520000000,10.620689655,11.107438017,11.294117647,11.520000000,2.526315789,10.620689655
9.200000000,11.107438017,11.294117647,11.520000000,10.666666667,11.107438017,11.294117647,11.520000000,2.526315789,10.666666667
9.200000000,11.565573770,11.758333333,12.007936508,11.093220339,11.565573770,11.758333333,12.007936508,2.550000000,11.093220339
9.603015075,11.565573770,11.758333333,11.968000000,11.042735043,11.565573770,11.758333333,11.968000000,2.550000000,11.042735043
9.603015075,11.565573770,11.758333333,11.968000000,11.042735043,11.565573770,11.758333333,11.968000000,2.550000000,11.042735043
9.200000000,11.565573770,11.758333333,11.968000000,11.093220339,11.565573770,11.758333333,11.968000000,2.550000000,11.093220339
9.200000000,12.000000000,12.198347107,12.428571429,11.495798319,12.000000000,12.198347107,12.428571429,2.571428571,11.495798319
9.603015075,12.000000000,12.198347107,12.472440945,11.440677966,12.000000000,12.198347107,12.472440945,2.571428571,11.440677966
9.603015075,11.565573770,11.758333333,12.007936508,11.042735043,11.565573770,11.758333333,12.007936508,2.550000000,11.042735043
10.010000000,11.609756098,11.758333333,12.007936508,11.042735043,11.609756098,11.758333333,12.007936508,2.550000000,11.042735043
9.603015075,11.565573770,11.758333333,12.007936508,11.042735043,11.565573770,11.758333333,12.007936508,2.550000000,11.042735043
9.603015075,11.565573770,11.758333333,12.007936508,11.042735043,11.565573770,11.758333333,12.007936508,2.550000000,11.042735043
9.603015075,11.565573770,11.758333333,12.047244094,11.042735043,11.565573770,11.758333333,12.047244094,2.550000000,11.042735043
9.603015075,11.565573770,11.758333333,12.047244094,11.042735043,11.565573770,11.758333333,12.047244094,2.550000000,11.042735043
9.603015075,11.565573770,11.758333333,12.085937500,11.042735043,11.565573770,11.758333333,12.085937500,2.550000000,11.042735043
9.183673469,11.294117647,11.389830508,11.716535433,10.761061947,11.294117647,11.389830508,11.716535433,1.777777778,10.761061947
8.769230769,10.897435897,10.897435897,11.190476190,10.312500000,10.897435897,10.897435897,11.190476190,1.764705882,10.312500000
8.769230769,11.389830508,11.389830508,11.716535433,10.761061947,11.389830508,11.389830508,11.716535433,1.777777778,10.761061947
8.769230769,11.389830508,11.389830508,11.716535433,10.761061947,11.389830508,11.389830508,11.716535433,1.777777778,10.761061947
8.769230769,11.389830508,11.389830508,11.716535433,10.761061947,11.389830508,11.389830508,11.716535433,1.777777778,10.761061947
