"'ChainSuccession(Assign seriousness, Take in charge ticket)'",'AtMostOne(Take in charge ticket)',"'AlternateSuccession(Take in charge ticket, Closed)'","'AlternateSuccession(Take in charge ticket, Resolve ticket)'","'AlternatePrecedence(Assign seriousness, Wait)'","'ChainPrecedence(Take in charge ticket, Wait)'"
68.890000000,80.510000000,74.075268817,69.236180905,100.000000000,83.000000000
68.890000000,80.510000000,74.075268817,69.236180905,100.000000000,83.000000000
68.890000000,80.510000000,74.075268817,69.236180905,100.000000000,83.000000000
70.560000000,81.480000000,75.465240642,70.560000000,100.000000000,84.000000000
70.560000000,81.480000000,75.465240642,70.560000000,100.000000000,84.000000000
70.560000000,81.480000000,75.465240642,70.560000000,100.000000000,84.000000000
70.560000000,81.480000000,75.465240642,70.560000000,100.000000000,84.000000000
70.560000000,81.480000000,75.465240642,70.560000000,100.000000000,84.000000000
71.890547264,82.450000000,76.861702128,71.890547264,100.000000000,85.000000000
71.890547264,82.450000000,76.861702128,71.890547264,100.000000000,85.000000000
72.250000000,82.450000000,76.861702128,71.890547264,100.000000000,85.000000000
72.250000000,82.450000000,76.861702128,71.890547264,100.000000000,85.000000000
72.250000000,82.450000000,76.861702128,71.890547264,100.000000000,85.000000000
72.250000000,82.450000000,76.861702128,71.890547264,100.000000000,85.000000000
72.250000000,82.450000000,76.861702128,71.890547264,100.000000000,85.000000000
72.613065327,83.300000000,77.272727273,72.250000000,100.000000000,85.000000000
72.613065327,83.300000000,77.272727273,72.250000000,100.000000000,85.000000000
72.250000000,83.300000000,77.272727273,72.250000000,100.000000000,85.000000000
72.250000000,83.300000000,77.272727273,72.250000000,100.000000000,85.000000000
72.250000000,83.300000000,77.272727273,72.250000000,100.000000000,85.000000000
71.634517766,83.160000000,76.281081081,71.272727273,99.000000000,84.000000000
71.634517766,83.160000000,76.281081081,71.272727273,99.000000000,84.000000000
71.634517766,83.160000000,76.281081081,71.272727273,99.000000000,84.000000000
71.634517766,83.160000000,76.281081081,71.272727273,99.000000000,84.000000000
71.634517766,83.160000000,76.281081081,70.914572864,99.000000000,84.000000000
71.634517766,83.160000000,76.281081081,71.272727273,99.000000000,84.000000000
73.350253807,84.150000000,77.688172043,72.613065327,99.000000000,85.000000000
72.000000000,83.160000000,76.281081081,70.914572864,99.000000000,84.000000000
72.000000000,83.160000000,76.281081081,70.914572864,99.000000000,84.000000000
72.000000000,83.160000000,76.281081081,70.914572864,99.000000000,84.000000000
72.000000000,83.160000000,76.281081081,70.914572864,99.000000000,84.000000000
72.742268041,83.160000000,76.281081081,70.914572864,99.000000000,84.000000000
74.102564103,84.150000000,77.688172043,72.613065327,99.000000000,85.000000000
72.742268041,83.160000000,76.281081081,71.272727273,99.000000000,84.000000000
74.102564103,84.150000000,77.688172043,72.979797980,99.000000000,85.000000000
72.742268041,83.160000000,76.281081081,71.272727273,99.000000000,84.000000000
72.742268041,83.160000000,76.281081081,71.272727273,99.000000000,84.000000000
72.742268041,83.160000000,76.281081081,71.272727273,99.000000000,84.000000000
74.102564103,84.150000000,77.688172043,72.613065327,99.000000000,85.000000000
73.724489796,83.300000000,77.272727273,72.736318408,99.000000000,85.000000000
75.086294416,84.280000000,78.680851064,74.447761194,99.000000000,86.000000000
74.331658291,84.280000000,78.680851064,74.447761194,99.000000000,86.000000000
74.331658291,84.280000000,78.680851064,74.447761194,99.000000000,86.000000000
74.331658291,84.280000000,78.680851064,74.447761194,99.000000000,86.000000000
74.331658291,84.280000000,78.680851064,74.447761194,99.000000000,86.000000000
74.707070707,84.280000000,78.680851064,74.447761194,99.000000000,86.000000000
74.707070707,84.280000000,78.680851064,74.447761194,99.000000000,86.000000000
74.707070707,84.280000000,78.680851064,74.447761194,99.000000000,86.000000000
74.213197970,84.280000000,78.680851064,74.447761194,98.000000000,86.000000000
73.230769231,83.300000000,77.272727273,73.100000000,90.533333333,79.333333333
71.876288660,82.320000000,75.870967742,71.758793970,90.071428571,78.000000000
71.876288660,82.320000000,75.870967742,71.758793970,89.538461538,77.538461538
70.528497409,81.340000000,74.475675676,70.424242424,90.071428571,71.142857143
70.528497409,81.340000000,74.475675676,70.424242424,89.538461538,70.230769231
70.528497409,81.340000000,74.475675676,70.424242424,90.071428571,71.142857143
70.528497409,81.340000000,74.475675676,70.424242424,75.444444444,59.944444444
70.895833333,82.170000000,74.880434783,70.781725888,76.578947368,61.157894737
70.895833333,82.170000000,74.880434783,70.781725888,76.578947368,61.157894737
70.895833333,82.170000000,74.880434783,70.781725888,76.578947368,61.157894737
70.528497409,81.340000000,74.475675676,70.781725888,77.600000000,62.250000000
70.528497409,81.340000000,74.475675676,70.781725888,77.600000000,62.250000000
70.528497409,81.340000000,74.475675676,70.781725888,78.523809524,63.238095238
70.528497409,81.340000000,74.475675676,71.142857143,78.523809524,63.238095238
71.876288660,82.320000000,75.870967742,72.487309645,78.523809524,64.000000000
71.876288660,82.320000000,75.870967742,72.487309645,78.523809524,64.000000000
71.876288660,82.320000000,75.870967742,72.487309645,77.600000000,63.000000000
71.876288660,82.320000000,75.870967742,72.487309645,78.523809524,64.000000000
73.230769231,83.300000000,77.272727273,74.213197970,78.523809524,64.761904762
72.857142857,82.450000000,76.861702128,73.838383838,75.913043478,66.521739130
72.857142857,82.450000000,76.861702128,73.838383838,75.913043478,66.521739130
72.857142857,82.450000000,76.861702128,73.838383838,75.913043478,66.521739130
71.507692308,81.480000000,75.465240642,72.487309645,75.913043478,65.739130435
71.876288660,81.480000000,75.465240642,72.487309645,76.791666667,66.500000000
73.230769231,82.450000000,76.861702128,74.213197970,76.791666667,67.291666667
73.108808290,82.450000000,76.861702128,74.213197970,72.960000000,68.000000000
73.108808290,82.450000000,76.861702128,73.838383838,73.846153846,68.653846154
74.474226804,83.420000000,78.264550265,75.575757576,73.846153846,69.461538462
73.108808290,82.450000000,76.861702128,74.591836735,73.846153846,68.653846154
71.750000000,81.480000000,75.465240642,72.857142857,73.846153846,67.846153846
72.731958763,81.600000000,76.455026455,74.696969697,73.846153846,68.653846154
74.092307692,82.560000000,77.852631579,76.060301508,73.846153846,69.461538462
74.092307692,82.560000000,77.852631579,75.680000000,73.846153846,69.461538462
75.076142132,82.650000000,78.843750000,77.044776119,74.666666667,70.888888889
74.092307692,81.700000000,77.445026178,75.680000000,74.666666667,70.074074074
74.092307692,81.700000000,77.445026178,75.680000000,74.666666667,70.074074074
74.092307692,81.700000000,77.445026178,75.680000000,74.666666667,70.074074074
74.092307692,81.700000000,77.445026178,75.680000000,74.666666667,70.074074074
74.474226804,81.700000000,77.445026178,75.680000000,74.666666667,70.074074074
75.250000000,81.700000000,77.445026178,76.060301508,75.428571429,70.642857143
74.743455497,81.700000000,77.445026178,76.060301508,74.642857143,70.642857143
75.136842105,81.700000000,77.445026178,76.060301508,73.888888889,70.074074074
75.136842105,81.700000000,77.445026178,75.680000000,73.888888889,70.074074074
75.534391534,81.700000000,77.445026178,75.680000000,73.888888889,70.074074074
75.534391534,81.700000000,77.445026178,75.680000000,73.888888889,70.074074074
75.534391534,81.700000000,77.445026178,75.680000000,74.642857143,70.642857143
75.534391534,81.700000000,77.445026178,75.680000000,74.642857143,70.642857143
75.534391534,81.700000000,77.445026178,75.303482587,74.642857143,70.642857143
76.926315789,82.650000000,78.843750000,76.663366337,74.642857143,71.464285714
75.534391534,81.700000000,77.445026178,74.930693069,74.642857143,70.642857143
75.534391534,81.700000000,77.445026178,74.561576355,74.642857143,70.642857143
76.926315789,82.650000000,78.843750000,75.911764706,75.344827586,72.000000000
76.412698413,82.650000000,78.843750000,75.911764706,74.551724138,72.000000000
76.412698413,82.650000000,78.843750000,75.911764706,74.551724138,72.000000000
76.412698413,82.650000000,78.843750000,75.911764706,75.200000000,72.500000000
76.412698413,82.650000000,78.843750000,75.911764706,75.200000000,72.500000000
76.412698413,82.650000000,78.843750000,75.911764706,75.200000000,72.500000000
75.492063492,81.780000000,78.435233161,75.174757282,72.000000000,72.967741935
75.492063492,81.780000000,78.435233161,75.174757282,72.656250000,73.406250000
75.094736842,80.910000000,78.030927835,74.811594203,73.272727273,73.818181818
75.094736842,80.910000000,78.030927835,74.811594203,72.656250000,73.406250000
74.571428571,80.910000000,78.030927835,74.811594203,69.696969697,73.818181818
74.571428571,80.910000000,78.030927835,74.811594203,69.696969697,73.818181818
74.571428571,80.910000000,78.030927835,74.811594203,69.000000000,73.406250000
74.571428571,80.910000000,78.030927835,74.811594203,69.696969697,73.818181818
73.191489362,79.980000000,76.642487047,73.475728155,69.696969697,72.969696970
73.191489362,79.980000000,76.642487047,73.475728155,69.696969697,72.969696970
73.191489362,79.980000000,76.642487047,73.475728155,69.696969697,72.969696970
73.582887701,79.980000000,76.642487047,73.475728155,69.696969697,72.969696970
73.582887701,79.980000000,76.642487047,73.475728155,70.352941176,73.352941176
73.582887701,79.980000000,76.642487047,73.475728155,70.352941176,73.352941176
74.571428571,80.910000000,78.030927835,74.811594203,71.742857143,74.571428571
74.178947368,80.040000000,77.630769231,74.928229665,70.378378378,75.243243243
74.178947368,80.040000000,77.630769231,74.928229665,70.378378378,75.243243243
72.804232804,79.120000000,76.247422680,72.895238095,70.378378378,74.378378378
72.804232804,79.120000000,76.247422680,73.244019139,70.378378378,74.378378378
72.804232804,79.120000000,76.247422680,73.244019139,70.378378378,74.378378378
72.804232804,79.120000000,76.247422680,73.244019139,69.750000000,74.055555556
73.790575916,79.170000000,77.234693878,74.571428571,68.526315789,75.552631579
73.790575916,79.170000000,77.234693878,74.571428571,68.526315789,75.552631579
75.166666667,80.080000000,78.619289340,75.905213270,69.153846154,76.717948718
75.166666667,80.080000000,78.619289340,75.905213270,69.153846154,76.717948718
75.166666667,80.080000000,78.619289340,75.905213270,69.750000000,77.000000000
75.166666667,80.080000000,78.619289340,75.905213270,69.750000000,77.000000000
75.166666667,80.080000000,78.619289340,75.905213270,69.750000000,77.000000000
73.790575916,79.170000000,77.234693878,74.571428571,69.750000000,76.125000000
75.166666667,80.080000000,78.619289340,76.266666667,70.317073171,77.268292683
75.166666667,80.080000000,78.619289340,76.266666667,70.317073171,77.268292683
73.790575916,79.170000000,77.234693878,74.928229665,69.750000000,76.125000000
73.790575916,79.170000000,77.234693878,74.928229665,70.317073171,76.390243902
74.178947368,80.040000000,77.630769231,74.811594203,70.317073171,76.390243902
74.178947368,80.040000000,77.630769231,74.811594203,70.857142857,76.642857143
74.968085106,80.040000000,77.630769231,74.811594203,70.857142857,76.642857143
74.968085106,80.040000000,77.630769231,74.811594203,70.857142857,76.642857143
74.968085106,80.040000000,77.630769231,74.811594203,70.857142857,76.642857143
74.968085106,80.040000000,77.630769231,74.811594203,70.317073171,76.390243902
73.582887701,79.120000000,76.247422680,73.475728155,69.750000000,75.250000000
73.582887701,79.120000000,76.247422680,73.475728155,70.317073171,75.512195122
73.582887701,79.120000000,76.247422680,73.475728155,70.317073171,75.512195122
74.106382979,79.120000000,76.247422680,73.475728155,71.619047619,75.761904762
75.094736842,80.040000000,77.630769231,74.811594203,74.146341463,78.512195122
76.481675393,80.960000000,79.020408163,76.153846154,74.642857143,79.619047619
76.481675393,80.960000000,79.020408163,76.153846154,74.642857143,79.619047619
77.875000000,81.880000000,80.416243655,77.502392344,74.146341463,82.487804878
76.481675393,80.960000000,79.020408163,75.789473684,72.906976744,77.767441860
76.481675393,80.960000000,79.020408163,75.789473684,72.380952381,77.523809524
76.481675393,80.960000000,79.020408163,75.789473684,77.500000000,83.368421053
76.481675393,80.960000000,79.020408163,75.789473684,77.027027027,83.243243243
76.481675393,80.960000000,79.020408163,75.789473684,77.027027027,83.243243243
76.481675393,80.960000000,79.020408163,75.789473684,77.027027027,83.243243243
76.884210526,81.840000000,79.425641026,76.153846154,76.527777778,83.111111111
76.884210526,81.840000000,79.425641026,76.153846154,76.527777778,83.111111111
76.884210526,81.840000000,79.425641026,75.789473684,76.000000000,82.971428571
76.884210526,81.840000000,79.425641026,75.789473684,76.000000000,82.971428571
76.083333333,81.840000000,79.425641026,75.789473684,76.000000000,82.971428571
74.701570681,80.910000000,78.030927835,74.451923077,76.000000000,82.028571429
74.701570681,80.910000000,78.030927835,74.451923077,76.000000000,82.028571429
74.701570681,80.910000000,78.030927835,74.095693780,75.441176471,81.882352941
74.701570681,80.910000000,78.030927835,74.095693780,75.441176471,81.882352941
75.094736842,81.780000000,78.435233161,74.451923077,77.187500000,81.562500000
75.094736842,81.780000000,78.435233161,74.451923077,77.187500000,81.562500000
74.571428571,81.780000000,78.435233161,74.451923077,74.060606061,81.727272727
75.031578947,81.840000000,79.425641026,75.071090047,71.117647059,82.823529412
75.031578947,81.840000000,79.425641026,75.071090047,70.454545455,82.666666667
73.650793651,80.910000000,78.030927835,73.742857143,70.454545455,81.727272727
74.178947368,80.910000000,78.030927835,73.742857143,73.437500000,81.562500000
72.804232804,79.980000000,76.642487047,72.769230769,72.774193548,80.451612903
72.804232804,79.980000000,76.642487047,72.769230769,72.774193548,80.451612903
74.178947368,80.910000000,78.030927835,74.095693780,72.774193548,81.387096774
75.031578947,81.840000000,79.425641026,75.789473684,72.000000000,82.322580645
75.428571429,82.720000000,79.835051546,75.671497585,72.000000000,82.322580645
75.428571429,82.720000000,79.835051546,75.671497585,72.000000000,82.322580645
75.428571429,82.720000000,79.835051546,76.038834951,72.656250000,82.500000000
75.829787234,83.600000000,80.248704663,76.409756098,72.000000000,82.322580645
77.227513228,84.550000000,81.659793814,77.391304348,72.656250000,83.437500000
77.227513228,84.550000000,81.659793814,77.391304348,72.656250000,83.437500000
77.227513228,84.550000000,81.659793814,77.391304348,72.656250000,83.437500000
77.227513228,84.550000000,81.659793814,77.391304348,72.656250000,83.437500000
77.227513228,84.550000000,81.659793814,77.391304348,72.656250000,83.437500000
76.821052632,83.660000000,81.241025641,77.019230769,72.656250000,83.437500000
77.350785340,83.660000000,81.241025641,77.019230769,73.437500000,83.437500000
77.350785340,83.660000000,81.241025641,77.019230769,73.437500000,83.437500000
77.350785340,83.660000000,81.241025641,77.391304348,74.060606061,83.606060606
77.350785340,83.660000000,81.241025641,77.391304348,74.060606061,83.606060606
75.957894737,82.720000000,79.835051546,76.038834951,74.060606061,82.666666667
75.957894737,82.720000000,79.835051546,76.038834951,73.437500000,82.500000000
75.957894737,82.720000000,79.835051546,76.038834951,74.060606061,82.666666667
75.957894737,82.720000000,79.835051546,76.409756098,74.647058824,82.823529412
75.957894737,82.720000000,79.835051546,76.409756098,74.647058824,82.823529412
75.957894737,82.720000000,79.835051546,76.409756098,74.647058824,82.823529412
74.571428571,81.780000000,78.435233161,75.428571429,74.647058824,81.882352941
74.571428571,81.780000000,78.435233161,75.428571429,74.060606061,81.727272727
75.094736842,81.780000000,78.435233161,75.428571429,74.848484848,81.727272727
75.094736842,81.780000000,78.435233161,75.428571429,74.848484848,81.727272727
75.094736842,81.780000000,78.435233161,75.058823529,74.218750000,81.562500000
75.094736842,81.780000000,78.435233161,75.058823529,74.218750000,81.562500000
75.094736842,81.780000000,78.435233161,75.058823529,74.218750000,81.562500000
76.010526316,82.650000000,78.843750000,75.801980198,77.419354839,81.387096774
76.010526316,82.650000000,78.843750000,75.801980198,77.419354839,81.387096774
76.412698413,83.520000000,79.256544503,76.179104478,76.800000000,81.200000000
76.412698413,83.520000000,79.256544503,76.179104478,76.800000000,81.200000000
76.926315789,83.520000000,79.256544503,76.179104478,80.275862069,81.000000000
76.926315789,83.520000000,79.256544503,76.179104478,80.833333333,81.200000000
76.926315789,83.520000000,79.256544503,76.179104478,81.354838710,81.387096774
76.926315789,83.520000000,79.256544503,76.179104478,80.833333333,81.200000000
76.926315789,83.520000000,79.256544503,76.179104478,80.833333333,81.200000000
76.412698413,83.520000000,79.256544503,75.801980198,80.000000000,81.200000000
76.412698413,83.520000000,79.256544503,75.801980198,80.000000000,81.200000000
76.412698413,83.520000000,79.256544503,75.801980198,79.448275862,81.000000000
76.412698413,83.520000000,79.256544503,75.801980198,79.448275862,81.000000000
76.412698413,83.520000000,79.256544503,75.801980198,79.448275862,81.000000000
76.412698413,83.520000000,79.256544503,75.801980198,79.448275862,81.000000000
76.819148936,84.390000000,79.673684211,75.690000000,81.777777778,80.555555556
76.819148936,84.390000000,79.673684211,75.690000000,81.777777778,80.555555556
78.222222222,85.360000000,81.089005236,77.829145729,81.777777778,81.481481481
78.222222222,85.360000000,81.089005236,77.829145729,81.777777778,81.481481481
78.222222222,85.360000000,81.089005236,77.829145729,81.777777778,81.481481481
77.702127660,85.360000000,81.089005236,77.829145729,80.925925926,81.481481481
76.709677419,85.260000000,80.095238095,76.454545455,83.600000000,80.040000000
76.709677419,85.260000000,80.095238095,76.070351759,83.600000000,80.040000000
75.308108108,84.280000000,78.680851064,74.707070707,83.125000000,78.833333333
75.308108108,84.280000000,78.680851064,74.707070707,80.384615385,76.076923077
75.308108108,84.280000000,78.680851064,74.707070707,80.384615385,76.076923077
74.782608696,84.280000000,78.680851064,74.707070707,79.538461538,76.076923077
76.183783784,85.260000000,80.095238095,76.070351759,80.074074074,77.333333333
77.591397849,86.240000000,81.515789474,77.440000000,80.074074074,78.222222222
77.176470588,86.240000000,81.515789474,77.440000000,79.538461538,77.846153846
77.176470588,86.240000000,81.515789474,77.054726368,78.960000000,77.440000000
78.585106383,87.220000000,82.942408377,78.425742574,78.960000000,78.320000000
78.053475936,87.220000000,82.942408377,78.425742574,74.400000000,78.320000000
78.053475936,87.220000000,82.942408377,78.425742574,74.400000000,78.320000000
77.638297872,86.330000000,82.510416667,78.039408867,74.400000000,78.320000000
77.638297872,86.330000000,82.510416667,78.039408867,74.400000000,78.320000000
76.235294118,85.360000000,81.089005236,76.673267327,74.400000000,77.440000000
76.235294118,85.360000000,81.089005236,76.673267327,74.400000000,77.440000000
76.235294118,85.360000000,81.089005236,76.673267327,74.400000000,77.440000000
77.638297872,86.330000000,82.510416667,78.039408867,74.400000000,78.320000000
77.638297872,86.330000000,82.510416667,78.039408867,73.625000000,77.875000000
77.638297872,86.330000000,82.510416667,78.039408867,73.625000000,77.875000000
77.638297872,86.330000000,82.510416667,78.039408867,72.782608696,77.391304348
77.101604278,86.330000000,82.510416667,78.039408867,72.000000000,77.391304348
77.101604278,86.330000000,82.510416667,78.039408867,71.090909091,76.863636364
77.101604278,86.330000000,82.510416667,78.039408867,71.090909091,76.863636364
77.101604278,86.330000000,82.510416667,78.039408867,71.090909091,76.863636364
77.101604278,86.330000000,82.510416667,78.425742574,73.600000000,84.550000000
75.698924731,85.360000000,81.089005236,77.054726368,73.600000000,83.600000000
75.698924731,85.360000000,81.089005236,77.054726368,73.600000000,83.600000000
74.302702703,84.390000000,79.673684211,75.690000000,73.600000000,82.650000000
74.302702703,84.390000000,79.673684211,75.690000000,73.600000000,82.650000000
74.302702703,84.390000000,79.673684211,75.690000000,73.600000000,82.650000000
74.302702703,84.390000000,79.673684211,75.690000000,73.600000000,82.650000000
74.302702703,84.390000000,79.673684211,75.690000000,73.600000000,82.650000000
74.302702703,84.390000000,79.673684211,76.070351759,74.476190476,82.857142857
74.302702703,84.390000000,79.673684211,76.070351759,75.272727273,83.045454545
75.114754098,84.390000000,79.673684211,76.070351759,75.272727273,83.045454545
75.978142077,85.360000000,81.089005236,77.440000000,71.217391304,84.173913043
75.016393443,85.360000000,81.089005236,77.440000000,72.041666667,80.666666667
75.016393443,85.360000000,81.089005236,77.829145729,72.041666667,80.666666667
74.461538462,85.360000000,81.089005236,77.829145729,71.250000000,80.666666667
74.461538462,85.360000000,81.089005236,77.829145729,71.250000000,80.666666667
73.900552486,85.360000000,81.089005236,77.829145729,70.458333333,80.666666667
73.900552486,85.360000000,81.089005236,77.829145729,73.521739130,80.347826087
73.466666667,85.260000000,80.095238095,76.842639594,77.727272727,79.090909091
73.466666667,85.260000000,80.095238095,76.842639594,77.727272727,79.090909091
74.311111111,86.240000000,81.515789474,78.222222222,76.863636364,80.000000000
73.900552486,86.240000000,81.515789474,78.222222222,77.391304348,80.347826087
75.307692308,87.220000000,82.942408377,79.210000000,77.391304348,81.260869565
75.307692308,87.220000000,82.942408377,79.210000000,77.875000000,81.583333333
74.896174863,86.330000000,82.510416667,78.815920398,78.320000000,81.880000000
75.456521739,86.330000000,82.510416667,78.815920398,79.200000000,81.880000000
75.048648649,85.440000000,82.082901554,78.425742574,79.615384615,82.153846154
75.048648649,85.440000000,82.082901554,78.425742574,79.615384615,82.153846154
75.048648649,85.440000000,82.082901554,78.425742574,79.200000000,81.880000000
75.048648649,85.440000000,82.082901554,78.425742574,79.200000000,81.880000000
73.652173913,84.480000000,80.666666667,77.054726368,78.750000000,80.666666667
73.092896175,84.480000000,80.666666667,77.054726368,77.875000000,80.666666667
72.527472527,84.480000000,80.666666667,77.054726368,77.000000000,80.666666667
71.138121547,84.480000000,80.666666667,77.054726368,76.125000000,80.666666667
71.138121547,84.480000000,80.666666667,77.054726368,76.125000000,80.666666667
70.145251397,85.360000000,81.089005236,77.440000000,74.782608696,80.347826087
69.573033708,84.390000000,79.673684211,75.690000000,74.782608696,79.434782609
68.192090395,84.390000000,79.673684211,75.690000000,68.000000000,76.560000000
67.808988764,83.520000000,79.256544503,74.940594059,68.000000000,76.560000000
67.808988764,83.520000000,79.256544503,74.571428571,68.000000000,76.560000000
68.379888268,84.480000000,80.666666667,75.921568627,68.000000000,77.440000000
68.379888268,84.480000000,80.666666667,75.921568627,68.000000000,77.440000000
68.379888268,84.480000000,80.666666667,75.921568627,67.291666667,77.000000000
68.379888268,84.480000000,80.666666667,75.921568627,66.521739130,76.521739130
67.808988764,83.520000000,79.256544503,74.205882353,66.521739130,75.652173913
67.011235955,84.480000000,80.666666667,75.921568627,65.739130435,76.521739130
67.575418994,85.440000000,82.082901554,77.278048780,65.739130435,77.391304348
67.575418994,85.440000000,82.082901554,77.278048780,65.739130435,77.391304348
67.575418994,85.440000000,82.082901554,77.278048780,65.739130435,77.391304348
67.575418994,85.440000000,82.082901554,77.278048780,65.739130435,77.391304348
67.575418994,85.440000000,82.082901554,77.656862745,66.500000000,77.875000000
66.636871508,84.480000000,80.666666667,76.295566502,66.500000000,77.000000000
66.266666667,84.480000000,80.666666667,76.295566502,67.200000000,77.440000000
66.266666667,84.480000000,80.666666667,76.295566502,67.200000000,77.440000000
66.266666667,84.480000000,80.666666667,76.295566502,67.200000000,77.440000000
66.266666667,84.480000000,80.666666667,76.295566502,67.200000000,77.440000000
66.266666667,84.480000000,80.666666667,76.295566502,67.200000000,77.440000000
65.698324022,83.520000000,79.256544503,74.940594059,67.200000000,76.560000000
65.123595506,82.560000000,77.852631579,73.227722772,66.500000000,75.250000000
64.542372881,81.600000000,76.455026455,71.890547264,65.739130435,73.913043478
63.193181818,81.600000000,76.455026455,71.890547264,64.956521739,73.913043478
63.774011299,82.560000000,77.852631579,73.227722772,64.956521739,74.782608696
65.123595506,82.560000000,77.852631579,73.227722772,65.739130435,74.782608696
64.759776536,81.700000000,77.445026178,72.866995074,63.840000000,75.680000000
64.179775281,80.750000000,76.052631579,71.534653465,63.840000000,74.800000000
64.179775281,80.750000000,76.052631579,71.182266010,63.000000000,74.375000000
64.179775281,80.750000000,76.052631579,71.182266010,63.000000000,74.375000000
64.179775281,80.750000000,76.052631579,71.182266010,62.086956522,73.913043478
64.179775281,80.750000000,76.052631579,70.833333333,62.086956522,73.913043478
62.836158192,80.750000000,76.052631579,70.833333333,57.739130435,73.913043478
62.483146067,79.900000000,75.654450262,70.145631068,58.791666667,74.375000000
61.898305085,78.960000000,74.273684211,68.839024390,58.791666667,73.500000000
61.306818182,78.020000000,72.899470899,67.539215686,58.791666667,72.625000000
61.550561798,77.190000000,72.515789474,67.209756098,60.480000000,73.040000000
62.882681564,78.120000000,73.884816754,68.839024390,61.384615385,74.307692308
61.550561798,77.190000000,72.515789474,67.539215686,61.384615385,73.423076923
61.944134078,78.120000000,73.884816754,68.504854369,62.222222222,71.555555556
61.944134078,78.120000000,73.884816754,68.504854369,63.840000000,73.920000000
60.617977528,77.190000000,72.515789474,67.209756098,61.384615385,67.038461538
61.206703911,77.190000000,72.515789474,67.209756098,58.620689655,62.965517241
61.206703911,77.190000000,72.515789474,67.209756098,57.678571429,62.250000000
59.887640449,76.260000000,71.153439153,65.921568627,57.678571429,61.500000000
59.887640449,75.440000000,70.778947368,65.600000000,58.620689655,62.206896552
59.887640449,75.440000000,70.778947368,65.921568627,59.500000000,62.866666667
59.887640449,75.440000000,70.778947368,65.921568627,59.500000000,62.866666667
60.469273743,75.440000000,70.778947368,65.921568627,62.275862069,62.206896552
60.469273743,75.440000000,70.778947368,65.600000000,62.275862069,62.206896552
60.808988764,76.260000000,71.153439153,65.921568627,62.275862069,62.206896552
60.808988764,76.260000000,71.153439153,65.600000000,62.275862069,62.206896552
60.133333333,76.260000000,71.153439153,65.600000000,62.275862069,62.206896552
58.826815642,75.330000000,69.797872340,64.323529412,62.275862069,61.448275862
58.826815642,75.330000000,69.797872340,64.323529412,62.275862069,61.448275862
58.826815642,75.330000000,69.797872340,64.323529412,62.275862069,61.448275862
57.528089888,74.400000000,68.449197861,63.054187192,62.275862069,60.689655172
57.528089888,74.400000000,68.449197861,63.054187192,63.066666667,61.333333333
57.528089888,74.400000000,68.449197861,63.054187192,63.066666667,61.333333333
56.808988764,73.470000000,67.107526882,61.792079208,63.800000000,60.566666667
56.808988764,73.470000000,67.107526882,61.792079208,63.800000000,60.566666667
56.808988764,73.470000000,67.107526882,61.792079208,62.531250000,59.250000000
56.808988764,73.470000000,67.107526882,61.792079208,62.531250000,59.250000000
56.808988764,73.470000000,67.107526882,61.487684729,62.531250000,59.250000000
58.100558659,74.400000000,68.449197861,62.745098039,62.531250000,60.000000000
57.528089888,74.400000000,68.449197861,62.745098039,61.812500000,60.000000000
58.826815642,75.330000000,69.797872340,64.009756098,61.812500000,60.750000000
58.826815642,75.330000000,69.797872340,64.009756098,61.812500000,60.750000000
58.826815642,75.330000000,69.797872340,64.009756098,61.812500000,60.750000000
58.826815642,75.330000000,69.797872340,64.009756098,61.812500000,60.750000000
58.826815642,75.330000000,69.797872340,64.009756098,61.812500000,60.750000000
58.826815642,75.330000000,69.797872340,64.009756098,61.032258065,60.096774194
58.826815642,75.330000000,69.797872340,63.699029126,60.200000000,59.400000000
57.528089888,74.400000000,68.449197861,62.135922330,60.200000000,58.666666667
58.100558659,74.400000000,68.449197861,62.135922330,63.000000000,57.931034483
58.994413408,74.400000000,68.449197861,62.135922330,62.142857143,60.000000000
58.994413408,74.400000000,68.449197861,61.835748792,62.142857143,60.000000000
59.555555556,74.400000000,68.449197861,61.835748792,63.724137931,60.689655172
59.555555556,74.400000000,68.449197861,61.835748792,63.724137931,60.689655172
60.110497238,74.400000000,68.449197861,61.538461538,64.448275862,60.689655172
60.659340659,74.400000000,68.449197861,61.538461538,65.172413793,60.689655172
61.417582418,75.330000000,69.797872340,63.086538462,62.300000000,62.100000000
61.417582418,75.330000000,69.797872340,63.086538462,62.300000000,62.100000000
61.967213115,75.330000000,69.797872340,63.086538462,63.000000000,62.100000000
62.307692308,75.330000000,69.797872340,63.086538462,62.068965517,61.448275862
62.307692308,75.330000000,69.797872340,63.391304348,62.068965517,61.448275862
62.307692308,75.330000000,69.797872340,63.391304348,61.071428571,60.750000000
62.651933702,76.140000000,70.171122995,63.391304348,60.000000000,60.000000000
62.651933702,76.140000000,70.171122995,63.391304348,60.000000000,60.000000000
63.000000000,76.950000000,70.548387097,63.699029126,58.846153846,59.192307692
63.000000000,76.950000000,70.548387097,63.699029126,60.000000000,60.000000000
63.000000000,76.950000000,70.548387097,63.699029126,60.000000000,60.000000000
61.675977654,76.000000000,69.189189189,62.439024390,60.000000000,59.259259259
61.675977654,76.000000000,69.189189189,62.745098039,60.000000000,59.259259259
