'AtMostOne(Assign seriousness)','Init(Assign seriousness)',"'AlternateSuccession(Assign seriousness, Closed)'","'NotChainSuccession(Assign seriousness, Closed)'","'AlternateSuccession(Assign seriousness, Resolve ticket)'",'End(Closed)',"'CoExistence(Closed, Assign seriousness)'","'NotSuccession(Closed, Assign seriousness)'","'NotSuccession(Closed, Resolve ticket)'",'AtMostOne(Resolve ticket)','Participation(Resolve ticket)',"'NotSuccession(Resolve ticket, Assign seriousness)'","'ChainSuccession(Resolve ticket, Closed)'"
91.200000000,91.200000000,91.247524752,96.000000000,85.333333333,100.000000000,94.099009901,96.000000000,100.000000000,86.000000000,100.000000000,96.000000000,93.457943925
91.200000000,91.200000000,91.247524752,96.000000000,85.730232558,100.000000000,94.099009901,96.000000000,100.000000000,87.000000000,100.000000000,96.000000000,93.896713615
91.200000000,91.200000000,91.247524752,96.000000000,85.730232558,100.000000000,94.099009901,96.000000000,100.000000000,87.000000000,100.000000000,96.000000000,93.896713615
92.150000000,93.120000000,92.699507389,97.000000000,87.120370370,100.000000000,95.566502463,97.000000000,100.000000000,87.000000000,100.000000000,97.000000000,93.896713615
92.150000000,93.120000000,92.699507389,97.000000000,87.120370370,100.000000000,95.566502463,97.000000000,100.000000000,87.000000000,100.000000000,97.000000000,93.896713615
92.150000000,93.120000000,92.699507389,97.000000000,87.120370370,100.000000000,95.566502463,97.000000000,100.000000000,87.000000000,100.000000000,97.000000000,93.896713615
92.150000000,93.120000000,92.699507389,97.000000000,87.120370370,100.000000000,95.566502463,97.000000000,100.000000000,87.000000000,100.000000000,97.000000000,93.896713615
92.150000000,93.120000000,92.699507389,97.000000000,87.120370370,100.000000000,95.566502463,97.000000000,100.000000000,87.000000000,100.000000000,97.000000000,93.896713615
92.150000000,93.120000000,92.699507389,97.000000000,86.718894009,100.000000000,95.566502463,97.000000000,100.000000000,86.000000000,100.000000000,97.000000000,93.457943925
92.150000000,93.120000000,92.699507389,97.000000000,87.120370370,100.000000000,95.566502463,97.000000000,100.000000000,87.000000000,100.000000000,97.000000000,93.896713615
92.150000000,93.120000000,92.699507389,97.000000000,87.120370370,100.000000000,95.566502463,97.000000000,100.000000000,87.000000000,100.000000000,97.000000000,93.896713615
92.150000000,93.120000000,92.699507389,97.000000000,87.120370370,100.000000000,95.566502463,97.000000000,100.000000000,87.000000000,100.000000000,97.000000000,93.896713615
92.150000000,93.120000000,92.699507389,97.000000000,87.120370370,100.000000000,95.566502463,97.000000000,100.000000000,87.000000000,100.000000000,97.000000000,93.896713615
92.150000000,93.120000000,92.699507389,97.000000000,87.120370370,100.000000000,95.566502463,97.000000000,100.000000000,87.000000000,100.000000000,97.000000000,93.896713615
92.150000000,93.120000000,92.699507389,97.000000000,87.120370370,100.000000000,95.566502463,97.000000000,100.000000000,87.000000000,100.000000000,97.000000000,93.896713615
92.150000000,93.120000000,92.699507389,97.000000000,86.718894009,100.000000000,95.566502463,97.000000000,100.000000000,86.000000000,100.000000000,97.000000000,93.457943925
92.150000000,93.120000000,92.699507389,97.000000000,87.120370370,100.000000000,95.566502463,97.000000000,100.000000000,87.000000000,100.000000000,97.000000000,93.896713615
93.120000000,93.120000000,93.158415842,97.000000000,87.525581395,100.000000000,95.559405941,97.000000000,100.000000000,87.000000000,100.000000000,97.000000000,93.896713615
93.120000000,93.120000000,93.158415842,97.000000000,87.525581395,100.000000000,95.559405941,97.000000000,100.000000000,87.000000000,100.000000000,97.000000000,93.896713615
93.120000000,93.120000000,93.158415842,97.000000000,87.525581395,100.000000000,95.559405941,97.000000000,100.000000000,87.000000000,100.000000000,97.000000000,93.896713615
93.120000000,93.120000000,93.158415842,97.000000000,87.525581395,100.000000000,95.559405941,97.000000000,100.000000000,87.000000000,100.000000000,97.000000000,93.896713615
93.120000000,93.120000000,93.158415842,97.000000000,87.525581395,100.000000000,95.559405941,97.000000000,100.000000000,87.000000000,100.000000000,97.000000000,93.896713615
93.120000000,93.120000000,93.158415842,97.000000000,87.525581395,100.000000000,95.559405941,97.000000000,100.000000000,87.000000000,100.000000000,97.000000000,93.896713615
93.120000000,93.120000000,93.158415842,97.000000000,87.525581395,100.000000000,95.559405941,97.000000000,100.000000000,87.000000000,100.000000000,97.000000000,93.896713615
93.120000000,93.120000000,93.158415842,97.000000000,87.525581395,100.000000000,95.559405941,97.000000000,100.000000000,87.000000000,100.000000000,97.000000000,93.896713615
93.120000000,93.120000000,93.158415842,97.000000000,87.934579439,100.000000000,95.559405941,97.000000000,100.000000000,88.000000000,100.000000000,97.000000000,94.339622642
93.120000000,93.120000000,93.158415842,97.000000000,87.934579439,100.000000000,95.559405941,97.000000000,100.000000000,88.000000000,100.000000000,97.000000000,94.339622642
93.120000000,93.120000000,93.158415842,97.000000000,87.934579439,100.000000000,95.559405941,97.000000000,100.000000000,88.000000000,100.000000000,97.000000000,94.339622642
93.120000000,94.090000000,93.158415842,97.000000000,87.934579439,100.000000000,95.559405941,97.000000000,100.000000000,88.000000000,100.000000000,97.000000000,94.339622642
93.120000000,94.090000000,93.158415842,97.000000000,88.347417840,100.000000000,95.559405941,97.000000000,100.000000000,89.000000000,100.000000000,97.000000000,94.786729858
93.120000000,94.090000000,93.158415842,97.000000000,88.347417840,100.000000000,95.559405941,97.000000000,100.000000000,89.000000000,100.000000000,97.000000000,94.786729858
93.120000000,94.090000000,93.158415842,97.000000000,88.347417840,100.000000000,95.559405941,97.000000000,100.000000000,89.000000000,100.000000000,97.000000000,94.786729858
93.120000000,94.090000000,93.158415842,97.000000000,88.347417840,100.000000000,95.559405941,97.000000000,100.000000000,89.000000000,100.000000000,97.000000000,94.786729858
93.120000000,94.090000000,93.158415842,97.000000000,88.764150943,100.000000000,95.559405941,97.000000000,100.000000000,90.000000000,100.000000000,97.000000000,95.238095238
93.120000000,94.090000000,93.158415842,97.000000000,88.764150943,100.000000000,95.559405941,97.000000000,100.000000000,90.000000000,100.000000000,97.000000000,95.238095238
93.120000000,94.090000000,93.158415842,97.000000000,88.347417840,100.000000000,95.559405941,97.000000000,100.000000000,89.000000000,100.000000000,97.000000000,94.786729858
93.120000000,94.090000000,93.158415842,97.000000000,88.347417840,100.000000000,95.559405941,97.000000000,100.000000000,89.000000000,100.000000000,97.000000000,94.786729858
93.120000000,94.090000000,93.158415842,97.000000000,88.347417840,100.000000000,95.559405941,97.000000000,100.000000000,89.000000000,100.000000000,97.000000000,94.786729858
93.120000000,94.090000000,93.158415842,97.000000000,87.934579439,100.000000000,95.559405941,97.000000000,100.000000000,88.000000000,100.000000000,97.000000000,94.339622642
93.120000000,94.090000000,93.158415842,97.000000000,87.934579439,100.000000000,95.559405941,97.000000000,100.000000000,88.000000000,100.000000000,97.000000000,94.339622642
93.120000000,94.090000000,93.158415842,97.000000000,87.934579439,100.000000000,95.559405941,97.000000000,100.000000000,88.000000000,100.000000000,97.000000000,94.339622642
93.120000000,94.090000000,93.158415842,97.000000000,87.934579439,100.000000000,95.559405941,97.000000000,100.000000000,88.000000000,100.000000000,97.000000000,94.339622642
93.120000000,94.090000000,93.158415842,97.000000000,87.934579439,100.000000000,95.559405941,97.000000000,100.000000000,88.000000000,100.000000000,97.000000000,94.339622642
94.090000000,94.090000000,93.621890547,97.000000000,88.347417840,100.000000000,95.552238806,97.000000000,100.000000000,88.000000000,100.000000000,97.000000000,94.339622642
94.090000000,94.090000000,93.621890547,97.000000000,88.764150943,100.000000000,95.552238806,97.000000000,100.000000000,89.000000000,100.000000000,97.000000000,94.786729858
94.090000000,94.090000000,93.621890547,97.000000000,88.764150943,100.000000000,95.552238806,97.000000000,100.000000000,89.000000000,100.000000000,97.000000000,94.786729858
94.090000000,94.090000000,93.621890547,97.000000000,88.764150943,100.000000000,95.552238806,97.000000000,100.000000000,89.000000000,100.000000000,97.000000000,94.786729858
94.090000000,94.090000000,93.621890547,97.000000000,88.764150943,100.000000000,95.552238806,97.000000000,100.000000000,89.000000000,100.000000000,97.000000000,94.786729858
94.090000000,94.090000000,93.621890547,97.000000000,88.347417840,100.000000000,95.552238806,97.000000000,100.000000000,88.000000000,100.000000000,97.000000000,94.339622642
94.090000000,94.090000000,93.621890547,97.000000000,87.934579439,100.000000000,95.552238806,97.000000000,100.000000000,87.000000000,100.000000000,97.000000000,93.896713615
95.060000000,96.040000000,95.089108911,98.000000000,89.339534884,100.000000000,97.029702970,98.000000000,100.000000000,87.000000000,100.000000000,98.000000000,93.896713615
95.060000000,96.040000000,95.089108911,98.000000000,88.925925926,100.000000000,97.029702970,98.000000000,100.000000000,86.000000000,100.000000000,98.000000000,93.457943925
94.090000000,94.090000000,93.621890547,97.000000000,87.934579439,100.000000000,95.552238806,97.000000000,100.000000000,87.000000000,100.000000000,97.000000000,93.896713615
94.090000000,94.090000000,93.621890547,97.000000000,87.934579439,100.000000000,95.552238806,97.000000000,100.000000000,87.000000000,100.000000000,97.000000000,93.896713615
94.090000000,94.090000000,93.621890547,97.000000000,87.934579439,100.000000000,95.552238806,97.000000000,100.000000000,87.000000000,100.000000000,97.000000000,93.896713615
94.090000000,94.090000000,93.621890547,97.000000000,87.934579439,100.000000000,95.552238806,97.000000000,100.000000000,87.000000000,100.000000000,97.000000000,93.896713615
94.090000000,94.090000000,93.621890547,97.000000000,87.934579439,100.000000000,95.552238806,97.000000000,100.000000000,87.000000000,100.000000000,97.000000000,93.896713615
94.090000000,94.090000000,93.621890547,97.000000000,87.934579439,100.000000000,95.552238806,97.000000000,100.000000000,87.000000000,100.000000000,97.000000000,93.896713615
94.090000000,94.090000000,93.621890547,97.000000000,87.934579439,100.000000000,95.552238806,97.000000000,100.000000000,87.000000000,100.000000000,97.000000000,93.896713615
94.090000000,94.090000000,93.621890547,97.000000000,87.934579439,100.000000000,95.552238806,97.000000000,100.000000000,87.000000000,100.000000000,97.000000000,93.896713615
94.090000000,94.090000000,93.621890547,97.000000000,87.934579439,100.000000000,95.552238806,97.000000000,100.000000000,87.000000000,100.000000000,97.000000000,93.896713615
94.090000000,94.090000000,93.621890547,97.000000000,87.934579439,100.000000000,95.552238806,97.000000000,100.000000000,87.000000000,100.000000000,97.000000000,93.896713615
94.090000000,94.090000000,93.621890547,97.000000000,87.934579439,100.000000000,95.552238806,97.000000000,100.000000000,87.000000000,100.000000000,97.000000000,93.896713615
94.090000000,94.090000000,93.621890547,97.000000000,87.934579439,100.000000000,95.552238806,97.000000000,100.000000000,87.000000000,100.000000000,97.000000000,93.896713615
94.090000000,94.090000000,93.621890547,97.000000000,87.934579439,100.000000000,95.552238806,97.000000000,100.000000000,87.000000000,100.000000000,97.000000000,93.896713615
94.090000000,94.090000000,93.621890547,97.000000000,87.934579439,100.000000000,95.552238806,97.000000000,100.000000000,87.000000000,100.000000000,97.000000000,93.896713615
94.090000000,94.090000000,93.621890547,97.000000000,88.347417840,100.000000000,95.552238806,97.000000000,100.000000000,88.000000000,100.000000000,97.000000000,94.339622642
94.090000000,94.090000000,93.621890547,97.000000000,88.347417840,100.000000000,95.552238806,97.000000000,100.000000000,88.000000000,100.000000000,97.000000000,94.339622642
94.090000000,94.090000000,93.621890547,97.000000000,88.347417840,100.000000000,95.552238806,97.000000000,100.000000000,88.000000000,100.000000000,97.000000000,94.339622642
94.090000000,94.090000000,93.621890547,97.000000000,88.764150943,100.000000000,95.552238806,97.000000000,100.000000000,89.000000000,100.000000000,97.000000000,94.786729858
94.090000000,94.090000000,93.621890547,97.000000000,88.764150943,100.000000000,95.552238806,97.000000000,100.000000000,89.000000000,100.000000000,97.000000000,94.786729858
94.090000000,94.090000000,93.621890547,97.000000000,88.764150943,100.000000000,95.552238806,97.000000000,100.000000000,89.000000000,100.000000000,97.000000000,94.786729858
94.090000000,94.090000000,93.621890547,97.000000000,88.764150943,100.000000000,95.552238806,97.000000000,100.000000000,89.000000000,100.000000000,97.000000000,94.786729858
94.090000000,94.090000000,93.621890547,97.000000000,88.764150943,100.000000000,95.552238806,97.000000000,100.000000000,89.000000000,100.000000000,97.000000000,94.786729858
94.090000000,94.090000000,93.621890547,97.000000000,88.764150943,100.000000000,95.552238806,97.000000000,100.000000000,89.000000000,100.000000000,97.000000000,94.786729858
94.090000000,94.090000000,93.621890547,97.000000000,88.764150943,100.000000000,95.552238806,97.000000000,100.000000000,89.000000000,100.000000000,97.000000000,94.786729858
94.090000000,94.090000000,93.621890547,97.000000000,88.764150943,100.000000000,95.552238806,97.000000000,100.000000000,89.000000000,100.000000000,97.000000000,94.786729858
95.060000000,94.090000000,94.090000000,97.000000000,89.184834123,100.000000000,95.545000000,97.000000000,100.000000000,89.000000000,100.000000000,97.000000000,94.786729858
95.060000000,94.090000000,94.090000000,97.000000000,89.184834123,100.000000000,95.545000000,97.000000000,100.000000000,89.000000000,100.000000000,97.000000000,94.786729858
95.060000000,94.090000000,94.090000000,97.000000000,89.184834123,100.000000000,95.545000000,97.000000000,100.000000000,89.000000000,100.000000000,97.000000000,94.786729858
95.060000000,94.090000000,94.090000000,97.000000000,89.184834123,100.000000000,95.545000000,97.000000000,100.000000000,89.000000000,100.000000000,97.000000000,94.786729858
96.040000000,96.040000000,95.562189055,98.000000000,90.603773585,100.000000000,97.024875622,98.000000000,100.000000000,89.000000000,100.000000000,98.000000000,94.786729858
95.060000000,96.040000000,95.089108911,98.000000000,90.603773585,100.000000000,97.029702970,98.000000000,100.000000000,90.000000000,100.000000000,98.000000000,95.238095238
95.060000000,96.040000000,95.089108911,98.000000000,91.033175355,100.000000000,97.029702970,98.000000000,100.000000000,91.000000000,100.000000000,98.000000000,95.693779904
95.060000000,96.040000000,95.089108911,98.000000000,91.033175355,100.000000000,97.029702970,98.000000000,100.000000000,91.000000000,100.000000000,98.000000000,95.693779904
94.090000000,94.090000000,93.621890547,97.000000000,89.609523810,100.000000000,95.552238806,97.000000000,100.000000000,91.000000000,100.000000000,97.000000000,95.693779904
94.090000000,94.090000000,93.621890547,97.000000000,89.609523810,100.000000000,95.552238806,97.000000000,100.000000000,91.000000000,100.000000000,97.000000000,95.693779904
95.060000000,94.090000000,94.090000000,97.000000000,90.038277512,100.000000000,95.545000000,97.000000000,100.000000000,91.000000000,100.000000000,97.000000000,95.693779904
96.030000000,94.090000000,95.040404040,97.000000000,90.471153846,100.000000000,95.530303030,97.000000000,100.000000000,90.000000000,100.000000000,97.000000000,95.238095238
96.030000000,94.090000000,95.040404040,97.000000000,90.471153846,100.000000000,95.530303030,97.000000000,100.000000000,90.000000000,100.000000000,97.000000000,95.238095238
96.030000000,94.090000000,95.040404040,97.000000000,90.038277512,100.000000000,95.530303030,97.000000000,100.000000000,89.000000000,100.000000000,97.000000000,94.786729858
96.030000000,94.090000000,95.040404040,97.000000000,90.038277512,100.000000000,95.530303030,97.000000000,100.000000000,89.000000000,100.000000000,97.000000000,94.786729858
96.030000000,94.090000000,95.040404040,97.000000000,90.038277512,100.000000000,95.530303030,97.000000000,100.000000000,89.000000000,100.000000000,97.000000000,94.786729858
96.030000000,94.090000000,95.040404040,97.000000000,90.471153846,100.000000000,95.530303030,97.000000000,100.000000000,90.000000000,100.000000000,97.000000000,95.238095238
96.030000000,94.090000000,95.040404040,97.000000000,90.471153846,100.000000000,95.530303030,97.000000000,100.000000000,90.000000000,100.000000000,97.000000000,95.238095238
96.030000000,94.090000000,95.040404040,97.000000000,90.471153846,100.000000000,95.530303030,97.000000000,100.000000000,90.000000000,100.000000000,97.000000000,95.238095238
96.030000000,94.090000000,95.040404040,97.000000000,90.471153846,100.000000000,95.530303030,97.000000000,100.000000000,90.000000000,100.000000000,97.000000000,95.238095238
96.030000000,94.090000000,95.040404040,97.000000000,90.471153846,100.000000000,95.530303030,97.000000000,100.000000000,90.000000000,100.000000000,97.000000000,95.238095238
96.030000000,94.090000000,95.040404040,97.000000000,90.471153846,100.000000000,95.530303030,97.000000000,100.000000000,90.000000000,100.000000000,97.000000000,95.238095238
96.030000000,94.090000000,95.040404040,97.000000000,90.471153846,100.000000000,95.530303030,97.000000000,100.000000000,90.000000000,100.000000000,97.000000000,95.238095238
96.030000000,94.090000000,95.040404040,97.000000000,90.471153846,100.000000000,95.530303030,97.000000000,100.000000000,90.000000000,100.000000000,97.000000000,95.238095238
96.030000000,94.090000000,95.040404040,97.000000000,90.471153846,100.000000000,95.530303030,97.000000000,100.000000000,90.000000000,100.000000000,97.000000000,95.238095238
96.030000000,94.090000000,95.040404040,97.000000000,90.471153846,100.000000000,95.530303030,97.000000000,100.000000000,90.000000000,100.000000000,97.000000000,95.238095238
96.030000000,94.090000000,95.040404040,97.000000000,90.471153846,100.000000000,95.530303030,97.000000000,100.000000000,90.000000000,100.000000000,97.000000000,95.238095238
96.030000000,94.090000000,95.040404040,97.000000000,90.471153846,100.000000000,95.530303030,97.000000000,100.000000000,90.000000000,100.000000000,97.000000000,95.238095238
96.030000000,94.090000000,95.040404040,97.000000000,90.471153846,100.000000000,95.530303030,97.000000000,100.000000000,90.000000000,100.000000000,97.000000000,95.238095238
96.030000000,94.090000000,95.040404040,97.000000000,90.471153846,100.000000000,95.530303030,97.000000000,100.000000000,90.000000000,100.000000000,97.000000000,95.238095238
96.030000000,94.090000000,95.040404040,97.000000000,90.471153846,100.000000000,95.530303030,97.000000000,100.000000000,90.000000000,100.000000000,97.000000000,95.238095238
96.030000000,94.090000000,95.040404040,97.000000000,90.908212560,100.000000000,95.530303030,97.000000000,100.000000000,91.000000000,100.000000000,97.000000000,95.693779904
96.030000000,94.090000000,95.040404040,97.000000000,90.471153846,100.000000000,95.530303030,97.000000000,100.000000000,90.000000000,100.000000000,97.000000000,95.238095238
96.030000000,94.090000000,95.040404040,97.000000000,90.471153846,100.000000000,95.530303030,97.000000000,100.000000000,90.000000000,100.000000000,97.000000000,95.238095238
96.030000000,94.090000000,95.040404040,97.000000000,90.471153846,100.000000000,95.530303030,97.000000000,100.000000000,90.000000000,100.000000000,97.000000000,95.238095238
96.030000000,94.090000000,95.040404040,97.000000000,90.471153846,100.000000000,95.530303030,97.000000000,100.000000000,90.000000000,100.000000000,97.000000000,95.238095238
95.040000000,92.160000000,93.563451777,96.000000000,89.043478261,100.000000000,94.050761421,96.000000000,100.000000000,90.000000000,100.000000000,96.000000000,95.238095238
95.040000000,92.160000000,93.563451777,96.000000000,88.191387560,100.000000000,94.050761421,96.000000000,100.000000000,89.000000000,100.000000000,96.000000000,94.339622642
95.040000000,92.160000000,93.563451777,96.000000000,88.615384615,100.000000000,94.050761421,96.000000000,100.000000000,90.000000000,100.000000000,96.000000000,94.786729858
95.040000000,92.160000000,93.563451777,96.000000000,88.615384615,100.000000000,94.050761421,96.000000000,100.000000000,90.000000000,100.000000000,96.000000000,94.786729858
95.040000000,92.160000000,93.563451777,96.000000000,88.615384615,100.000000000,94.050761421,96.000000000,100.000000000,90.000000000,100.000000000,96.000000000,94.786729858
95.040000000,92.160000000,93.563451777,96.000000000,88.615384615,100.000000000,94.050761421,96.000000000,100.000000000,90.000000000,100.000000000,96.000000000,94.786729858
95.040000000,92.160000000,93.563451777,96.000000000,88.615384615,100.000000000,94.050761421,96.000000000,100.000000000,90.000000000,100.000000000,96.000000000,94.786729858
95.040000000,92.160000000,93.563451777,96.000000000,88.615384615,100.000000000,94.050761421,96.000000000,100.000000000,90.000000000,100.000000000,96.000000000,94.786729858
95.040000000,92.160000000,93.563451777,96.000000000,88.615384615,100.000000000,94.050761421,96.000000000,100.000000000,90.000000000,100.000000000,96.000000000,94.786729858
95.040000000,92.160000000,93.563451777,96.000000000,88.615384615,100.000000000,94.050761421,96.000000000,100.000000000,90.000000000,100.000000000,96.000000000,94.786729858
95.040000000,92.160000000,93.563451777,96.000000000,88.191387560,100.000000000,94.050761421,96.000000000,100.000000000,89.000000000,100.000000000,96.000000000,94.339622642
94.050000000,90.250000000,92.091836735,95.000000000,86.778846154,100.000000000,92.576530612,95.000000000,100.000000000,89.000000000,100.000000000,95.000000000,94.339622642
94.050000000,90.250000000,92.091836735,95.000000000,86.778846154,100.000000000,92.576530612,95.000000000,100.000000000,89.000000000,100.000000000,95.000000000,94.339622642
94.050000000,90.250000000,92.091836735,95.000000000,86.778846154,100.000000000,92.576530612,95.000000000,100.000000000,89.000000000,100.000000000,95.000000000,94.339622642
94.050000000,90.250000000,92.091836735,95.000000000,86.363636364,100.000000000,92.576530612,95.000000000,100.000000000,88.000000000,100.000000000,95.000000000,93.896713615
94.050000000,90.250000000,92.091836735,95.000000000,86.363636364,100.000000000,92.576530612,95.000000000,100.000000000,88.000000000,100.000000000,95.000000000,93.896713615
94.050000000,90.250000000,92.091836735,95.000000000,86.363636364,100.000000000,92.576530612,95.000000000,100.000000000,88.000000000,100.000000000,95.000000000,93.896713615
94.050000000,90.250000000,92.091836735,95.000000000,86.363636364,100.000000000,92.576530612,95.000000000,100.000000000,88.000000000,100.000000000,95.000000000,93.896713615
94.050000000,90.250000000,92.091836735,95.000000000,86.363636364,100.000000000,92.576530612,95.000000000,100.000000000,88.000000000,100.000000000,95.000000000,93.896713615
94.050000000,90.250000000,92.091836735,95.000000000,85.952380952,100.000000000,92.576530612,95.000000000,100.000000000,87.000000000,100.000000000,95.000000000,93.457943925
94.050000000,90.250000000,92.091836735,95.000000000,85.952380952,100.000000000,92.576530612,95.000000000,100.000000000,87.000000000,100.000000000,95.000000000,93.457943925
94.050000000,90.250000000,92.091836735,95.000000000,85.952380952,100.000000000,92.576530612,95.000000000,100.000000000,87.000000000,100.000000000,95.000000000,93.457943925
94.050000000,90.250000000,92.091836735,95.000000000,86.363636364,100.000000000,92.576530612,95.000000000,100.000000000,88.000000000,100.000000000,95.000000000,93.896713615
94.050000000,90.250000000,92.091836735,95.000000000,86.363636364,100.000000000,92.576530612,95.000000000,100.000000000,88.000000000,100.000000000,95.000000000,93.896713615
94.050000000,90.250000000,92.091836735,95.000000000,86.363636364,100.000000000,92.576530612,95.000000000,100.000000000,88.000000000,100.000000000,95.000000000,93.896713615
94.050000000,90.250000000,92.091836735,95.000000000,86.778846154,100.000000000,92.576530612,95.000000000,100.000000000,89.000000000,100.000000000,95.000000000,94.339622642
94.050000000,90.250000000,92.091836735,95.000000000,86.778846154,100.000000000,92.576530612,95.000000000,100.000000000,89.000000000,100.000000000,95.000000000,94.339622642
94.050000000,90.250000000,92.091836735,95.000000000,86.778846154,100.000000000,92.576530612,95.000000000,100.000000000,89.000000000,100.000000000,95.000000000,94.339622642
94.050000000,90.250000000,92.091836735,95.000000000,86.363636364,100.000000000,92.576530612,95.000000000,100.000000000,88.000000000,100.000000000,95.000000000,93.896713615
94.050000000,90.250000000,92.091836735,95.000000000,86.363636364,100.000000000,92.576530612,95.000000000,100.000000000,88.000000000,100.000000000,95.000000000,93.896713615
94.050000000,90.250000000,92.091836735,95.000000000,86.363636364,100.000000000,92.576530612,95.000000000,100.000000000,88.000000000,100.000000000,95.000000000,93.896713615
94.050000000,90.250000000,92.091836735,95.000000000,85.952380952,100.000000000,92.576530612,95.000000000,100.000000000,87.000000000,100.000000000,95.000000000,93.457943925
94.050000000,90.250000000,92.091836735,95.000000000,85.952380952,100.000000000,92.576530612,95.000000000,100.000000000,87.000000000,100.000000000,95.000000000,93.457943925
94.050000000,90.250000000,92.091836735,95.000000000,85.952380952,100.000000000,92.576530612,95.000000000,100.000000000,87.000000000,100.000000000,95.000000000,93.457943925
94.050000000,90.250000000,92.091836735,95.000000000,85.952380952,100.000000000,92.576530612,95.000000000,100.000000000,87.000000000,100.000000000,95.000000000,93.457943925
94.050000000,90.250000000,92.091836735,95.000000000,86.363636364,100.000000000,92.576530612,95.000000000,100.000000000,88.000000000,100.000000000,95.000000000,93.896713615
94.050000000,90.250000000,92.091836735,95.000000000,86.778846154,100.000000000,92.576530612,95.000000000,100.000000000,89.000000000,100.000000000,95.000000000,94.339622642
94.050000000,90.250000000,92.091836735,95.000000000,86.363636364,100.000000000,92.576530612,95.000000000,100.000000000,88.000000000,100.000000000,95.000000000,93.896713615
94.050000000,90.250000000,92.091836735,95.000000000,86.778846154,100.000000000,92.576530612,95.000000000,100.000000000,89.000000000,100.000000000,95.000000000,94.339622642
94.050000000,90.250000000,92.091836735,95.000000000,86.778846154,100.000000000,92.576530612,95.000000000,100.000000000,89.000000000,100.000000000,95.000000000,94.339622642
94.050000000,90.250000000,92.091836735,95.000000000,86.778846154,100.000000000,92.576530612,95.000000000,100.000000000,89.000000000,100.000000000,95.000000000,94.339622642
94.050000000,90.250000000,92.091836735,95.000000000,86.778846154,100.000000000,92.576530612,95.000000000,100.000000000,89.000000000,100.000000000,95.000000000,94.339622642
94.050000000,90.250000000,92.091836735,95.000000000,86.778846154,100.000000000,92.576530612,95.000000000,100.000000000,89.000000000,100.000000000,95.000000000,94.339622642
94.050000000,90.250000000,92.091836735,95.000000000,86.778846154,100.000000000,92.576530612,95.000000000,100.000000000,89.000000000,100.000000000,95.000000000,94.339622642
94.050000000,90.250000000,92.091836735,95.000000000,86.778846154,100.000000000,92.576530612,95.000000000,100.000000000,89.000000000,100.000000000,95.000000000,94.339622642
94.050000000,90.250000000,92.091836735,95.000000000,86.778846154,100.000000000,92.576530612,95.000000000,100.000000000,89.000000000,100.000000000,95.000000000,94.339622642
94.050000000,90.250000000,92.091836735,95.000000000,86.778846154,100.000000000,92.576530612,95.000000000,100.000000000,89.000000000,100.000000000,95.000000000,94.339622642
94.050000000,90.250000000,92.091836735,95.000000000,86.778846154,100.000000000,92.576530612,95.000000000,100.000000000,89.000000000,100.000000000,95.000000000,94.339622642
94.050000000,90.250000000,92.091836735,95.000000000,86.778846154,100.000000000,92.576530612,95.000000000,100.000000000,89.000000000,100.000000000,95.000000000,94.339622642
94.050000000,90.250000000,92.091836735,95.000000000,86.778846154,100.000000000,92.576530612,95.000000000,100.000000000,89.000000000,100.000000000,95.000000000,94.339622642
94.050000000,90.250000000,92.091836735,95.000000000,86.778846154,100.000000000,92.576530612,95.000000000,100.000000000,89.000000000,100.000000000,95.000000000,94.339622642
94.050000000,90.250000000,92.091836735,95.000000000,86.778846154,100.000000000,92.576530612,95.000000000,100.000000000,89.000000000,100.000000000,95.000000000,94.339622642
94.050000000,90.250000000,92.091836735,95.000000000,86.778846154,100.000000000,92.576530612,95.000000000,100.000000000,89.000000000,100.000000000,95.000000000,94.339622642
94.050000000,90.250000000,92.091836735,95.000000000,86.778846154,100.000000000,92.576530612,95.000000000,100.000000000,89.000000000,100.000000000,95.000000000,94.339622642
95.040000000,92.160000000,93.563451777,96.000000000,88.191387560,100.000000000,94.050761421,96.000000000,100.000000000,89.000000000,100.000000000,96.000000000,94.339622642
95.040000000,92.160000000,93.563451777,96.000000000,88.191387560,100.000000000,94.050761421,96.000000000,100.000000000,89.000000000,100.000000000,96.000000000,94.339622642
95.040000000,92.160000000,93.563451777,96.000000000,87.771428571,100.000000000,94.050761421,96.000000000,100.000000000,88.000000000,100.000000000,96.000000000,93.896713615
95.040000000,92.160000000,93.563451777,96.000000000,87.771428571,100.000000000,94.050761421,96.000000000,100.000000000,88.000000000,100.000000000,96.000000000,93.896713615
95.040000000,92.160000000,93.563451777,96.000000000,87.771428571,100.000000000,94.050761421,96.000000000,100.000000000,88.000000000,100.000000000,96.000000000,93.896713615
95.040000000,92.160000000,93.563451777,96.000000000,87.771428571,100.000000000,94.050761421,96.000000000,100.000000000,88.000000000,100.000000000,96.000000000,93.896713615
95.040000000,92.160000000,93.563451777,96.000000000,87.771428571,100.000000000,94.050761421,96.000000000,100.000000000,88.000000000,100.000000000,96.000000000,93.896713615
95.040000000,92.160000000,93.563451777,96.000000000,87.771428571,100.000000000,94.050761421,96.000000000,100.000000000,88.000000000,100.000000000,96.000000000,93.896713615
95.040000000,92.160000000,93.563451777,96.000000000,87.771428571,100.000000000,94.050761421,96.000000000,100.000000000,88.000000000,100.000000000,96.000000000,93.896713615
