"'AlternateResponse(Assign seriousness, Wait)'","'NotChainSuccession(Assign seriousness, Wait)'","'RespondedExistence(Closed, Wait)'","'NotSuccession(Closed, Wait)'","'RespondedExistence(Resolve ticket, Wait)'","'NotSuccession(Resolve ticket, Wait)'","'ChainResponse(Take in charge ticket, Wait)'",'AtMostOne(Wait)',"'RespondedExistence(Wait, Assign seriousness)'","'NotSuccession(Wait, Assign seriousness)'","'AlternateResponse(Wait, Closed)'","'NotChainSuccession(Wait, Closed)'","'AlternateResponse(Wait, Resolve ticket)'","'RespondedExistence(Wait, Take in charge ticket)'","'NotSuccession(Wait, Take in charge ticket)'"
19.090909091,22.592920354,23.000000000,23.000000000,21.621621622,23.000000000,21.043478261,22.540000000,19.320000000,23.000000000,21.160000000,23.000000000,21.160000000,23.000000000,21.034188034
19.090909091,22.592920354,23.000000000,23.000000000,21.621621622,23.000000000,21.043478261,22.540000000,19.320000000,23.000000000,21.160000000,23.000000000,21.160000000,23.000000000,21.034188034
19.090909091,22.592920354,23.000000000,23.000000000,21.621621622,23.000000000,21.043478261,22.540000000,19.320000000,23.000000000,21.160000000,23.000000000,21.160000000,23.000000000,21.034188034
19.090909091,22.592920354,23.000000000,23.000000000,21.621621622,23.000000000,21.043478261,22.540000000,19.320000000,23.000000000,21.160000000,23.000000000,21.160000000,23.000000000,21.034188034
19.090909091,22.592920354,23.000000000,23.000000000,21.621621622,23.000000000,21.032967033,22.540000000,19.320000000,23.000000000,21.160000000,23.000000000,21.160000000,23.000000000,21.017241379
18.136363636,21.607142857,22.000000000,22.000000000,20.535714286,22.000000000,20.066666667,21.560000000,18.333333333,22.000000000,20.166666667,22.000000000,20.166666667,22.000000000,20.070175439
17.181818182,20.621621622,21.000000000,21.000000000,19.642857143,21.000000000,19.101123596,20.580000000,17.347826087,21.000000000,19.173913043,21.000000000,19.173913043,21.000000000,19.125000000
17.172413793,20.618181818,21.000000000,21.000000000,19.642857143,21.000000000,19.101123596,20.580000000,17.347826087,21.000000000,19.173913043,21.000000000,19.173913043,21.000000000,19.125000000
17.172413793,20.618181818,21.000000000,21.000000000,19.642857143,21.000000000,19.111111111,20.580000000,17.347826087,21.000000000,19.173913043,21.000000000,19.173913043,21.000000000,19.141592920
17.181818182,20.621621622,21.000000000,21.000000000,19.642857143,21.000000000,19.111111111,20.580000000,17.347826087,21.000000000,19.173913043,21.000000000,19.173913043,21.000000000,19.141592920
18.136363636,21.610619469,22.000000000,22.000000000,20.535714286,22.000000000,20.791208791,21.340000000,18.480000000,22.000000000,19.360000000,22.000000000,19.360000000,22.000000000,19.724137931
18.136363636,21.610619469,22.000000000,22.000000000,20.535714286,22.000000000,20.777777778,21.340000000,18.480000000,22.000000000,19.360000000,22.000000000,19.360000000,22.000000000,19.704347826
17.181818182,20.625000000,21.000000000,21.000000000,19.469026549,21.000000000,19.833333333,20.370000000,17.500000000,21.000000000,18.375000000,21.000000000,18.375000000,21.000000000,18.789473684
17.181818182,20.625000000,21.000000000,21.000000000,19.469026549,21.000000000,19.833333333,20.370000000,17.500000000,21.000000000,18.375000000,21.000000000,18.375000000,21.000000000,18.789473684
16.227272727,19.639639640,20.000000000,20.000000000,18.584070796,20.000000000,18.888888889,19.400000000,16.521739130,20.000000000,17.391304348,20.000000000,17.391304348,20.000000000,17.876106195
16.227272727,19.639639640,20.000000000,20.000000000,18.421052632,20.000000000,18.888888889,19.400000000,16.521739130,20.000000000,17.391304348,20.000000000,17.391304348,20.000000000,17.876106195
15.264367816,19.636363636,20.000000000,20.000000000,18.421052632,20.000000000,18.888888889,19.400000000,15.652173913,20.000000000,17.391304348,20.000000000,17.391304348,20.000000000,17.876106195
16.218390805,20.621621622,21.000000000,21.000000000,20.000000000,21.000000000,19.615384615,20.370000000,16.625000000,21.000000000,18.375000000,21.000000000,18.375000000,21.000000000,18.443478261
16.218390805,20.621621622,21.000000000,21.000000000,20.000000000,21.000000000,19.600000000,20.370000000,16.625000000,21.000000000,18.375000000,21.000000000,18.375000000,21.000000000,18.421052632
16.218390805,20.621621622,21.000000000,21.000000000,20.000000000,21.000000000,19.584269663,20.370000000,16.625000000,21.000000000,18.375000000,21.000000000,18.375000000,21.000000000,18.398230088
17.181818182,21.610619469,22.000000000,22.000000000,20.869565217,22.000000000,20.288888889,21.340000000,17.600000000,22.000000000,19.360000000,22.000000000,19.360000000,22.000000000,18.939130435
18.136363636,22.596491228,23.000000000,23.000000000,21.929824561,23.000000000,21.230769231,22.310000000,18.576923077,23.000000000,20.346153846,23.000000000,20.346153846,23.000000000,19.854700855
18.136363636,22.596491228,23.000000000,23.000000000,21.929824561,23.000000000,21.211111111,22.310000000,18.576923077,23.000000000,20.346153846,23.000000000,20.346153846,23.000000000,19.827586207
19.090909091,23.165217391,24.000000000,24.000000000,23.478260870,24.000000000,21.230769231,23.280000000,19.555555556,24.000000000,21.333333333,24.000000000,21.333333333,24.000000000,20.338983051
18.136363636,22.185840708,23.000000000,23.000000000,22.608695652,23.000000000,20.307692308,22.540000000,18.400000000,23.000000000,21.160000000,23.000000000,21.160000000,23.000000000,19.431034483
18.136363636,21.789473684,23.000000000,23.000000000,22.608695652,23.000000000,19.366666667,22.310000000,18.576923077,23.000000000,20.346153846,23.000000000,20.346153846,21.230769231,19.431034483
19.101123596,22.779661017,24.000000000,24.000000000,23.478260870,24.000000000,20.288888889,23.040000000,19.862068966,24.000000000,19.862068966,24.000000000,19.862068966,22.344827586,20.369747899
18.146067416,21.820512821,23.000000000,23.000000000,22.608695652,23.000000000,19.366666667,22.080000000,18.892857143,23.000000000,18.892857143,23.000000000,18.892857143,21.357142857,19.491525424
18.146067416,21.820512821,23.000000000,23.000000000,22.608695652,23.000000000,19.348314607,22.080000000,18.892857143,23.000000000,18.892857143,23.000000000,18.892857143,21.357142857,19.461538462
19.318181818,22.769230769,24.000000000,24.000000000,23.478260870,24.000000000,20.044444444,23.040000000,19.862068966,24.000000000,19.862068966,24.000000000,19.862068966,22.344827586,19.966386555
20.284090909,23.728813559,25.000000000,25.000000000,24.561403509,25.000000000,20.955555556,24.000000000,20.833333333,25.000000000,20.833333333,25.000000000,20.833333333,23.333333333,20.833333333
20.284090909,23.728813559,25.000000000,25.000000000,24.561403509,25.000000000,20.955555556,24.000000000,20.833333333,25.000000000,20.833333333,25.000000000,20.833333333,23.333333333,20.833333333
20.292134831,22.779661017,24.000000000,24.000000000,23.684210526,24.000000000,20.044444444,23.040000000,20.689655172,24.000000000,19.862068966,24.000000000,19.862068966,22.344827586,19.966386555
20.292134831,22.779661017,24.000000000,24.000000000,23.478260870,24.000000000,20.044444444,23.040000000,20.689655172,24.000000000,19.862068966,24.000000000,19.862068966,22.344827586,19.966386555
20.292134831,22.779661017,24.000000000,24.000000000,23.478260870,24.000000000,20.269662921,23.040000000,20.689655172,24.000000000,19.862068966,24.000000000,19.862068966,22.344827586,20.338983051
20.292134831,22.779661017,24.000000000,24.000000000,23.275862069,24.000000000,20.269662921,23.040000000,20.689655172,24.000000000,19.862068966,24.000000000,19.862068966,22.344827586,20.338983051
19.846153846,22.800000000,24.000000000,24.000000000,23.275862069,24.000000000,20.269662921,23.040000000,20.689655172,24.000000000,19.862068966,24.000000000,19.862068966,22.344827586,20.338983051
19.846153846,22.800000000,24.000000000,24.000000000,23.275862069,24.000000000,20.250000000,23.040000000,20.689655172,24.000000000,19.862068966,24.000000000,19.862068966,22.344827586,20.307692308
19.846153846,22.800000000,24.000000000,24.000000000,23.275862069,24.000000000,20.250000000,23.040000000,20.689655172,24.000000000,19.862068966,24.000000000,19.862068966,22.344827586,20.307692308
19.846153846,22.800000000,24.000000000,24.000000000,23.275862069,24.000000000,20.250000000,23.040000000,20.689655172,24.000000000,19.862068966,24.000000000,19.862068966,22.344827586,20.307692308
19.846153846,22.800000000,24.000000000,24.000000000,23.275862069,24.000000000,20.229885057,23.040000000,20.689655172,24.000000000,19.862068966,24.000000000,19.862068966,22.344827586,20.275862069
20.791208791,23.760330579,25.000000000,25.000000000,24.137931034,25.000000000,21.149425287,24.000000000,21.666666667,25.000000000,20.833333333,25.000000000,20.833333333,23.333333333,21.153846154
20.791208791,23.760330579,25.000000000,25.000000000,24.137931034,25.000000000,21.149425287,24.000000000,21.666666667,25.000000000,20.833333333,25.000000000,20.833333333,23.333333333,21.153846154
20.804347826,23.770491803,25.000000000,25.000000000,24.137931034,25.000000000,21.127906977,24.000000000,21.666666667,25.000000000,20.833333333,25.000000000,20.833333333,23.333333333,21.120689655
20.804347826,23.770491803,25.000000000,25.000000000,24.137931034,25.000000000,21.127906977,24.000000000,21.666666667,25.000000000,20.833333333,25.000000000,20.833333333,23.333333333,21.120689655
21.750000000,24.741935484,26.000000000,26.000000000,25.000000000,26.000000000,22.046511628,24.700000000,22.750000000,26.000000000,21.125000000,26.000000000,21.125000000,24.375000000,22.033898305
21.750000000,24.741935484,26.000000000,26.000000000,25.000000000,26.000000000,22.046511628,24.700000000,22.750000000,26.000000000,21.125000000,26.000000000,21.125000000,24.375000000,22.033898305
21.750000000,24.741935484,26.000000000,26.000000000,24.786324786,26.000000000,22.046511628,24.700000000,22.750000000,26.000000000,21.125000000,26.000000000,21.125000000,24.375000000,22.033898305
21.750000000,24.741935484,26.000000000,26.000000000,24.786324786,26.000000000,22.068965517,24.700000000,22.750000000,26.000000000,21.125000000,26.000000000,21.125000000,24.375000000,22.067226891
21.736263736,24.731707317,26.000000000,26.000000000,24.786324786,26.000000000,22.068965517,24.700000000,22.750000000,26.000000000,21.125000000,26.000000000,21.125000000,24.375000000,22.067226891
21.736263736,24.731707317,26.000000000,26.000000000,24.786324786,26.000000000,22.090909091,24.700000000,22.750000000,26.000000000,21.125000000,26.000000000,21.125000000,24.375000000,22.100000000
21.736263736,24.731707317,26.000000000,26.000000000,24.786324786,26.000000000,22.090909091,24.700000000,22.750000000,26.000000000,21.125000000,26.000000000,21.125000000,24.375000000,22.100000000
21.736263736,24.731707317,26.000000000,26.000000000,24.786324786,26.000000000,22.090909091,24.700000000,22.750000000,26.000000000,21.125000000,26.000000000,21.125000000,24.375000000,22.100000000
21.736263736,24.731707317,26.000000000,26.000000000,24.786324786,26.000000000,22.090909091,24.700000000,22.750000000,26.000000000,21.125000000,26.000000000,21.125000000,24.375000000,22.100000000
21.736263736,24.731707317,26.000000000,26.000000000,24.786324786,26.000000000,22.090909091,24.700000000,22.750000000,26.000000000,21.125000000,26.000000000,21.125000000,24.375000000,22.100000000
20.791208791,23.770491803,25.000000000,25.000000000,23.931623932,25.000000000,21.170454545,23.750000000,21.774193548,25.000000000,20.161290323,25.000000000,20.161290323,23.387096774,21.218487395
19.846153846,22.809917355,24.000000000,24.000000000,22.881355932,24.000000000,20.250000000,22.800000000,20.800000000,24.000000000,19.200000000,24.000000000,19.200000000,22.400000000,20.338983051
19.846153846,22.809917355,24.000000000,24.000000000,22.689075630,24.000000000,20.229885057,22.800000000,20.800000000,24.000000000,19.200000000,24.000000000,19.200000000,22.400000000,20.307692308
19.858695652,21.859504132,23.000000000,23.000000000,21.848739496,23.000000000,19.310344828,21.850000000,20.620689655,23.000000000,18.241379310,23.000000000,18.241379310,21.413793103,19.431034483
18.913043478,21.266666667,22.000000000,22.000000000,21.008403361,22.000000000,19.310344828,20.900000000,19.642857143,22.000000000,17.285714286,22.000000000,17.285714286,20.428571429,18.939130435
18.913043478,21.266666667,22.000000000,22.000000000,20.833333333,22.000000000,19.310344828,20.900000000,19.642857143,22.000000000,17.285714286,22.000000000,17.285714286,20.428571429,18.939130435
19.870967742,22.245901639,23.000000000,23.000000000,21.666666667,23.000000000,20.229885057,21.850000000,20.620689655,23.000000000,18.241379310,23.000000000,18.241379310,21.413793103,19.827586207
19.870967742,22.245901639,23.000000000,23.000000000,21.666666667,23.000000000,20.229885057,21.850000000,20.620689655,23.000000000,18.241379310,23.000000000,18.241379310,21.413793103,19.827586207
19.882978723,22.252032520,23.000000000,23.000000000,21.487603306,23.000000000,20.229885057,21.850000000,20.620689655,23.000000000,18.241379310,23.000000000,18.241379310,21.413793103,19.827586207
19.894736842,22.258064516,23.000000000,23.000000000,21.487603306,23.000000000,20.229885057,21.850000000,20.620689655,23.000000000,18.241379310,23.000000000,18.241379310,21.413793103,19.827586207
19.882978723,23.225806452,24.000000000,24.000000000,22.500000000,24.000000000,21.170454545,22.800000000,20.800000000,24.000000000,19.200000000,24.000000000,19.200000000,22.400000000,20.745762712
19.882978723,23.225806452,24.000000000,24.000000000,22.500000000,24.000000000,21.170454545,22.800000000,20.800000000,24.000000000,19.200000000,24.000000000,19.200000000,22.400000000,20.745762712
19.894736842,23.232000000,24.000000000,24.000000000,22.500000000,24.000000000,21.170454545,22.800000000,20.800000000,24.000000000,19.200000000,24.000000000,19.200000000,22.400000000,20.745762712
19.148936170,22.252032520,23.000000000,23.000000000,21.666666667,23.000000000,20.250000000,21.850000000,19.827586207,23.000000000,18.241379310,23.000000000,18.241379310,21.413793103,19.854700855
19.148936170,22.252032520,23.000000000,23.000000000,21.848739496,23.000000000,20.250000000,21.850000000,19.827586207,23.000000000,18.241379310,23.000000000,18.241379310,21.413793103,19.854700855
18.191489362,21.278688525,22.000000000,22.000000000,21.008403361,22.000000000,19.329545455,20.900000000,18.857142857,22.000000000,17.285714286,22.000000000,17.285714286,20.428571429,18.965517241
17.234042553,20.305785124,21.000000000,21.000000000,20.000000000,21.000000000,18.620689655,19.950000000,17.888888889,21.000000000,16.333333333,21.000000000,16.333333333,19.444444444,18.421052632
17.234042553,20.305785124,21.000000000,21.000000000,20.000000000,21.000000000,18.620689655,19.950000000,17.888888889,21.000000000,16.333333333,21.000000000,16.333333333,19.444444444,18.421052632
16.276595745,19.333333333,20.000000000,20.000000000,19.166666667,20.000000000,17.895348837,19.000000000,16.923076923,20.000000000,15.384615385,20.000000000,15.384615385,18.461538462,17.857142857
17.234042553,20.305785124,21.000000000,21.000000000,20.000000000,21.000000000,18.837209302,19.950000000,17.888888889,21.000000000,16.333333333,21.000000000,16.333333333,19.444444444,18.769911504
17.234042553,20.305785124,21.000000000,21.000000000,20.000000000,21.000000000,18.837209302,19.950000000,17.888888889,21.000000000,16.333333333,21.000000000,16.333333333,19.444444444,18.769911504
17.234042553,20.305785124,21.000000000,21.000000000,20.000000000,21.000000000,18.823529412,19.950000000,17.888888889,21.000000000,16.333333333,21.000000000,16.333333333,19.444444444,18.750000000
17.234042553,20.305785124,21.000000000,21.000000000,20.168067227,21.000000000,18.823529412,19.950000000,17.888888889,21.000000000,16.333333333,21.000000000,16.333333333,19.444444444,18.750000000
17.242105263,20.311475410,21.000000000,21.000000000,20.000000000,21.000000000,18.823529412,19.950000000,17.888888889,21.000000000,16.333333333,21.000000000,16.333333333,19.444444444,18.750000000
17.072164948,20.322580645,21.000000000,21.000000000,20.000000000,21.000000000,18.823529412,19.950000000,17.888888889,21.000000000,16.333333333,21.000000000,16.333333333,19.444444444,18.750000000
17.081632653,20.328000000,21.000000000,21.000000000,20.000000000,21.000000000,18.823529412,19.950000000,17.888888889,21.000000000,16.333333333,21.000000000,16.333333333,19.444444444,18.750000000
18.030612245,21.301587302,22.000000000,22.000000000,20.833333333,22.000000000,19.764705882,20.900000000,18.857142857,22.000000000,17.285714286,22.000000000,17.285714286,20.428571429,19.663716814
18.040404040,21.307086614,22.000000000,22.000000000,20.833333333,22.000000000,19.764705882,20.900000000,18.857142857,22.000000000,17.285714286,22.000000000,17.285714286,20.428571429,19.663716814
18.040404040,21.307086614,22.000000000,22.000000000,21.008403361,22.000000000,19.779069767,20.900000000,18.857142857,22.000000000,17.285714286,22.000000000,17.285714286,20.428571429,19.684210526
18.050000000,20.333333333,21.000000000,21.000000000,20.168067227,21.000000000,18.837209302,20.160000000,19.384615385,21.000000000,16.961538462,21.000000000,16.961538462,19.384615385,18.750000000
17.100000000,19.360000000,20.000000000,20.000000000,18.644067797,20.000000000,18.105882353,19.200000000,18.400000000,20.000000000,16.000000000,20.000000000,16.000000000,18.400000000,18.181818182
17.100000000,19.360000000,20.000000000,20.000000000,18.803418803,20.000000000,18.105882353,19.200000000,18.400000000,20.000000000,16.000000000,20.000000000,16.000000000,18.400000000,18.181818182
17.100000000,19.360000000,20.000000000,20.000000000,18.644067797,20.000000000,18.105882353,19.200000000,18.400000000,20.000000000,16.000000000,20.000000000,16.000000000,18.400000000,18.181818182
17.100000000,19.360000000,20.000000000,20.000000000,18.644067797,20.000000000,18.105882353,19.200000000,18.400000000,20.000000000,16.000000000,20.000000000,16.000000000,18.400000000,18.181818182
17.100000000,19.360000000,20.000000000,20.000000000,18.644067797,20.000000000,18.105882353,19.200000000,18.400000000,20.000000000,16.000000000,20.000000000,16.000000000,18.400000000,18.181818182
17.100000000,19.360000000,20.000000000,20.000000000,18.644067797,20.000000000,18.105882353,19.200000000,18.400000000,20.000000000,16.000000000,20.000000000,16.000000000,18.400000000,18.181818182
17.100000000,19.360000000,20.000000000,20.000000000,18.644067797,20.000000000,18.116279070,19.200000000,18.400000000,20.000000000,16.000000000,20.000000000,16.000000000,18.400000000,18.198198198
18.059405941,20.338582677,21.000000000,21.000000000,19.491525424,21.000000000,19.069767442,20.160000000,19.384615385,21.000000000,16.961538462,21.000000000,16.961538462,19.384615385,19.125000000
18.059405941,20.338582677,21.000000000,21.000000000,19.491525424,21.000000000,19.069767442,20.160000000,19.384615385,21.000000000,16.961538462,21.000000000,16.961538462,19.384615385,19.125000000
18.059405941,20.338582677,21.000000000,21.000000000,19.491525424,21.000000000,19.069767442,20.160000000,19.384615385,21.000000000,16.961538462,21.000000000,16.961538462,19.384615385,19.125000000
18.059405941,20.338582677,21.000000000,21.000000000,19.327731092,21.000000000,19.058823529,20.160000000,19.384615385,21.000000000,16.961538462,21.000000000,16.961538462,19.384615385,19.108108108
18.059405941,20.338582677,21.000000000,21.000000000,19.327731092,21.000000000,19.058823529,20.160000000,19.384615385,21.000000000,16.961538462,21.000000000,16.961538462,19.384615385,19.108108108
17.108910891,19.365079365,20.000000000,20.000000000,18.487394958,20.000000000,18.105882353,19.200000000,18.400000000,20.000000000,16.000000000,20.000000000,16.000000000,18.400000000,18.181818182
17.280000000,19.360000000,20.000000000,20.000000000,18.487394958,20.000000000,18.116279070,19.200000000,18.400000000,20.000000000,16.000000000,20.000000000,16.000000000,18.400000000,18.198198198
16.484848485,18.382113821,19.000000000,19.000000000,17.647058824,19.000000000,17.162790698,18.240000000,17.416666667,19.000000000,15.041666667,19.000000000,15.041666667,17.416666667,17.272727273
16.484848485,18.382113821,19.000000000,19.000000000,17.647058824,19.000000000,17.162790698,18.240000000,17.416666667,19.000000000,15.041666667,19.000000000,15.041666667,17.416666667,17.272727273
15.515151515,17.409836066,18.000000000,18.000000000,16.806722689,18.000000000,16.209302326,17.280000000,16.434782609,18.000000000,14.086956522,18.000000000,14.086956522,16.434782609,16.348623853
15.515151515,17.409836066,18.000000000,18.000000000,16.806722689,18.000000000,16.209302326,17.280000000,16.434782609,18.000000000,14.086956522,18.000000000,14.086956522,16.434782609,16.348623853
15.515151515,17.409836066,18.000000000,18.000000000,16.806722689,18.000000000,16.209302326,17.280000000,16.434782609,18.000000000,14.086956522,18.000000000,14.086956522,16.434782609,16.348623853
16.484848485,18.382113821,19.000000000,19.000000000,17.647058824,19.000000000,17.172413793,18.240000000,17.416666667,19.000000000,15.041666667,19.000000000,15.041666667,17.416666667,17.288288288
16.320000000,18.387096774,19.000000000,19.000000000,17.796610169,19.000000000,17.172413793,18.240000000,17.416666667,19.000000000,15.041666667,19.000000000,15.041666667,17.416666667,17.288288288
16.320000000,18.387096774,19.000000000,19.000000000,17.647058824,19.000000000,17.172413793,18.240000000,17.416666667,19.000000000,15.041666667,19.000000000,15.041666667,17.416666667,17.288288288
16.326732673,18.392000000,19.000000000,19.000000000,17.647058824,19.000000000,17.162790698,18.240000000,17.416666667,19.000000000,15.041666667,19.000000000,15.041666667,17.416666667,17.272727273
16.326732673,18.392000000,19.000000000,19.000000000,17.647058824,19.000000000,17.162790698,18.240000000,17.416666667,19.000000000,15.041666667,19.000000000,15.041666667,17.416666667,17.272727273
17.287128713,19.365079365,20.000000000,20.000000000,18.644067797,20.000000000,18.116279070,19.200000000,18.400000000,20.000000000,16.000000000,20.000000000,16.000000000,18.400000000,18.198198198
16.326732673,18.387096774,19.000000000,19.000000000,17.796610169,19.000000000,16.400000000,18.430000000,17.347826087,19.000000000,15.695652174,19.000000000,15.695652174,17.347826087,17.592592593
16.326732673,18.387096774,19.000000000,19.000000000,17.796610169,19.000000000,16.406976744,18.430000000,17.347826087,19.000000000,15.695652174,19.000000000,15.695652174,17.347826087,17.605504587
16.320000000,19.354838710,20.000000000,20.000000000,18.803418803,20.000000000,17.372093023,19.400000000,17.500000000,20.000000000,16.666666667,20.000000000,16.666666667,18.333333333,18.545454545
16.320000000,19.354838710,20.000000000,20.000000000,18.803418803,20.000000000,17.372093023,19.400000000,17.500000000,20.000000000,16.666666667,20.000000000,16.666666667,18.333333333,18.545454545
16.320000000,19.354838710,20.000000000,20.000000000,18.644067797,20.000000000,17.372093023,19.400000000,17.500000000,20.000000000,16.666666667,20.000000000,16.666666667,18.333333333,18.545454545
16.320000000,19.354838710,20.000000000,20.000000000,18.803418803,20.000000000,17.364705882,19.400000000,17.500000000,20.000000000,16.666666667,20.000000000,16.666666667,18.333333333,18.532110092
16.326732673,18.387096774,19.000000000,19.000000000,17.948717949,19.000000000,16.400000000,18.430000000,17.347826087,19.000000000,15.695652174,19.000000000,15.695652174,17.347826087,17.592592593
15.366336634,17.414634146,18.000000000,18.000000000,16.379310345,18.000000000,15.619047619,17.460000000,16.363636364,18.000000000,14.727272727,18.000000000,14.727272727,16.363636364,16.981132075
16.326732673,18.387096774,19.000000000,19.000000000,17.241379310,19.000000000,16.600000000,18.430000000,17.347826087,19.000000000,15.695652174,19.000000000,15.695652174,17.347826087,17.944444444
16.326732673,18.387096774,19.000000000,19.000000000,17.241379310,19.000000000,16.604651163,18.430000000,17.347826087,19.000000000,15.695652174,19.000000000,15.695652174,17.347826087,17.954128440
15.366336634,17.414634146,18.000000000,18.000000000,16.379310345,18.000000000,15.811764706,17.460000000,16.363636364,18.000000000,14.727272727,18.000000000,14.727272727,16.363636364,17.327102804
14.405940594,16.442622951,17.000000000,17.000000000,15.517241379,17.000000000,14.823529412,16.490000000,15.380952381,17.000000000,13.761904762,17.000000000,13.761904762,15.380952381,16.358490566
14.405940594,16.442622951,17.000000000,17.000000000,15.652173913,17.000000000,14.825581395,16.490000000,15.380952381,17.000000000,13.761904762,17.000000000,13.761904762,15.380952381,16.364485981
13.445544554,15.735537190,16.000000000,16.000000000,14.035087719,16.000000000,14.825581395,15.520000000,14.400000000,16.000000000,12.800000000,16.000000000,12.800000000,14.400000000,15.698113208
13.445544554,15.735537190,16.000000000,16.000000000,14.035087719,16.000000000,14.825581395,15.520000000,14.400000000,16.000000000,12.800000000,16.000000000,12.800000000,14.400000000,15.698113208
12.485148515,15.000000000,15.000000000,15.000000000,13.157894737,15.000000000,14.827586207,14.700000000,13.333333333,15.000000000,12.500000000,15.000000000,12.500000000,15.000000000,14.714285714
11.524752475,14.000000000,14.000000000,14.000000000,12.280701754,14.000000000,13.839080460,13.860000000,12.133333333,14.000000000,13.066666667,14.000000000,13.066666667,14.000000000,13.725490196
11.524752475,14.000000000,14.000000000,14.000000000,12.280701754,14.000000000,13.839080460,13.860000000,12.133333333,14.000000000,13.066666667,14.000000000,13.066666667,14.000000000,13.725490196
11.524752475,14.000000000,14.000000000,14.000000000,12.173913043,14.000000000,13.685393258,13.860000000,12.133333333,14.000000000,13.066666667,14.000000000,13.066666667,14.000000000,13.730769231
10.560000000,14.000000000,14.000000000,14.000000000,12.173913043,14.000000000,13.840909091,13.860000000,11.200000000,14.000000000,13.066666667,14.000000000,13.066666667,14.000000000,14.000000000
9.600000000,13.000000000,13.000000000,13.000000000,11.304347826,13.000000000,12.852272727,12.870000000,10.214285714,13.000000000,12.071428571,13.000000000,12.071428571,13.000000000,13.000000000
9.600000000,13.000000000,13.000000000,13.000000000,11.206896552,13.000000000,12.852272727,12.870000000,10.214285714,13.000000000,12.071428571,13.000000000,12.071428571,13.000000000,13.000000000
9.600000000,13.000000000,13.000000000,13.000000000,11.206896552,13.000000000,12.852272727,12.870000000,10.214285714,13.000000000,12.071428571,13.000000000,12.071428571,13.000000000,13.000000000
9.600000000,13.000000000,13.000000000,13.000000000,11.304347826,13.000000000,12.852272727,12.870000000,10.214285714,13.000000000,12.071428571,13.000000000,12.071428571,13.000000000,13.000000000
8.640000000,12.000000000,12.000000000,12.000000000,10.434782609,12.000000000,11.863636364,11.880000000,9.230769231,12.000000000,11.076923077,12.000000000,11.076923077,12.000000000,12.000000000
9.600000000,13.000000000,13.000000000,13.000000000,11.403508772,13.000000000,12.852272727,12.870000000,10.214285714,13.000000000,12.071428571,13.000000000,12.071428571,13.000000000,13.000000000
9.795918367,13.000000000,13.000000000,13.000000000,11.403508772,13.000000000,12.853932584,12.870000000,10.214285714,13.000000000,12.071428571,13.000000000,12.071428571,13.000000000,13.000000000
9.795918367,13.000000000,13.000000000,13.000000000,11.304347826,13.000000000,12.855555556,12.870000000,10.214285714,13.000000000,12.071428571,13.000000000,12.071428571,13.000000000,13.000000000
9.795918367,13.000000000,13.000000000,13.000000000,11.304347826,13.000000000,12.855555556,12.870000000,10.214285714,13.000000000,12.071428571,13.000000000,12.071428571,13.000000000,13.000000000
9.696969697,13.000000000,13.000000000,13.000000000,11.304347826,13.000000000,12.855555556,12.870000000,10.214285714,13.000000000,12.071428571,13.000000000,12.071428571,13.000000000,13.000000000
9.696969697,13.000000000,13.000000000,13.000000000,11.304347826,13.000000000,12.857142857,12.870000000,10.214285714,13.000000000,12.071428571,13.000000000,12.071428571,13.000000000,13.000000000
8.727272727,12.000000000,12.000000000,12.000000000,10.434782609,12.000000000,11.868131868,11.880000000,9.230769231,12.000000000,11.076923077,12.000000000,11.076923077,12.000000000,12.000000000
9.696969697,13.000000000,13.000000000,13.000000000,11.304347826,13.000000000,12.857142857,12.870000000,10.214285714,13.000000000,12.071428571,13.000000000,12.071428571,13.000000000,13.000000000
9.693877551,13.000000000,13.000000000,13.000000000,11.304347826,13.000000000,12.858695652,12.870000000,10.214285714,13.000000000,12.071428571,13.000000000,12.071428571,13.000000000,13.000000000
9.693877551,13.000000000,13.000000000,13.000000000,11.206896552,13.000000000,12.858695652,12.870000000,10.214285714,13.000000000,12.071428571,13.000000000,12.071428571,13.000000000,13.000000000
8.724489796,12.000000000,12.000000000,12.000000000,10.256410256,12.000000000,11.868131868,12.000000000,9.000000000,12.000000000,12.000000000,12.000000000,12.000000000,12.000000000,12.000000000
8.724489796,12.000000000,12.000000000,12.000000000,10.256410256,12.000000000,11.868131868,12.000000000,9.000000000,12.000000000,12.000000000,12.000000000,12.000000000,12.000000000,12.000000000
8.724489796,12.000000000,12.000000000,12.000000000,10.344827586,12.000000000,11.868131868,12.000000000,9.000000000,12.000000000,12.000000000,12.000000000,12.000000000,12.000000000,12.000000000
8.724489796,12.000000000,12.000000000,12.000000000,10.344827586,12.000000000,11.868131868,12.000000000,9.000000000,12.000000000,12.000000000,12.000000000,12.000000000,12.000000000,12.000000000
8.640000000,12.000000000,12.000000000,12.000000000,10.344827586,12.000000000,11.868131868,12.000000000,9.000000000,12.000000000,12.000000000,12.000000000,12.000000000,12.000000000,12.000000000
8.470588235,12.000000000,12.000000000,12.000000000,10.344827586,12.000000000,11.868131868,12.000000000,9.000000000,12.000000000,12.000000000,12.000000000,12.000000000,12.000000000,12.000000000
