Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,concept:name,impact,lifecycle:transition,oranization country,org:group,org:role,organization country,organization involved,product,resource country
1-523392191,Accepted-In Progress,Ewa,2012/02/15 15:27:07.000,Variant 1,1,Accepted,Medium,In Progress,us,Org line G3,,,,PROD98,POLAND
1-523392191,Completed-Closed,Ewa,2012/02/15 15:27:34.000,Variant 1,1,Completed,Medium,Closed,us,Org line G3,,,,PROD98,POLAND
1-678626550,Accepted-Assigned,Samira,2012/02/16 11:22:52.000,Variant 21,21,Accepted,Medium,Assigned,se,Org line G4,,,,PROD448,Sweden
1-678626550,Accepted-In Progress,Samira,2012/05/02 12:00:11.000,Variant 21,21,Accepted,Medium,In Progress,se,Org line G4,,,,PROD448,Sweden
1-678626550,Completed-Closed,Samira,2012/05/02 12:03:30.000,Variant 21,21,Completed,Medium,Closed,se,Org line G4,,,,PROD448,Sweden
1-679235759,Accepted-In Progress,Ewa,2012/02/16 12:01:43.000,Variant 1,1,Accepted,Medium,In Progress,us,Org line G3,,,,PROD98,POLAND
1-679235759,Completed-Closed,Ewa,2012/02/16 12:05:54.000,Variant 1,1,Completed,Medium,Closed,us,Org line G3,,,,PROD98,POLAND
1-681864502,Accepted-In Progress,Samira,2012/02/17 09:57:37.000,Variant 9,9,Accepted,Low,In Progress,se,Org line G4,,,,PROD448,Sweden
1-681864502,Accepted-Assigned,Samira,2012/02/17 10:01:05.000,Variant 9,9,Accepted,Low,Assigned,se,Org line G4,,,,PROD448,Sweden
1-681864502,Accepted-In Progress,Samira,2012/05/02 12:04:26.000,Variant 9,9,Accepted,Low,In Progress,se,Org line G4,,,,PROD448,Sweden
1-681864502,Completed-Closed,Samira,2012/05/29 09:45:23.000,Variant 9,9,Completed,Low,Closed,se,Org line G4,,,,PROD448,Sweden
1-669119156,Queued-Awaiting Assignment,Robert,2012/02/18 18:44:35.000,Variant 112,112,Queued,Major,Awaiting Assignment,us,Org line C,E_4,,,PROD436,USA
1-669119156,Accepted-In Progress,Robert,2012/02/28 16:36:29.000,Variant 112,112,Accepted,Major,In Progress,us,Org line C,E_4,,,PROD436,USA
1-669119156,Accepted-Assigned,Ramith,2012/02/28 16:37:04.000,Variant 112,112,Accepted,Major,Assigned,us,Org line C,E_4,,,PROD436,INDIA
1-669119156,Accepted-Assigned,Hineesh,2012/02/28 17:08:07.000,Variant 112,112,Accepted,Major,Assigned,us,Org line C,E_4,,,PROD436,INDIA
1-669119156,Completed-Closed,Hineesh,2012/03/05 16:29:45.000,Variant 112,112,Completed,Major,Closed,us,Org line C,E_4,,,PROD436,INDIA
1-683298971,Accepted-In Progress,Piotr,2012/02/20 08:54:27.000,Variant 30,30,Accepted,Medium,In Progress,se,Org line A2,A2_5,,,PROD320,POLAND
1-683298971,Accepted-Assigned,Piotr,2012/02/20 09:01:46.000,Variant 30,30,Accepted,Medium,Assigned,se,Org line A2,A2_5,,,PROD320,POLAND
1-683298971,Accepted-Wait,Piotr,2012/05/07 09:37:25.000,Variant 30,30,Accepted,Medium,Wait,se,Org line A2,A2_5,,,PROD320,POLAND
1-683298971,Completed-Closed,Piotr,2012/05/07 09:38:25.000,Variant 30,30,Completed,Medium,Closed,se,Org line A2,A2_5,,,PROD320,POLAND
1-684108661,Accepted-In Progress,Bharath,2012/02/20 16:55:54.000,Variant 1,1,Accepted,Low,In Progress,se,Org line G4,,,,PROD397,Sweden
1-684108661,Completed-Closed,Bharath,2012/03/01 16:02:45.000,Variant 1,1,Completed,Low,Closed,se,Org line G4,,,,PROD397,Sweden
1-613364032,Queued-Awaiting Assignment,-,2012/02/21 11:11:30.000,Variant 7,7,Queued,Medium,Awaiting Assignment,in,Org line C,E_7,,,PROD671,INDIA
1-686557724,Accepted-In Progress,David,2012/02/22 11:44:10.000,Variant 9,9,Accepted,High,In Progress,se,Org line G4,,,,PROD412,Sweden
1-686557724,Accepted-Assigned,David,2012/02/22 11:58:47.000,Variant 9,9,Accepted,High,Assigned,se,Org line G4,,,,PROD412,Sweden
1-686557724,Accepted-In Progress,David,2012/05/17 10:40:21.000,Variant 9,9,Accepted,High,In Progress,se,Org line G4,,,,PROD412,Sweden
1-686557724,Completed-Closed,David,2012/05/17 10:40:23.000,Variant 9,9,Completed,High,Closed,se,Org line G4,,,,PROD412,Sweden
1-686581779,Accepted-In Progress,Laurens,2012/02/22 14:50:41.000,Variant 1,1,Accepted,Medium,In Progress,0,Org line A2,A2_4,,,PROD49,Belgium
1-686581779,Completed-Closed,Laurens,2012/03/06 11:12:49.000,Variant 1,1,Completed,Medium,Closed,0,Org line A2,A2_4,,,PROD49,Belgium
1-686642543,Queued-Awaiting Assignment,Joakim,2012/02/22 15:30:56.000,Variant 20,20,Queued,High,Awaiting Assignment,fr,Org line G4,,,,PROD374,Sweden
1-686642543,Accepted-In Progress,Rickard,2012/02/22 17:08:14.000,Variant 20,20,Accepted,High,In Progress,fr,Org line G4,,,,PROD374,Sweden
1-686945977,Accepted-In Progress,Jitender,2012/02/23 13:22:17.000,Variant 40,40,Accepted,Low,In Progress,in,Org line C,E_10,,,PROD802,Sweden
1-686945977,Accepted-Wait,Jitender,2012/02/23 16:26:55.000,Variant 40,40,Accepted,Low,Wait,in,Org line C,E_10,,,PROD802,Sweden
1-686945977,Accepted-Wait,Jitender,2012/03/15 12:42:39.000,Variant 40,40,Accepted,Low,Wait,in,Org line C,E_10,,,PROD802,Sweden
1-686945977,Completed-Closed,Jitender,2012/05/03 10:37:08.000,Variant 40,40,Completed,Low,Closed,in,Org line C,E_10,,,PROD802,Sweden
1-687587336,Accepted-In Progress,Mats,2012/02/24 15:06:27.000,Variant 1,1,Accepted,Major,In Progress,se,Org line C,V3_2,,,PROD535,Sweden
1-687587336,Completed-Closed,Mats,2012/03/29 14:20:18.000,Variant 1,1,Completed,Major,Closed,se,Org line C,V3_2,,,PROD535,Sweden
1-687830906,Accepted-In Progress,Christer,2012/02/26 00:40:53.000,Variant 1,1,Accepted,Major,In Progress,se,Org line C,C_6,,,PROD802,Sweden
1-687830906,Completed-Closed,Christer,2012/02/26 01:36:37.000,Variant 1,1,Completed,Major,Closed,se,Org line C,C_6,,,PROD802,Sweden
1-688380091,Accepted-In Progress,Britt,2012/02/27 07:50:38.000,Variant 116,116,Accepted,Medium,In Progress,se,Org line A2,A2_1,,,PROD350,Sweden
1-688380091,Accepted-Wait,Britt,2012/04/11 13:02:17.000,Variant 116,116,Accepted,Medium,Wait,se,Org line A2,A2_1,,,PROD350,Sweden
1-688380091,Queued-Awaiting Assignment,Britt,2012/04/12 06:16:41.000,Variant 116,116,Queued,Medium,Awaiting Assignment,se,Org line A2,A2_1,,,PROD350,Sweden
1-688380091,Accepted-In Progress,Britt,2012/04/19 08:51:46.000,Variant 116,116,Accepted,Medium,In Progress,se,Org line A2,A2_1,,,PROD350,Sweden
1-688380091,Accepted-Wait,Britt,2012/04/19 08:54:32.000,Variant 116,116,Accepted,Medium,Wait,se,Org line A2,A2_1,,,PROD350,Sweden
1-688380091,Accepted-In Progress,Britt,2012/04/19 09:10:47.000,Variant 116,116,Accepted,Medium,In Progress,se,Org line A2,A2_1,,,PROD350,Sweden
1-688380091,Accepted-Wait,Britt,2012/04/19 09:17:17.000,Variant 116,116,Accepted,Medium,Wait,se,Org line A2,A2_1,,,PROD350,Sweden
1-688515611,Accepted-In Progress,David,2012/02/27 11:08:27.000,Variant 9,9,Accepted,High,In Progress,se,Org line G4,,,,PROD412,Sweden
1-688515611,Accepted-Assigned,David,2012/03/07 08:48:46.000,Variant 9,9,Accepted,High,Assigned,se,Org line G4,,,,PROD412,Sweden
1-688515611,Accepted-In Progress,David,2012/05/17 10:31:41.000,Variant 9,9,Accepted,High,In Progress,se,Org line G4,,,,PROD412,Sweden
1-688515611,Completed-Closed,David,2012/05/17 10:31:52.000,Variant 9,9,Completed,High,Closed,se,Org line G4,,,,PROD412,Sweden
1-688564824,Accepted-In Progress,Martin,2012/02/27 13:04:10.000,Variant 35,35,Accepted,High,In Progress,se,Org line C,C_6,,,PROD802,Sweden
1-688564824,Accepted-In Progress,Martin,2012/02/27 13:06:32.000,Variant 35,35,Accepted,High,In Progress,se,Org line C,C_6,,,PROD802,Sweden
1-688564824,Queued-Awaiting Assignment,Martin,2012/02/28 15:36:18.000,Variant 35,35,Queued,High,Awaiting Assignment,se,Org line C,C_6,,,PROD802,Sweden
1-688564824,Accepted-Assigned,Pascal,2012/02/29 10:24:30.000,Variant 35,35,Accepted,High,Assigned,se,Org line C,C_6,,,PROD802,Sweden
1-688564824,Accepted-In Progress,Pascal,2012/03/22 15:05:34.000,Variant 35,35,Accepted,High,In Progress,se,Org line C,C_6,,,PROD802,Sweden
1-688564824,Completed-Closed,Pascal,2012/03/30 14:38:43.000,Variant 35,35,Completed,High,Closed,se,Org line C,C_6,,,PROD802,Sweden
1-688509388,Accepted-In Progress,Peter,2012/02/27 14:04:57.000,Variant 14,14,Accepted,Major,In Progress,se,Org line C,E_7,,,PROD673,Sweden
1-688509388,Accepted-In Progress,Peter,2012/02/28 09:53:17.000,Variant 14,14,Accepted,Major,In Progress,se,Org line C,E_7,,,PROD673,Sweden
1-688509388,Completed-Closed,Peter,2012/03/05 07:36:37.000,Variant 14,14,Completed,Major,Closed,se,Org line C,E_7,,,PROD673,Sweden
1-688280019,Queued-Awaiting Assignment,Britt,2012/02/28 09:00:16.000,Variant 115,115,Queued,Major,Awaiting Assignment,se,Org line A2,A2_1,,,PROD834,Sweden
1-688280019,Accepted-In Progress,Britt,2012/03/05 09:35:59.000,Variant 115,115,Accepted,Major,In Progress,se,Org line A2,A2_1,,,PROD834,Sweden
1-688280019,Accepted-Wait,Britt,2012/03/05 09:36:52.000,Variant 115,115,Accepted,Major,Wait,se,Org line A2,A2_1,,,PROD834,Sweden
1-688280019,Accepted-In Progress,Britt,2012/03/14 13:31:28.000,Variant 115,115,Accepted,Major,In Progress,se,Org line A2,A2_1,,,PROD834,Sweden
1-688280019,Completed-Closed,Britt,2012/03/14 13:33:47.000,Variant 115,115,Completed,Major,Closed,se,Org line A2,A2_1,,,PROD834,Sweden
1-689160381,Accepted-In Progress,Stefan,2012/02/28 09:27:52.000,Variant 6,6,Accepted,Medium,In Progress,se,Org line A2,D_1,,,PROD607,Sweden
1-689160381,Accepted-Wait,Stefan,2012/03/28 14:02:39.000,Variant 6,6,Accepted,Medium,Wait,se,Org line A2,D_1,,,PROD607,Sweden
1-689160381,Completed-Closed,Stefan,2012/05/16 11:16:51.000,Variant 6,6,Completed,Medium,Closed,se,Org line A2,D_1,,,PROD607,Sweden
1-689341321,Accepted-In Progress,Christer,2012/02/28 11:33:31.000,Variant 1,1,Accepted,High,In Progress,se,Org line C,C_6,,,PROD802,Sweden
1-689341321,Completed-Closed,Christer,2012/05/29 14:53:55.000,Variant 1,1,Completed,High,Closed,se,Org line C,C_6,,,PROD802,Sweden
1-689525975,Accepted-In Progress,Roland,2012/02/28 16:30:43.000,Variant 6,6,Accepted,Medium,In Progress,se,Org line G4,,,,PROD374,Sweden
1-689525975,Accepted-Wait,Roland,2012/02/28 18:05:04.000,Variant 6,6,Accepted,Medium,Wait,se,Org line G4,,,,PROD374,Sweden
1-689525975,Completed-Closed,Roland,2012/03/30 10:00:24.000,Variant 6,6,Completed,Medium,Closed,se,Org line G4,,,,PROD374,Sweden
1-689469104,Queued-Awaiting Assignment,Srinivasan,2012/02/29 09:05:53.000,Variant 117,117,Queued,Medium,Awaiting Assignment,in,Org line B,E_10,,,PROD13,INDIA
1-689469104,Queued-Awaiting Assignment,Leif,2012/02/29 09:11:21.000,Variant 117,117,Queued,Medium,Awaiting Assignment,in,Org line C,E_10,,,PROD13,Sweden
1-689469104,Queued-Awaiting Assignment,Srinivasan,2012/03/01 08:32:26.000,Variant 117,117,Queued,Medium,Awaiting Assignment,in,Org line B,E_10,,,PROD13,INDIA
1-689469104,Accepted-In Progress,Aneesh V,2012/03/01 09:27:48.000,Variant 117,117,Accepted,Medium,In Progress,in,Org line B,E_10,,,PROD13,INDIA
1-689469104,Completed-Closed,Aneesh V,2012/03/21 18:17:10.000,Variant 117,117,Completed,Medium,Closed,in,Org line B,E_10,,,PROD13,INDIA
1-690327801,Accepted-In Progress,Maria,2012/02/29 12:16:36.000,Variant 1,1,Accepted,High,In Progress,se,Org line A2,A2_4,,,PROD591,Sweden
1-690327801,Completed-Closed,Maria,2012/03/01 14:17:13.000,Variant 1,1,Completed,High,Closed,se,Org line A2,A2_4,,,PROD591,Sweden
1-690327837,Accepted-In Progress,Maria,2012/02/29 12:23:42.000,Variant 27,27,Accepted,Medium,In Progress,se,Org line A2,A2_4,,,PROD591,Sweden
1-690327837,Completed-Closed,Maria,2012/03/02 13:30:31.000,Variant 27,27,Completed,Medium,Closed,se,Org line A2,A2_4,,,PROD591,Sweden
1-690327837,Accepted-In Progress,Maria,2012/03/02 13:30:34.000,Variant 27,27,Accepted,Medium,In Progress,se,Org line A2,A2_4,,,PROD591,Sweden
1-690327837,Completed-Closed,Maria,2012/03/02 13:30:40.000,Variant 27,27,Completed,Medium,Closed,se,Org line A2,A2_4,,,PROD591,Sweden
1-690458151,Accepted-In Progress,Christer,2012/02/29 16:26:17.000,Variant 1,1,Accepted,High,In Progress,se,Org line C,C_6,,,PROD805,Sweden
1-690458151,Completed-Closed,Christer,2012/05/29 14:52:12.000,Variant 1,1,Completed,High,Closed,se,Org line C,C_6,,,PROD805,Sweden
1-690762471,Queued-Awaiting Assignment,Ryouhei,2012/03/01 09:01:23.000,Variant 118,118,Queued,Medium,Awaiting Assignment,jp,Org line C,E_10,,,PROD804,Japan
1-690762471,Queued-Awaiting Assignment,Ryouhei,2012/03/01 09:03:24.000,Variant 118,118,Queued,Medium,Awaiting Assignment,jp,Org line C,E_10,,,PROD804,Japan
1-690931471,Accepted-In Progress,John,2012/03/01 14:10:13.000,Variant 15,15,Accepted,Low,In Progress,se,Org line C,C_6,,,PROD660,Sweden
1-690931471,Queued-Awaiting Assignment,John,2012/03/02 12:10:31.000,Variant 15,15,Queued,Low,Awaiting Assignment,se,Org line C,C_6,,,PROD660,Sweden
1-690931471,Accepted-In Progress,John,2012/03/02 13:50:24.000,Variant 15,15,Accepted,Low,In Progress,se,Org line C,C_6,,,PROD660,Sweden
1-690931471,Completed-Closed,John,2012/03/05 14:26:08.000,Variant 15,15,Completed,Low,Closed,se,Org line C,C_6,,,PROD660,Sweden
1-691031201,Accepted-In Progress,Bharath,2012/03/01 16:18:31.000,Variant 1,1,Accepted,High,In Progress,se,Org line G4,,,,PROD397,Sweden
1-691031201,Completed-Closed,Bharath,2012/03/01 16:18:58.000,Variant 1,1,Completed,High,Closed,se,Org line G4,,,,PROD397,Sweden
1-691093464,Accepted-In Progress,Ing-Marie,2012/03/01 19:13:08.000,Variant 50,50,Accepted,Major,In Progress,se,Org line G4,,,,PROD221,Sweden
1-691093464,Completed-Closed,Ing-Marie,2012/03/01 19:32:06.000,Variant 50,50,Completed,Major,Closed,se,Org line G4,,,,PROD221,Sweden
1-691093464,Accepted-In Progress,Ing-Marie,2012/03/09 16:05:39.000,Variant 50,50,Accepted,Major,In Progress,se,Org line G4,,,,PROD221,Sweden
1-691093464,Queued-Awaiting Assignment,Ing-Marie,2012/03/09 16:14:47.000,Variant 50,50,Queued,Major,Awaiting Assignment,se,Org line G4,,,,PROD221,Sweden
1-691146566,Accepted-In Progress,Dusan,2012/03/01 23:45:27.000,Variant 1,1,Accepted,Major,In Progress,se,Org line A2,A2_3,,,PROD617,Sweden
1-691146566,Completed-Closed,Dusan,2012/04/26 16:59:04.000,Variant 1,1,Completed,Major,Closed,se,Org line A2,A2_3,,,PROD617,Sweden
1-691786096,Accepted-In Progress,Robert,2012/03/02 08:32:14.000,Variant 119,119,Accepted,High,In Progress,us,Org line C,E_4,,,PROD412,USA
1-691786096,Queued-Awaiting Assignment,Robert,2012/03/02 08:32:44.000,Variant 119,119,Queued,High,Awaiting Assignment,us,Org line C,E_4,,,PROD412,USA
1-691786096,Accepted-Assigned,Jörgen,2012/03/13 11:38:55.000,Variant 119,119,Accepted,High,Assigned,us,Org line C,E_4,,,PROD412,Sweden
1-691786096,Accepted-Assigned,Jörgen,2012/03/13 13:53:26.000,Variant 119,119,Accepted,High,Assigned,us,Org line C,E_4,,,PROD412,Sweden
1-691786096,Completed-Closed,Jörgen,2012/03/29 15:18:58.000,Variant 119,119,Completed,High,Closed,us,Org line C,E_4,,,PROD412,Sweden
1-691832225,Accepted-In Progress,Jonas,2012/03/02 09:41:45.000,Variant 1,1,Accepted,High,In Progress,in,Org line C,E_8,,,PROD473,Sweden
1-691832225,Completed-Closed,Jonas,2012/03/28 11:20:47.000,Variant 1,1,Completed,High,Closed,in,Org line C,E_8,,,PROD473,Sweden
1-688725917,Queued-Awaiting Assignment,Peter,2012/03/05 15:19:35.000,Variant 7,7,Queued,High,Awaiting Assignment,be,Org line C,E_1,,,PROD821,Belgium
1-693357728,Accepted-In Progress,Jörgen,2012/03/05 16:28:53.000,Variant 1,1,Accepted,High,In Progress,us,Org line C,E_4,,,PROD348,Sweden
1-693357728,Completed-Closed,Jörgen,2012/03/29 15:12:42.000,Variant 1,1,Completed,High,Closed,us,Org line C,E_4,,,PROD348,Sweden
1-693895885,Accepted-In Progress,David,2012/03/06 14:08:23.000,Variant 9,9,Accepted,High,In Progress,se,Org line G4,,,,PROD412,Sweden
1-693895885,Accepted-Assigned,David,2012/03/07 09:06:13.000,Variant 9,9,Accepted,High,Assigned,se,Org line G4,,,,PROD412,Sweden
1-693895885,Accepted-In Progress,David,2012/04/17 21:30:19.000,Variant 9,9,Accepted,High,In Progress,se,Org line G4,,,,PROD412,Sweden
1-693895885,Completed-Closed,David,2012/04/17 21:30:21.000,Variant 9,9,Completed,High,Closed,se,Org line G4,,,,PROD412,Sweden
1-675685459,Queued-Awaiting Assignment,Robert,2012/03/07 08:22:21.000,Variant 13,13,Queued,High,Awaiting Assignment,us,Org line C,E_4,,,PROD793,USA
1-675685459,Accepted-In Progress,Vaibhav,2012/03/12 19:20:37.000,Variant 13,13,Accepted,High,In Progress,us,Org line C,E_4,,,PROD793,Sweden
1-675685459,Completed-Closed,Vaibhav,2012/03/12 19:20:52.000,Variant 13,13,Completed,High,Closed,us,Org line C,E_4,,,PROD793,Sweden
1-675797761,Queued-Awaiting Assignment,Robert,2012/03/07 08:24:27.000,Variant 7,7,Queued,High,Awaiting Assignment,us,Org line C,E_4,,,PROD793,USA
1-694222066,Accepted-In Progress,Ganesh,2012/03/07 08:35:03.000,Variant 121,121,Accepted,High,In Progress,in,Org line B,C_6,,,PROD802,INDIA
1-694222066,Queued-Awaiting Assignment,Ganesh,2012/03/07 08:43:10.000,Variant 121,121,Queued,High,Awaiting Assignment,in,Org line B,C_6,,,PROD802,INDIA
1-694222066,Accepted-In Progress,Anandgiri,2012/04/27 11:11:17.000,Variant 121,121,Accepted,High,In Progress,in,Org line B,C_6,,,PROD802,INDIA
1-694222066,Queued-Awaiting Assignment,Praveen,2012/04/27 11:11:56.000,Variant 121,121,Queued,High,Awaiting Assignment,in,Org line C,E_10,,,PROD802,Sweden
1-694222066,Accepted-Assigned,Gaurav,2012/05/10 14:47:34.000,Variant 121,121,Accepted,High,Assigned,in,Org line C,E_10,,,PROD802,Sweden
1-694222066,Accepted-In Progress,Gaurav,2012/05/10 16:10:34.000,Variant 121,121,Accepted,High,In Progress,in,Org line C,E_10,,,PROD802,Sweden
1-694222066,Completed-Closed,Gaurav,2012/05/10 16:11:04.000,Variant 121,121,Completed,High,Closed,in,Org line C,E_10,,,PROD802,Sweden
1-686642441,Accepted-Assigned,David,2012/03/07 09:06:58.000,Variant 21,21,Accepted,High,Assigned,se,Org line G4,,,,PROD412,Sweden
1-686642441,Accepted-In Progress,David,2012/04/23 14:30:08.000,Variant 21,21,Accepted,High,In Progress,se,Org line G4,,,,PROD412,Sweden
1-686642441,Completed-Closed,David,2012/04/23 14:31:53.000,Variant 21,21,Completed,High,Closed,se,Org line G4,,,,PROD412,Sweden
1-694385837,Accepted-In Progress,Hineesh,2012/03/07 14:15:19.000,Variant 122,122,Accepted,Major,In Progress,us,Org line C,E_4,,,PROD793,INDIA
1-694385837,Completed-Closed,Hineesh,2012/03/09 08:57:30.000,Variant 122,122,Completed,Major,Closed,us,Org line C,E_4,,,PROD793,INDIA
1-694385837,Accepted-In Progress,Hineesh,2012/03/26 13:48:52.000,Variant 122,122,Accepted,Major,In Progress,us,Org line C,E_4,,,PROD793,INDIA
1-694385837,Completed-Closed,Hineesh,2012/03/26 13:49:58.000,Variant 122,122,Completed,Major,Closed,us,Org line C,E_4,,,PROD793,INDIA
1-694385837,Accepted-In Progress,Hineesh,2012/03/28 13:46:45.000,Variant 122,122,Accepted,Major,In Progress,us,Org line C,E_4,,,PROD793,INDIA
1-694385837,Accepted-In Progress,Hineesh,2012/03/28 13:48:55.000,Variant 122,122,Accepted,Major,In Progress,us,Org line C,E_4,,,PROD793,INDIA
1-694385837,Completed-Closed,Hineesh,2012/03/28 13:48:56.000,Variant 122,122,Completed,Major,Closed,us,Org line C,E_4,,,PROD793,INDIA
1-694385837,Accepted-In Progress,Hineesh,2012/03/28 14:00:52.000,Variant 122,122,Accepted,Major,In Progress,us,Org line C,E_4,,,PROD793,INDIA
1-694385837,Completed-Closed,Hineesh,2012/03/28 17:42:57.000,Variant 122,122,Completed,Major,Closed,us,Org line C,E_4,,,PROD793,INDIA
1-694420679,Accepted-In Progress,Kristina,2012/03/07 14:24:22.000,Variant 1,1,Accepted,Medium,In Progress,se,Org line A2,A2_3,,,PROD231,Sweden
1-694420679,Completed-Closed,Kristina,2012/04/11 14:36:11.000,Variant 1,1,Completed,Medium,Closed,se,Org line A2,A2_3,,,PROD231,Sweden
1-694794065,Accepted-In Progress,Roland,2012/03/08 10:24:42.000,Variant 9,9,Accepted,Medium,In Progress,se,Org line G4,,,,PROD374,Sweden
1-694794065,Accepted-Assigned,Roland,2012/03/08 10:26:18.000,Variant 9,9,Accepted,Medium,Assigned,se,Org line G4,,,,PROD374,Sweden
1-694794065,Accepted-In Progress,Roland,2012/03/08 12:37:47.000,Variant 9,9,Accepted,Medium,In Progress,se,Org line G4,,,,PROD374,Sweden
1-694794065,Completed-Closed,Roland,2012/03/22 14:27:32.000,Variant 9,9,Completed,Medium,Closed,se,Org line G4,,,,PROD374,Sweden
1-694808152,Accepted-In Progress,Ann-Charlotte,2012/03/08 10:58:51.000,Variant 1,1,Accepted,Low,In Progress,se,Org line A2,A2_3,,,PROD368,Sweden
1-694808152,Completed-Closed,Ann-Charlotte,2012/03/22 15:54:52.000,Variant 1,1,Completed,Low,Closed,se,Org line A2,A2_3,,,PROD368,Sweden
1-660268091,Queued-Awaiting Assignment,Rajesh Kumar,2012/03/08 14:51:56.000,Variant 31,31,Queued,Major,Awaiting Assignment,in,Org line C,E_7,,,PROD597,INDIA
1-660268091,Accepted-In Progress,Rajesh Kumar,2012/03/15 12:38:48.000,Variant 31,31,Accepted,Major,In Progress,in,Org line C,E_7,,,PROD597,INDIA
1-660268091,Completed-Closed,Rajesh Kumar,2012/03/15 12:39:42.000,Variant 31,31,Completed,Major,Closed,in,Org line C,E_7,,,PROD597,INDIA
1-660268091,Accepted-In Progress,Rajesh Kumar,2012/03/15 14:01:24.000,Variant 31,31,Accepted,Major,In Progress,in,Org line C,E_7,,,PROD597,INDIA
1-660268091,Completed-Closed,Rajesh Kumar,2012/03/15 14:05:26.000,Variant 31,31,Completed,Major,Closed,in,Org line C,E_7,,,PROD597,INDIA
1-694899814,Queued-Awaiting Assignment,Tomas,2012/03/08 16:17:46.000,Variant 13,13,Queued,Medium,Awaiting Assignment,cn,Org line A2,A2_2,,,PROD681,Sweden
1-694899814,Accepted-In Progress,Tomas,2012/05/03 09:16:50.000,Variant 13,13,Accepted,Medium,In Progress,cn,Org line A2,A2_2,,,PROD681,Sweden
1-694899814,Completed-Closed,Tomas,2012/05/03 09:20:09.000,Variant 13,13,Completed,Medium,Closed,cn,Org line A2,A2_2,,,PROD681,Sweden
1-695486321,Accepted-In Progress,Rakesh,2012/03/09 15:17:58.000,Variant 5,5,Accepted,Medium,In Progress,se,Org line C,E_10,,,PROD659,Sweden
1-695486321,Queued-Awaiting Assignment,Rakesh,2012/03/09 17:27:40.000,Variant 5,5,Queued,Medium,Awaiting Assignment,se,Org line C,E_10,,,PROD659,Sweden
1-695801720,Accepted-In Progress,Ewa,2012/03/12 00:15:03.000,Variant 1,1,Accepted,Medium,In Progress,us,Org line G3,,,,PROD98,POLAND
1-695801720,Completed-Closed,Ewa,2012/03/12 00:16:23.000,Variant 1,1,Completed,Medium,Closed,us,Org line G3,,,,PROD98,POLAND
1-695946177,Accepted-In Progress,Agneta,2012/03/12 09:09:09.000,Variant 1,1,Accepted,Major,In Progress,se,Org line A2,A2_3,,,PROD153,Sweden
1-695946177,Completed-Closed,Agneta,2012/03/13 19:23:55.000,Variant 1,1,Completed,Major,Closed,se,Org line A2,A2_3,,,PROD153,Sweden
1-696057890,Accepted-In Progress,Steve,2012/03/12 12:47:22.000,Variant 1,1,Accepted,Medium,In Progress,se,Org line C,E_10,,,PROD646,Belgium
1-696057890,Completed-Closed,Steve,2012/04/25 14:06:39.000,Variant 1,1,Completed,Medium,Closed,se,Org line C,E_10,,,PROD646,Belgium
1-693595201,Queued-Awaiting Assignment,Praveen,2012/03/12 14:29:46.000,Variant 7,7,Queued,Medium,Awaiting Assignment,in,Org line C,E_10,,,PROD802,Sweden
1-696680265,Accepted-In Progress,Robert,2012/03/13 11:04:03.000,Variant 47,47,Accepted,High,In Progress,us,Org line C,E_4,,,PROD793,USA
1-696680265,Queued-Awaiting Assignment,Robert,2012/03/13 11:05:43.000,Variant 47,47,Queued,High,Awaiting Assignment,us,Org line C,E_4,,,PROD793,USA
1-696680265,Queued-Awaiting Assignment,Robert,2012/03/17 10:34:44.000,Variant 47,47,Queued,High,Awaiting Assignment,us,Org line C,E_4,,,PROD793,USA
1-696680265,Accepted-In Progress,Hineesh,2012/03/19 04:43:04.000,Variant 47,47,Accepted,High,In Progress,us,Org line C,E_4,,,PROD793,INDIA
1-696680265,Accepted-Wait,Hineesh,2012/03/19 04:44:40.000,Variant 47,47,Accepted,High,Wait,us,Org line C,E_4,,,PROD793,INDIA
1-696680265,Completed-Closed,Hineesh,2012/04/12 14:43:49.000,Variant 47,47,Completed,High,Closed,us,Org line C,E_4,,,PROD793,INDIA
1-696839978,Accepted-In Progress,Ryouhei,2012/03/13 16:35:26.000,Variant 6,6,Accepted,Major,In Progress,jp,Org line C,E_10,,,PROD408,Japan
1-696839978,Accepted-Wait,Ryouhei,2012/03/13 16:37:53.000,Variant 6,6,Accepted,Major,Wait,jp,Org line C,E_10,,,PROD408,Japan
1-696839978,Completed-Closed,Ryouhei,2012/04/10 04:48:53.000,Variant 6,6,Completed,Major,Closed,jp,Org line C,E_10,,,PROD408,Japan
1-697041731,Accepted-In Progress,Hineesh,2012/03/13 19:07:43.000,Variant 123,123,Accepted,High,In Progress,us,Org line C,E_4,,,PROD793,INDIA
1-697041731,Accepted-Wait,Hineesh,2012/03/13 21:32:35.000,Variant 123,123,Accepted,High,Wait,us,Org line C,E_4,,,PROD793,INDIA
1-697041731,Completed-Closed,Hineesh,2012/03/13 21:33:09.000,Variant 123,123,Completed,High,Closed,us,Org line C,E_4,,,PROD793,INDIA
1-697041731,Accepted-In Progress,Hineesh,2012/03/28 13:23:16.000,Variant 123,123,Accepted,High,In Progress,us,Org line C,E_4,,,PROD793,INDIA
1-697041731,Completed-Closed,Hineesh,2012/03/28 13:40:14.000,Variant 123,123,Completed,High,Closed,us,Org line C,E_4,,,PROD793,INDIA
