Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,concept:name,impact,lifecycle:transition,org:group,org:role,organization country,organization involved,product,resource country
1-549431982,Completed-Closed,Johan,2012/01/04 12:25:52.000,Variant 9,9,Completed,Low,Closed,Org line F,,se,S1 2nd,PROD153,Sweden
1-550036329,Accepted-In Progress,Jonas,2011/08/16 03:45:42.000,Variant 182,182,Accepted,Medium,In Progress,Org line C,E_8,in,G186 2nd,PROD476,Sweden
1-550036329,Queued-Awaiting Assignment,Jonas,2011/08/16 03:47:40.000,Variant 182,182,Queued,Medium,Awaiting Assignment,Org line C,E_8,in,G186 2nd,PROD476,Sweden
1-550036329,Queued-Awaiting Assignment,Jonas,2011/08/16 03:47:41.000,Variant 182,182,Queued,Medium,Awaiting Assignment,Org line C,E_8,in,G186 2nd,PROD476,Sweden
1-550036329,Accepted-In Progress,Karthick,2011/10/18 14:40:26.000,Variant 182,182,Accepted,Medium,In Progress,Org line C,E_8,in,G181 2nd,PROD476,INDIA
1-550036329,Accepted-Wait,Karthick,2011/10/18 14:40:35.000,Variant 182,182,Accepted,Medium,Wait,Org line C,E_8,in,G181 2nd,PROD476,INDIA
1-550036329,Accepted-Assigned,Venkata,2011/10/18 14:47:28.000,Variant 182,182,Accepted,Medium,Assigned,Org line C,E_8,in,G181 2nd,PROD476,INDIA
1-550036329,Accepted-In Progress,Venkata,2011/12/13 12:55:59.000,Variant 182,182,Accepted,Medium,In Progress,Org line C,E_8,in,G181 2nd,PROD476,Sweden
1-550036329,Completed-Closed,Venkata,2012/01/18 12:09:58.000,Variant 182,182,Completed,Medium,Closed,Org line C,E_8,in,G181 2nd,PROD476,Sweden
1-550159631,Accepted-In Progress,Gunilla,2011/08/16 09:26:29.000,Variant 39,39,Accepted,Low,In Progress,Org line A2,A2_3,se,N23 2nd,PROD554,Sweden
1-550159631,Accepted-Wait,Gunilla,2011/08/16 09:27:10.000,Variant 39,39,Accepted,Low,Wait,Org line A2,A2_3,se,N23 2nd,PROD554,Sweden
1-550159631,Accepted-Assigned,Gunilla,2011/08/16 09:27:44.000,Variant 39,39,Accepted,Low,Assigned,Org line A2,A2_3,se,N23 2nd,PROD554,Sweden
1-550159631,Accepted-In Progress,Yvonne,2012/01/18 12:48:50.000,Variant 39,39,Accepted,Low,In Progress,Org line A2,A2_3,se,N23 2nd,PROD554,Sweden
1-550159631,Completed-Closed,Yvonne,2012/01/18 12:48:52.000,Variant 39,39,Completed,Low,Closed,Org line A2,A2_3,se,N23 2nd,PROD554,Sweden
1-550611848,Accepted-In Progress,Bharath,2011/08/16 16:45:30.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,S33 2nd,PROD397,Sweden
1-550611848,Completed-Closed,Bharath,2012/05/04 11:56:48.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,S33 2nd,PROD397,Sweden
1-550577363,Accepted-In Progress,Sathish,2011/08/16 16:50:16.000,Variant 27,27,Accepted,Medium,In Progress,Org line C,E_4,us,G88 2nd,PROD219,INDIA
1-550577363,Accepted-Wait,Sathish,2011/08/16 16:54:00.000,Variant 27,27,Accepted,Medium,Wait,Org line C,E_4,us,G88 2nd,PROD219,INDIA
1-550577363,Accepted-Wait,Sathish,2011/08/16 16:54:13.000,Variant 27,27,Accepted,Medium,Wait,Org line C,E_4,us,G88 2nd,PROD219,INDIA
1-550577363,Accepted-In Progress,Sathish,2012/01/05 07:41:25.000,Variant 27,27,Accepted,Medium,In Progress,Org line C,E_4,us,G88 2nd,PROD219,INDIA
1-550577363,Completed-Closed,Sathish,2012/01/05 07:43:17.000,Variant 27,27,Completed,Medium,Closed,Org line C,E_4,us,G88 2nd,PROD219,INDIA
1-553276916,Accepted-In Progress,Ove,2011/08/17 15:01:24.000,Variant 43,43,Accepted,Medium,In Progress,Org line A2,A2_1,se,G103 3rd,PROD823,Sweden
1-553276916,Completed-Closed,Ove,2011/09/01 17:21:38.000,Variant 43,43,Completed,Medium,Closed,Org line A2,A2_1,se,G103 3rd,PROD823,Sweden
1-553276916,Accepted-In Progress,Ove,2012/02/15 17:28:51.000,Variant 43,43,Accepted,Medium,In Progress,Org line A2,A2_1,se,G103 3rd,PROD823,Sweden
1-553276916,Accepted-In Progress,Ove,2012/03/28 13:51:42.000,Variant 43,43,Accepted,Medium,In Progress,Org line A2,A2_1,se,G103 3rd,PROD823,Sweden
1-553276916,Completed-Closed,Ove,2012/03/28 13:52:08.000,Variant 43,43,Completed,Medium,Closed,Org line A2,A2_1,se,G103 3rd,PROD823,Sweden
1-555105571,Accepted-In Progress,Carolyn,2011/08/18 14:01:59.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,USA
1-555105571,Queued-Awaiting Assignment,Carolyn,2011/08/18 14:41:56.000,Variant 2,2,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD97,USA
1-555105571,Accepted-In Progress,Padmanabha,2011/08/19 05:55:26.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,Sweden
1-555105571,Accepted-Assigned,Carolyn,2011/08/19 05:55:33.000,Variant 2,2,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD97,USA
1-555105571,Accepted-In Progress,Ewa,2012/02/02 22:41:40.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
1-555105571,Completed-Closed,Ewa,2012/02/02 22:46:00.000,Variant 2,2,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
1-557618809,Accepted-In Progress,Suzanne,2011/08/19 14:33:20.000,Variant 1,1,Accepted,Medium,In Progress,Org line V2,,se,T2 2nd,PROD615,Sweden
1-557618809,Completed-Closed,Suzanne,2012/01/19 17:12:03.000,Variant 1,1,Completed,Medium,Closed,Org line V2,,se,T2 2nd,PROD615,Sweden
1-557739965,Accepted-In Progress,Suzanne,2011/08/19 15:05:57.000,Variant 3,3,Accepted,Low,In Progress,Org line V2,,se,T2 2nd,PROD615,Sweden
1-557739965,Accepted-Wait,Suzanne,2011/11/09 17:32:46.000,Variant 3,3,Accepted,Low,Wait,Org line V2,,se,T2 2nd,PROD615,Sweden
1-557739965,Completed-Closed,Suzanne,2012/01/19 17:12:59.000,Variant 3,3,Completed,Low,Closed,Org line V2,,se,T2 2nd,PROD615,Sweden
1-560246371,Accepted-In Progress,Christofer,2011/08/22 17:33:44.000,Variant 183,183,Accepted,Medium,In Progress,Org line A2,A2_1,se,M19 2nd,PROD566,Sweden
1-560246371,Accepted-In Progress,Christofer,2011/08/22 17:35:30.000,Variant 183,183,Accepted,Medium,In Progress,Org line A2,A2_1,se,M19 2nd,PROD566,Sweden
1-560246371,Queued-Awaiting Assignment,Christofer,2011/08/22 17:40:46.000,Variant 183,183,Queued,Medium,Awaiting Assignment,Org line A2,A2_1,se,M19 2nd,PROD566,Sweden
1-560246371,Accepted-In Progress,Christofer,2011/11/09 14:56:53.000,Variant 183,183,Accepted,Medium,In Progress,Org line A2,A2_1,se,M19 2nd,PROD566,Sweden
1-560246371,Accepted-Wait,Christofer,2011/11/09 14:56:57.000,Variant 183,183,Accepted,Medium,Wait,Org line A2,A2_1,se,M19 2nd,PROD566,Sweden
1-560246371,Completed-Closed,Christofer,2012/02/01 12:53:37.000,Variant 183,183,Completed,Medium,Closed,Org line A2,A2_1,se,M19 2nd,PROD566,Sweden
1-560404489,Accepted-In Progress,Praveen,2011/08/23 06:23:57.000,Variant 184,184,Accepted,High,In Progress,Org line C,E_10,se,G271 2nd,PROD802,Sweden
1-560404489,Queued-Awaiting Assignment,Praveen,2011/08/23 06:29:58.000,Variant 184,184,Queued,High,Awaiting Assignment,Org line C,E_10,se,G271 2nd,PROD802,Sweden
1-560404489,Accepted-In Progress,Abhishek,2011/08/23 08:51:57.000,Variant 184,184,Accepted,High,In Progress,Org line C,E_10,se,G271 2nd,PROD802,Sweden
1-560404489,Queued-Awaiting Assignment,Martin,2011/08/23 08:53:33.000,Variant 184,184,Queued,High,Awaiting Assignment,Org line C,C_6,se,G273 3rd,PROD802,Sweden
1-560404489,Accepted-In Progress,Steve,2011/08/23 11:17:21.000,Variant 184,184,Accepted,High,In Progress,Org line C,C_6,se,G268 3rd,PROD802,Sweden
1-560404489,Accepted-Wait,Steve,2011/08/23 14:19:04.000,Variant 184,184,Accepted,High,Wait,Org line C,C_6,se,G268 3rd,PROD802,Sweden
1-560404489,Accepted-In Progress,Per,2011/12/15 13:51:36.000,Variant 184,184,Accepted,High,In Progress,Org line C,E_6,se,G48 2nd,PROD802,Sweden
1-560404489,Accepted-In Progress,Mikael,2011/12/15 17:13:32.000,Variant 184,184,Accepted,High,In Progress,Org line C,V3_3,se,G335 2nd,PROD802,Sweden
1-560404489,Accepted-In Progress,Hans,2011/12/15 18:57:19.000,Variant 184,184,Accepted,High,In Progress,Org line A2,A2_2,se,S45 2nd,PROD802,Sweden
1-560404489,Accepted-In Progress,Hans,2011/12/16 10:20:19.000,Variant 184,184,Accepted,High,In Progress,Org line C,E_6,se,G48 2nd,PROD802,Sweden
1-560404489,Accepted-In Progress,Jacob,2011/12/16 10:20:20.000,Variant 184,184,Accepted,High,In Progress,Org line C,E_6,se,G48 2nd,PROD802,Sweden
1-560404489,Queued-Awaiting Assignment,Mikael,2011/12/16 10:22:44.000,Variant 184,184,Queued,High,Awaiting Assignment,Org line C,V3_3,se,G335 2nd,PROD802,Sweden
1-560404489,Accepted-In Progress,Jacob,2011/12/16 10:59:48.000,Variant 184,184,Accepted,High,In Progress,Org line C,V3_3,se,G335 2nd,PROD802,Sweden
1-560404489,Accepted-Wait,Jacob,2012/02/07 16:19:02.000,Variant 184,184,Accepted,High,Wait,Org line C,V3_3,se,G335 2nd,PROD802,Sweden
1-560404489,Completed-Closed,Jacob,2012/05/24 17:16:25.000,Variant 184,184,Completed,High,Closed,Org line C,V3_3,se,G335 2nd,PROD802,Sweden
1-560419045,Accepted-In Progress,Carolyn,2011/08/23 08:49:41.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,USA
1-560419045,Queued-Awaiting Assignment,Carolyn,2011/08/23 08:53:03.000,Variant 2,2,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD96,USA
1-560419045,Accepted-In Progress,Kannan,2011/08/23 09:28:33.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,Sweden
1-560419045,Accepted-Assigned,Carolyn,2011/08/23 09:28:41.000,Variant 2,2,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD96,USA
1-560419045,Accepted-In Progress,Ewa,2012/01/31 09:01:03.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,POLAND
1-560419045,Completed-Closed,Ewa,2012/01/31 09:01:04.000,Variant 2,2,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD96,POLAND
1-560418897,Accepted-In Progress,Carolyn,2011/08/23 08:57:07.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,USA
1-560418897,Queued-Awaiting Assignment,Carolyn,2011/08/23 09:07:07.000,Variant 2,2,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD97,USA
1-560418897,Accepted-In Progress,Kannan,2011/08/23 09:22:33.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,Sweden
1-560418897,Accepted-Assigned,Carolyn,2011/08/23 09:22:41.000,Variant 2,2,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD97,USA
1-560418897,Accepted-In Progress,Ewa,2012/01/30 13:57:21.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
1-560418897,Completed-Closed,Ewa,2012/01/30 14:28:07.000,Variant 2,2,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
1-560504546,Accepted-In Progress,Jonas,2011/08/23 09:55:53.000,Variant 67,67,Accepted,Medium,In Progress,Org line C,E_8,in,G186 2nd,PROD476,Sweden
1-560504546,Queued-Awaiting Assignment,Jonas,2011/08/23 10:03:21.000,Variant 67,67,Queued,Medium,Awaiting Assignment,Org line C,E_8,in,G186 2nd,PROD476,Sweden
1-560504546,Accepted-In Progress,Karthick,2011/10/18 14:42:02.000,Variant 67,67,Accepted,Medium,In Progress,Org line C,E_8,in,G181 2nd,PROD476,INDIA
1-560504546,Accepted-Wait,Karthick,2011/10/18 14:42:10.000,Variant 67,67,Accepted,Medium,Wait,Org line C,E_8,in,G181 2nd,PROD476,INDIA
1-560504546,Accepted-Assigned,Venkata,2011/10/18 14:47:41.000,Variant 67,67,Accepted,Medium,Assigned,Org line C,E_8,in,G181 2nd,PROD476,INDIA
1-560504546,Accepted-Wait,Venkata,2011/11/23 20:51:48.000,Variant 67,67,Accepted,Medium,Wait,Org line C,E_8,in,G181 2nd,PROD476,INDIA
1-560504546,Accepted-In Progress,Venkata,2011/12/13 13:17:37.000,Variant 67,67,Accepted,Medium,In Progress,Org line C,E_8,in,G181 2nd,PROD476,Sweden
1-560504546,Completed-Closed,Venkata,2012/01/18 11:57:12.000,Variant 67,67,Completed,Medium,Closed,Org line C,E_8,in,G181 2nd,PROD476,Sweden
1-560703011,Accepted-In Progress,Gustav,2011/08/23 14:30:43.000,Variant 4,4,Accepted,Low,In Progress,Org line G4,,se,S30 2nd,PROD412,Sweden
1-560703011,Accepted-In Progress,Gustav,2012/02/21 15:42:40.000,Variant 4,4,Accepted,Low,In Progress,Org line G4,,se,S30 2nd,PROD412,Sweden
1-560703011,Completed-Closed,Gustav,2012/02/21 15:42:50.000,Variant 4,4,Completed,Low,Closed,Org line G4,,se,S30 2nd,PROD412,Sweden
1-561068081,Accepted-In Progress,Lena,2011/08/24 09:51:26.000,Variant 1,1,Accepted,Medium,In Progress,Org line V2,,0,T11 2nd,PROD498,Sweden
1-561068081,Completed-Closed,Lena,2012/03/29 11:12:48.000,Variant 1,1,Completed,Medium,Closed,Org line V2,,0,T11 2nd,PROD498,Sweden
1-561190012,Accepted-In Progress,Carolyn,2011/08/24 12:01:27.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,USA
1-561190012,Queued-Awaiting Assignment,Carolyn,2011/08/24 12:08:11.000,Variant 2,2,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD97,USA
1-561190012,Accepted-In Progress,Padmanabha,2011/08/25 05:46:53.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,Sweden
1-561190012,Accepted-Assigned,Carolyn,2011/08/25 05:47:17.000,Variant 2,2,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD97,USA
1-561190012,Accepted-In Progress,Ewa,2012/02/02 22:39:18.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
1-561190012,Completed-Closed,Ewa,2012/02/02 22:41:15.000,Variant 2,2,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
1-562022682,Accepted-In Progress,Carolyn,2011/08/25 11:29:56.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,USA
1-562022682,Queued-Awaiting Assignment,Carolyn,2011/08/25 11:57:27.000,Variant 2,2,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD97,USA
1-562022682,Accepted-In Progress,Kannan,2011/08/25 16:56:52.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,Sweden
1-562022682,Accepted-Assigned,Carolyn,2011/08/25 16:57:00.000,Variant 2,2,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD97,USA
1-562022682,Accepted-In Progress,Ewa,2012/02/06 20:58:18.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
1-562022682,Completed-Closed,Ewa,2012/02/06 20:59:21.000,Variant 2,2,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
1-562807927,Accepted-In Progress,Gunilla,2011/08/26 13:35:51.000,Variant 14,14,Accepted,Medium,In Progress,Org line A2,A2_3,se,N23 2nd,PROD76,Sweden
1-562807927,Accepted-Assigned,Gunilla,2011/08/29 11:42:59.000,Variant 14,14,Accepted,Medium,Assigned,Org line A2,A2_3,se,N23 2nd,PROD76,Sweden
1-562807927,Accepted-Wait,Gunilla,2012/02/01 16:21:30.000,Variant 14,14,Accepted,Medium,Wait,Org line A2,A2_3,se,N23 2nd,PROD76,Sweden
1-562807927,Completed-Closed,Gunilla,2012/02/03 13:19:06.000,Variant 14,14,Completed,Medium,Closed,Org line A2,A2_3,se,N23 2nd,PROD76,Sweden
1-562778111,Queued-Awaiting Assignment,Kerri,2011/08/26 13:54:09.000,Variant 185,185,Queued,Medium,Awaiting Assignment,Org line C,V3_2,us,N38,PROD745,USA
1-562778111,Queued-Awaiting Assignment,Jerry,2011/09/22 19:13:26.000,Variant 185,185,Queued,Medium,Awaiting Assignment,Org line A2,A2_3,us,N5 2nd,PROD745,USA
1-562778111,Accepted-Assigned,Lorre,2011/11/10 21:05:21.000,Variant 185,185,Accepted,Medium,Assigned,Org line A2,A2_3,us,N5 2nd,PROD745,USA
1-562778111,Completed-Closed,Lorre,2012/01/26 22:01:29.000,Variant 185,185,Completed,Medium,Closed,Org line A2,A2_3,us,N5 2nd,PROD745,USA
1-563156866,Accepted-In Progress,Håkan,2011/08/27 21:30:27.000,Variant 4,4,Accepted,High,In Progress,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
1-563156866,Accepted-In Progress,Håkan,2012/04/04 17:07:47.000,Variant 4,4,Accepted,High,In Progress,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
1-563156866,Completed-Closed,Håkan,2012/04/04 17:07:50.000,Variant 4,4,Completed,High,Closed,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
1-563156881,Accepted-In Progress,Håkan,2011/08/27 21:45:21.000,Variant 4,4,Accepted,High,In Progress,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
1-563156881,Accepted-In Progress,Håkan,2012/04/04 17:08:26.000,Variant 4,4,Accepted,High,In Progress,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
1-563156881,Completed-Closed,Håkan,2012/04/04 17:08:40.000,Variant 4,4,Completed,High,Closed,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
1-563477371,Accepted-In Progress,Srinivasan,2011/08/29 11:03:13.000,Variant 186,186,Accepted,High,In Progress,Org line B,E_10,pl,G230 2nd,PROD321,INDIA
1-563477371,Queued-Awaiting Assignment,Srinivasan,2011/08/29 17:00:23.000,Variant 186,186,Queued,High,Awaiting Assignment,Org line B,E_10,pl,G230 2nd,PROD321,INDIA
1-563477371,Accepted-In Progress,Rijin,2011/08/30 09:09:50.000,Variant 186,186,Accepted,High,In Progress,Org line B,E_10,pl,G230 2nd,PROD321,INDIA
1-563477371,Accepted-In Progress,Julien,2011/08/31 15:10:13.000,Variant 186,186,Accepted,High,In Progress,Org line C,V3_2,pl,V27,PROD321,France
1-563477371,Queued-Awaiting Assignment,Srinivasan,2011/08/31 15:10:29.000,Variant 186,186,Queued,High,Awaiting Assignment,Org line B,E_10,pl,G230 2nd,PROD321,INDIA
1-563477371,Accepted-In Progress,Rijin,2011/09/01 16:15:28.000,Variant 186,186,Accepted,High,In Progress,Org line B,E_10,pl,G230 2nd,PROD321,INDIA
1-563477371,Queued-Awaiting Assignment,Mårten,2011/09/12 11:40:44.000,Variant 186,186,Queued,High,Awaiting Assignment,Org line C,C_6,pl,G261 3rd,PROD321,Sweden
1-563477371,Accepted-In Progress,Mica,2011/09/12 12:44:38.000,Variant 186,186,Accepted,High,In Progress,Org line C,C_6,pl,G141 3rd,PROD321,Sweden
1-563477371,Queued-Awaiting Assignment,John,2012/01/19 15:39:10.000,Variant 186,186,Queued,High,Awaiting Assignment,Org line C,C_6,pl,G144 3rd,PROD321,Sweden
1-563477371,Accepted-In Progress,Björn,2012/01/19 16:38:26.000,Variant 186,186,Accepted,High,In Progress,Org line C,E_10,pl,G249 3rd,PROD321,Sweden
1-563477371,Accepted-Wait,Björn,2012/01/19 16:38:36.000,Variant 186,186,Accepted,High,Wait,Org line C,E_10,pl,G249 3rd,PROD321,Sweden
1-563477371,Completed-Closed,Björn,2012/02/09 12:06:05.000,Variant 186,186,Completed,High,Closed,Org line C,E_10,pl,G249 3rd,PROD321,Sweden
1-563779807,Accepted-In Progress,Ian,2011/08/29 18:33:51.000,Variant 187,187,Accepted,Medium,In Progress,Org line A2,A2_1,gb,G42 3rd,PROD235,United Kingdom
1-563779807,Accepted-Assigned,Ian,2011/08/29 18:38:53.000,Variant 187,187,Accepted,Medium,Assigned,Org line A2,A2_1,gb,G42 3rd,PROD235,United Kingdom
1-563779807,Accepted-In Progress,Ian,2011/09/09 13:16:42.000,Variant 187,187,Accepted,Medium,In Progress,Org line A2,A2_1,gb,G42 3rd,PROD235,United Kingdom
1-563779807,Accepted-Wait,Ian,2011/09/21 11:38:15.000,Variant 187,187,Accepted,Medium,Wait,Org line A2,A2_1,gb,G42 3rd,PROD235,United Kingdom
1-563779807,Accepted-In Progress,Andrew,2012/05/04 17:00:08.000,Variant 187,187,Accepted,Medium,In Progress,Org line A2,A2_1,gb,G42 3rd,PROD235,United Kingdom
1-563779807,Completed-Closed,Andrew,2012/05/04 17:00:25.000,Variant 187,187,Completed,Medium,Closed,Org line A2,A2_1,gb,G42 3rd,PROD235,United Kingdom
1-564311006,Accepted-In Progress,Carolyn,2011/08/30 14:25:12.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,USA
1-564311006,Queued-Awaiting Assignment,Carolyn,2011/08/30 14:33:14.000,Variant 2,2,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD97,USA
1-564311006,Accepted-In Progress,SV,2011/08/30 14:48:08.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,Sweden
1-564311006,Accepted-Assigned,Carolyn,2011/08/30 14:48:27.000,Variant 2,2,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD97,USA
1-564311006,Accepted-In Progress,Ewa,2012/02/02 22:47:46.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
1-564311006,Completed-Closed,Ewa,2012/02/02 22:49:19.000,Variant 2,2,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
1-564433915,Accepted-In Progress,Christofer,2011/08/30 15:57:03.000,Variant 9,9,Accepted,Low,In Progress,Org line A2,A2_1,se,M19 2nd,PROD566,Sweden
1-564433915,Queued-Awaiting Assignment,Christofer,2011/08/30 16:01:59.000,Variant 9,9,Queued,Low,Awaiting Assignment,Org line A2,A2_1,se,M19 2nd,PROD566,Sweden
1-564433915,Accepted-In Progress,Christofer,2011/11/09 14:57:11.000,Variant 9,9,Accepted,Low,In Progress,Org line A2,A2_1,se,M19 2nd,PROD566,Sweden
1-564433915,Accepted-Wait,Christofer,2011/11/09 14:57:17.000,Variant 9,9,Accepted,Low,Wait,Org line A2,A2_1,se,M19 2nd,PROD566,Sweden
1-564433915,Completed-Closed,Christofer,2012/05/31 14:15:22.000,Variant 9,9,Completed,Low,Closed,Org line A2,A2_1,se,M19 2nd,PROD566,Sweden
1-564528496,Accepted-In Progress,Carolyn,2011/08/30 17:02:47.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,USA
1-564528496,Queued-Awaiting Assignment,Carolyn,2011/08/30 17:06:37.000,Variant 2,2,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD96,USA
1-564528496,Accepted-In Progress,Padmanabha,2011/08/31 05:17:34.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,Sweden
1-564528496,Accepted-Assigned,Carolyn,2011/08/31 05:17:43.000,Variant 2,2,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD96,USA
1-564528496,Accepted-In Progress,Ewa,2012/02/06 17:10:21.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,POLAND
1-564528496,Completed-Closed,Ewa,2012/02/06 21:38:59.000,Variant 2,2,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD96,POLAND
1-564738994,Accepted-In Progress,Murali,2011/08/31 06:45:43.000,Variant 7,7,Accepted,High,In Progress,Org line B,E_10,in,G238 2nd,PROD209,INDIA
1-564738994,Accepted-Wait,Murali,2011/08/31 06:46:56.000,Variant 7,7,Accepted,High,Wait,Org line B,E_10,in,G238 2nd,PROD209,INDIA
1-564738994,Accepted-In Progress,Murali,2012/01/04 12:02:10.000,Variant 7,7,Accepted,High,In Progress,Org line B,E_10,in,G238 2nd,PROD209,INDIA
1-564738994,Completed-Closed,Murali,2012/03/04 09:50:51.000,Variant 7,7,Completed,High,Closed,Org line B,E_10,in,G238 2nd,PROD209,INDIA
1-564903210,Accepted-In Progress,Carolyn,2011/08/31 11:31:00.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,USA
1-564903210,Queued-Awaiting Assignment,Carolyn,2011/08/31 11:33:22.000,Variant 2,2,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD98,USA
1-564903210,Accepted-In Progress,Padmanabha,2011/08/31 11:38:24.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,Sweden
1-564903210,Accepted-Assigned,Carolyn,2011/08/31 11:38:30.000,Variant 2,2,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD98,USA
1-564903210,Accepted-In Progress,Ewa,2012/02/06 21:22:50.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,POLAND
1-564903210,Completed-Closed,Ewa,2012/02/06 21:24:49.000,Variant 2,2,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD98,POLAND
1-565030154,Accepted-In Progress,Gunnar,2011/08/31 13:50:43.000,Variant 1,1,Accepted,High,In Progress,Org line V2,,se,T10 2nd,PROD615,Sweden
1-565030154,Completed-Closed,Gunnar,2012/01/26 08:17:14.000,Variant 1,1,Completed,High,Closed,Org line V2,,se,T10 2nd,PROD615,Sweden
1-565319816,Accepted-In Progress,Abhinav,2011/08/31 16:23:39.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
1-565319816,Completed-Closed,Abhinav,2012/02/06 08:48:37.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
1-565807612,Accepted-In Progress,Tomasz,2011/09/01 10:46:05.000,Variant 188,188,Accepted,Medium,In Progress,Org line A2,A2_1,pl,W15 2nd,PROD756,POLAND
1-565807612,Accepted-Wait,Tomasz,2011/10/18 12:58:10.000,Variant 188,188,Accepted,Medium,Wait,Org line A2,A2_1,pl,W15 2nd,PROD756,POLAND
1-565807612,Accepted-Assigned,Tomasz,2011/10/18 13:00:46.000,Variant 188,188,Accepted,Medium,Assigned,Org line A2,A2_1,pl,W15 2nd,PROD756,POLAND
1-565807612,Accepted-Wait,Tomasz,2011/10/19 10:53:42.000,Variant 188,188,Accepted,Medium,Wait,Org line A2,A2_1,pl,W15 2nd,PROD756,POLAND
1-565807612,Accepted-Assigned,Daniel,2011/11/24 12:18:42.000,Variant 188,188,Accepted,Medium,Assigned,Org line A2,A2_1,pl,W15 2nd,PROD756,POLAND
